,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 100,69 M","- R$ 34,80 M","- R$ 71,32 M","- R$ 5,43 M",177
1,31/03/2024,"R$ 16,07 M","- R$ 41,03 M","R$ 19,14 M","- R$ 5,83 M",177
2,31/12/2023,"R$ 126,90 M","- R$ 3,13 M","- R$ 111,39 M","R$ 12,38 M",177
3,30/09/2023,"R$ 77,63 M","- R$ 93,75 M","R$ 19,42 M","R$ 3,31 M",177
4,30/06/2023,"R$ 92,58 M","R$ 35,61 M","- R$ 130,28 M","- R$ 2,10 M",177
5,31/03/2023,"- R$ 491,00 mil","- R$ 135,28 M","R$ 124,43 M","- R$ 11,35 M",177
6,31/12/2022,"R$ 112,23 M","- R$ 25,42 M","- R$ 83,96 M","R$ 2,85 M",177
7,30/09/2022,"R$ 121,12 M","- R$ 93,59 M","- R$ 46,23 M","- R$ 18,70 M",177
8,30/06/2022,"- R$ 5,22 M","- R$ 64,71 M","R$ 68,17 M","- R$ 1,76 M",177
9,31/03/2022,"- R$ 22,65 M","R$ 52,64 M","- R$ 41,10 M","- R$ 11,12 M",177
10,31/12/2021,"R$ 104,42 M","- R$ 7,53 M","- R$ 61,12 M","R$ 35,76 M",177
11,30/09/2021,"R$ 112,32 M","- R$ 97,71 M","- R$ 43,29 M","- R$ 28,68 M",177
12,30/06/2021,"- R$ 18,65 M","R$ 93,16 M","- R$ 70,23 M","R$ 4,28 M",177
13,31/03/2021,"- R$ 66,91 M","R$ 26,98 M","- R$ 47,11 M","- R$ 87,04 M",177
14,31/12/2020,"R$ 51,13 M","- R$ 277,60 M","- R$ 157,75 M","- R$ 384,23 M",177
15,30/09/2020,"R$ 97,89 M","- R$ 88,66 M","R$ 425,23 M","R$ 434,46 M",177
16,30/06/2020,"- R$ 24,90 M","- R$ 10,18 M","- R$ 25,74 M","- R$ 60,81 M",177
17,31/03/2020,"R$ 6,86 M","- R$ 14,06 M","R$ 76,45 M","R$ 69,25 M",177
18,31/12/2019,"- R$ 5,92 M","- R$ 17,63 M","R$ 28,47 M","R$ 4,92 M",177
19,30/09/2019,"R$ 41,26 M","- R$ 14,74 M","- R$ 16,60 M","R$ 9,91 M",177
20,30/06/2019,"R$ 35,72 M","- R$ 13,33 M","R$ 21,99 M","R$ 44,38 M",177
21,31/03/2019,"- R$ 15,13 M","- R$ 8,17 M","- R$ 3,61 M","- R$ 26,92 M",177
22,31/12/2018,"R$ 68,71 M","- R$ 4,94 M","- R$ 35,33 M","R$ 28,45 M",177
23,30/09/2018,"R$ 16,47 M","- R$ 13,85 M","- R$ 6,70 M","- R$ 4,09 M",177
24,30/06/2018,"R$ 29,13 M","- R$ 18,11 M","- R$ 7,97 M","R$ 3,04 M",177
25,31/03/2018,"- R$ 4,42 M","- R$ 22,05 M","- R$ 20,58 M","- R$ 47,05 M",177
26,31/12/2017,"R$ 3,60 M","- R$ 11,06 M","R$ 56,47 M","R$ 49,01 M",177
27,30/09/2017,"R$ 33,68 M","- R$ 12,08 M","- R$ 17,11 M","R$ 4,49 M",177
28,30/06/2017,"- R$ 4,27 M","- R$ 10,41 M","R$ 2,20 M","- R$ 12,48 M",177
29,31/03/2017,"R$ 7,87 M","- R$ 9,70 M","- R$ 2,74 M","- R$ 4,57 M",177
30,31/12/2016,"R$ 41,07 M","- R$ 13,18 M","- R$ 15,49 M","R$ 12,40 M",177
31,30/09/2016,"R$ 23,51 M","- R$ 11,81 M","- R$ 33,12 M","- R$ 21,41 M",177
32,30/06/2016,"R$ 31,97 M","- R$ 7,30 M","- R$ 5,07 M","R$ 19,60 M",177
33,31/03/2016,"R$ 5,05 M","- R$ 5,35 M","- R$ 4,95 M","- R$ 5,25 M",177
34,31/12/2015,"R$ 31,29 M","- R$ 8,79 M","- R$ 17,80 M","R$ 4,71 M",177
35,30/09/2015,"R$ 24,22 M","- R$ 7,57 M","- R$ 16,84 M","- R$ 192,00 mil",177
36,30/06/2015,"R$ 15,83 M","- R$ 5,96 M","- R$ 11,05 M","- R$ 1,18 M",177
37,31/03/2015,"R$ 1,21 M","- R$ 9,65 M","- R$ 2,66 M","- R$ 11,10 M",177
38,31/12/2014,"R$ 17,75 M","- R$ 13,40 M","R$ 6,73 M","R$ 11,07 M",177
39,30/09/2014,"R$ 21,08 M","- R$ 10,72 M","- R$ 3,82 M","R$ 6,54 M",177
40,30/06/2014,"- R$ 14,29 M","- R$ 16,45 M","R$ 25,25 M","- R$ 5,48 M",177
41,31/03/2014,"- R$ 1,64 M","- R$ 15,15 M","R$ 10,54 M","- R$ 6,25 M",177
42,31/12/2013,"R$ 24,21 M","- R$ 31,14 M","R$ 1,36 M","- R$ 5,56 M",177
43,30/09/2013,"R$ 41,72 M","- R$ 27,95 M","R$ 2,45 M","R$ 16,22 M",177
44,30/06/2013,"R$ 1,48 M","- R$ 18,25 M","R$ 5,54 M","- R$ 11,24 M",177
45,31/03/2013,"- R$ 5,11 M","- R$ 11,89 M","R$ 8,23 M","- R$ 8,77 M",177
46,31/12/2012,"R$ 7,45 M","- R$ 14,32 M","R$ 3,22 M","- R$ 3,64 M",177
47,30/09/2012,"R$ 23,32 M","- R$ 4,82 M","- R$ 3,51 M","R$ 14,99 M",177
48,30/06/2012,"- R$ 1,67 M","- R$ 4,41 M","R$ 3,79 M","- R$ 2,30 M",177
49,31/03/2012,"- R$ 9,86 M","- R$ 3,39 M","- R$ 3,87 M","- R$ 17,12 M",177
50,31/12/2011,"R$ 17,34 M","- R$ 12,26 M","- R$ 1,35 M","R$ 3,73 M",177
51,30/09/2011,"R$ 27,92 M","- R$ 6,16 M","- R$ 4,24 M","R$ 17,53 M",177
52,30/06/2011,"R$ 2,86 M","- R$ 4,75 M","- R$ 2,90 M","- R$ 4,80 M",177
53,31/03/2011,"R$ 2,48 M","- R$ 3,01 M","- R$ 1,91 M","- R$ 2,44 M",177
