,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 102,91 M","- R$ 49,28 M","- R$ 65,74 M","- R$ 12,12 M",22
1,31/03/2024,"R$ 93,47 M","- R$ 50,53 M","- R$ 62,74 M","- R$ 19,80 M",22
2,31/12/2023,"R$ 86,54 M","- R$ 441,63 M","R$ 1,62 M","- R$ 415,54 M",22
3,30/09/2023,"R$ 144,18 M","- R$ 54,25 M","- R$ 124,89 M","- R$ 34,96 M",22
4,30/06/2023,"R$ 115,01 M","- R$ 55,32 M","R$ 117,68 M","R$ 177,36 M",22
5,31/03/2023,"R$ 83,37 M","- R$ 65,34 M","R$ 125,91 M","R$ 143,95 M",22
6,31/12/2022,"R$ 112,45 M","- R$ 123,87 M","- R$ 65,58 M","- R$ 77,00 M",22
7,30/09/2022,"R$ 65,45 M","- R$ 128,15 M","- R$ 67,24 M","- R$ 129,94 M",22
8,30/06/2022,"R$ 46,42 M","- R$ 81,66 M","- R$ 70,33 M","- R$ 105,57 M",22
9,31/03/2022,"- R$ 21,53 M","- R$ 62,72 M","- R$ 91,50 M","- R$ 175,75 M",22
10,31/12/2021,"R$ 39,18 M","- R$ 163,06 M","R$ 652,71 M","R$ 528,83 M",22
11,30/09/2021,"R$ 126,02 M","- R$ 149,60 M","- R$ 275,33 M","- R$ 298,91 M",22
12,30/06/2021,"R$ 37,25 M","- R$ 49,25 M","- R$ 114,52 M","- R$ 126,52 M",22
13,31/03/2021,"R$ 22,46 M","- R$ 46,79 M","- R$ 58,21 M","- R$ 82,54 M",22
14,31/12/2020,"R$ 65,49 M","- R$ 1,19 M","- R$ 59,81 M","R$ 4,49 M",22
15,30/09/2020,"R$ 68,27 M","- R$ 159,24 M","R$ 248,42 M","R$ 157,45 M",22
16,30/06/2020,"R$ 19,84 M","- R$ 27,40 M","R$ 4,62 M","- R$ 2,95 M",22
17,31/03/2020,"R$ 34,59 M","- R$ 31,50 M","R$ 112,40 M","R$ 115,49 M",22
18,31/12/2019,,,,,22
