,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"3,18%","3,75%","4,82%","5,68%","0,30%","0,14%","46,69%","0,17%","3,11%","13,51%","0,82","2,35","1,35","0,61"
1,30/06/2024,"3,25%","3,82%","4,93%","5,79%","-0,27%","-0,12%","46,43%","-0,15%","3,25%","13,68%","0,81","2,17","1,17","0,93"
2,31/03/2024,"3,83%","4,51%","5,80%","6,83%","0,52%","0,26%","46,55%","0,30%","3,86%","14,21%","0,85","2,17","1,17","0,86"
3,31/12/2023,"4,01%","4,78%","6,08%","7,24%","0,89%","0,45%","46,70%","0,52%","4,04%","14,21%","0,87","2,21","1,21","0,84"
4,30/09/2023,"4,51%","5,44%","6,83%","8,25%","1,75%","0,90%","46,61%","1,02%","4,46%","14,43%","0,88","2,21","1,21","-0,03"
5,30/06/2023,"4,89%","6,05%","7,40%","9,16%","2,29%","1,19%","47,25%","1,33%","4,60%","14,36%","0,89","2,13","1,13","-0,12"
6,31/03/2023,"5,29%","6,42%","8,01%","9,73%","2,84%","1,47%","47,51%","1,69%","4,73%","14,33%","0,87","2,03","1,03","-0,11"
7,31/12/2022,"5,67%","6,83%","8,60%","10,34%","2,88%","1,47%","47,65%","1,78%","4,79%","14,21%","0,82","1,98","0,98","-0,18"
8,30/09/2022,"6,99%","12,86%","10,60%","19,48%","10,28%","2,97%","48,68%","2,28%","5,44%","14,77%","1,30","1,95","0,95","-0,34"
9,30/06/2022,NA,NA,NA,NA,NA,NA,"48,28%","2,88%","6,62%","15,82%",NA,"1,93","0,93","-0,46"
10,31/03/2022,NA,NA,NA,NA,NA,NA,"48,22%","2,84%","6,84%","15,98%",NA,"1,94","0,94","-0,75"
11,31/12/2021,NA,NA,NA,NA,NA,NA,"48,29%","3,58%","7,73%","16,75%",NA,"1,96","0,96","-1,27"
12,30/09/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,46","2,46","0,22"
13,30/06/2021,"7,65%","7,38%","11,59%","11,18%","34,34%","4,19%","47,98%","3,51%","7,72%","16,84%","1,19","3,47","2,47","0,45"
14,31/03/2021,"6,81%","6,57%","10,32%","9,96%","26,15%","3,48%","48,33%","3,16%","7,51%","17,00%","1,10","3,59","2,59","0,30"
15,31/12/2020,"9,97%","9,52%","15,10%","14,42%","33,12%","4,70%","48,27%","4,06%","8,64%","18,47%","1,16","3,68","2,68","0,20"
16,30/09/2020,"10,12%","9,66%","15,33%","14,64%","26,95%","3,82%","48,82%","3,73%","9,88%","19,89%","1,03","3,63","2,63","0,36"
17,30/06/2020,"9,40%","8,98%","14,25%","13,60%","24,16%","3,43%","48,81%","3,71%","10,18%","20,63%","0,93","8,20","7,20","4,42"
18,31/03/2020,"8,83%","8,43%","13,37%","12,77%","23,06%","3,27%","48,46%","3,81%","10,29%","20,81%","0,86","7,52","6,52","4,54"
19,31/12/2019,NA,NA,NA,NA,NA,NA,"48,31%","2,39%","8,73%","19,38%",NA,"7,05","6,05","3,58"
