,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,PETZ,PET CENTER COMERCIO E PARTICIPACOES S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Importação. exportação e comércio (inclusive via internet e-commerce) de artigos para animais. plantas. flores. sementes; hospital veterinário. consultório. clínica veterinária. banho/tosa e hotel.,"R$ 95,96 M",Consumo Cíclico,Comércio,Produtos Diversos,"IBOVESPA, IBRA, IBRX, ICO2, ICON, IGC, IGCT, IGNM, ITAG, SMLL"
