,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"-84,24%","-89,69%","-127,64%","-135,89%","-140,12%","-27,18%","9,69%","-75,85%","-99,61%","-81,58%","0,36","2,46","1,46","-0,18"
1,31/03/2024,"-34,57%","-48,11%","-52,38%","-72,89%","-61,88%","-8,19%","11,67%","-14,63%","-29,60%","-19,61%","0,56","2,45","1,45","-0,53"
2,31/12/2023,"-31,06%","-39,00%","-47,07%","-59,09%","-52,38%","-9,29%","9,79%","-11,82%","-20,98%","-12,38%","0,79","2,28","1,28","-0,70"
3,30/09/2023,"-17,20%","-16,47%","-26,06%","-24,95%","-32,54%","-8,18%","11,89%","-8,24%","-7,88%","0,91%","0,99","4,30","3,30","9,20"
4,30/06/2023,"-37,92%","-40,82%","-57,45%","-61,85%","-51,31%","-11,11%","8,21%","-9,72%","-13,42%","-4,68%","1,14","5,15","4,15","-1,69"
5,31/03/2023,"-64,07%","-63,71%","-97,07%","-96,53%","-94,18%","-24,56%","5,39%","-23,84%","-27,08%","-17,56%","1,03","7,56","6,56","-0,67"
6,31/12/2022,"-69,29%","-78,94%","-104,98%","-119,60%","-74,76%","-19,08%","2,68%","-20,80%","-33,17%","-23,06%","0,92","5,64","4,64","-0,63"
7,30/09/2022,"-8,12%","53,57%","-12,31%","81,16%","22,57%","5,91%","4,57%","3,24%","-3,70%","3,82%","1,83","3,98","2,98","2,59"
8,30/06/2022,"86,18%","-18,94%","130,57%","-28,69%","-25,80%","43,34%","10,22%","9,21%","10,45%","17,96%","4,71","4,62","3,62","0,39"
9,31/03/2022,"124,11%","-36,77%","188,05%","-55,72%","-41,17%","58,13%","18,34%","18,16%","24,69%","30,26%","3,20","3,83","2,83","0,29"
10,31/12/2021,"-194,49%","-66,51%","-294,68%","-100,77%","-79,22%","298,38%","30,88%","247,37%","290,91%","291,80%","1,21","3,92","2,92","0,00"
