,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 19/09/2024,"5,12","0,97","0,31","-9,58","0,26","R$ 3,12 B","7,21%",306
1,30/06/2024,"4,55","0,86","0,27","-8,51","0,23","R$ 2,88 B","8,12%",306
2,31/03/2024,"4,73","0,87","0,26","6,00","0,22","R$ 2,65 B","8,80%",306
3,31/12/2023,"4,69","0,89","0,25","5,80","0,21","R$ 2,57 B","11,78%",306
4,30/09/2023,"4,17","0,75","0,23","4,91","0,21","R$ 2,36 B","9,41%",306
5,30/06/2023,"3,89","0,74","0,23","1,64","0,20","R$ 2,38 B","9,13%",306
6,31/03/2023,"4,03","0,66","0,20","3,63","0,17","R$ 2,01 B","10,59%",306
7,31/12/2022,"3,51","0,66","0,19","2,19","0,16","R$ 1,89 B","10,45%",306
8,30/09/2022,"4,40","0,79","0,22","2,09","0,19","R$ 2,16 B","11,79%",306
9,30/06/2022,"3,53","0,76","0,19","3,82","0,19","R$ 2,09 B","10,38%",306
10,31/03/2022,"3,26","0,71","0,18","2,05","0,16","R$ 2,08 B","9,12%",306
11,31/12/2021,"4,34","0,93","0,22","6,46","0,20","R$ 2,44 B","7,47%",306
12,30/09/2021,"3,76","1,08","0,24","7,34","0,22","R$ 2,55 B","5,04%",306
13,30/06/2021,"4,87","1,31","0,31","2,96","0,25","R$ 3,01 B","4,50%",306
14,31/03/2021,"4,37","1,15","0,27","2,70","0,24","R$ 2,55 B","5,36%",306
15,31/12/2020,"3,76","0,98","0,22","2,13","0,18","R$ 2,05 B","5,17%",306
16,30/09/2020,"5,56","1,15","0,24","2,70","0,19","R$ 1,92 B","3,81%",306
17,30/06/2020,"5,72","1,31","0,26","21,11","0,21","R$ 2,19 B","3,52%",306
18,31/03/2020,"4,24","0,97","0,19","-6,57","0,16","R$ 1,68 B","4,94%",306
19,31/12/2019,"5,82","1,17","0,21","12,44","0,17","R$ 1,76 B","5,73%",306
20,30/09/2019,"7,35","0,73","0,19","12,34","0,14","R$ 1,58 B","2,75%",306
21,30/06/2019,"12,06","0,90","0,22","-48,99","0,16","R$ 1,74 B","2,34%",306
22,31/03/2019,"11,56","1,03","0,24","-104,31","0,20","R$ 1,88 B","2,11%",306
23,31/12/2018,"12,49","1,14","0,27","-5,37","0,21","R$ 2,16 B","0,95%",306
24,30/09/2018,"8,65","0,81","0,20","-2,72","0,17","R$ 1,67 B","1,21%",306
25,30/06/2018,"5,53","0,57","0,15","-2,61","0,12","R$ 1,12 B","1,74%",306
26,31/03/2018,"37,15","0,70","0,18","-54,70","0,15","R$ 1,35 B","1,48%",306
27,31/12/2017,"15,43","0,56","0,14","3,19","0,11","R$ 1,17 B","0,00%",306
28,30/09/2017,"9,05","0,34","0,11","1,04","0,08","R$ 810,48 M","0,00%",306
29,30/06/2017,"5,66","0,39","0,13","0,94","0,09","R$ 874,26 M","0,00%",306
30,31/03/2017,"9,81","0,30","0,11","0,74","0,07","R$ 819,97 M","0,00%",306
31,31/12/2016,"-79,68","0,38","0,13","1,04","0,09","R$ 824,45 M","4,94%",306
32,30/09/2016,"6,69","0,22","0,08","0,52","0,06","R$ 629,86 M","7,99%",306
33,30/06/2016,"-5,73","0,30","0,10","0,59","0,07","R$ 705,22 M","6,34%",306
34,31/03/2016,"4,49","0,20","0,07","0,57","0,05","R$ 658,94 M","8,53%",306
35,31/12/2015,"3,58","0,21","0,07","0,73","0,06","R$ 714,51 M","32,41%",306
36,30/09/2015,"1,02","0,22","0,07","1,67","0,07","R$ 807,96 M","29,15%",306
37,30/06/2015,"0,84","0,21","0,07","2,47","0,07","R$ 847,55 M","29,83%",306
38,31/03/2015,"1,03","0,28","0,10","4,84","0,10","R$ 938,11 M","22,98%",306
39,31/12/2014,"1,01","0,22","0,08","-8,63","0,08","R$ 853,31 M","1,49%",306
40,30/09/2014,"6,91","0,25","0,10","-9,16","0,09","R$ 868,52 M","10,82%",306
41,30/06/2014,"2,27","0,27","0,11","2,14","0,10","R$ 886,96 M","10,24%",306
42,31/03/2014,"2,07","0,31","0,13","1,57","0,11","R$ 923,83 M","9,24%",306
43,31/12/2013,"3,10","0,29","0,13","1,41","0,11","R$ 912,30 M","8,28%",306
