,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 1,86 B","- R$ 3,78 B","R$ 8,37 B","R$ 6,45 B",149
1,31/03/2024,"R$ 1,29 B","- R$ 1,35 B","- R$ 1,49 B","- R$ 1,55 B",149
2,31/12/2023,"R$ 1,61 B","R$ 84,34 M","- R$ 9,65 B","- R$ 7,96 B",149
3,30/09/2023,"R$ 3,13 B","- R$ 3,61 B","R$ 10,05 B","R$ 9,58 B",149
4,30/06/2023,"R$ 2,41 B","R$ 1,37 B","- R$ 3,96 B","- R$ 189,30 M",149
5,31/03/2023,"R$ 1,10 B","R$ 2,98 B","- R$ 3,20 B","R$ 878,74 M",149
6,31/12/2022,"R$ 3,82 B","- R$ 31,61 B","R$ 34,41 B","R$ 14,47 B",149
7,30/09/2022,"R$ 2,12 B","R$ 1,79 B","- R$ 2,22 B","- R$ 6,15 B",149
8,30/06/2022,"R$ 1,65 B","R$ 1,11 B","- R$ 483,01 M","R$ 2,27 B",149
9,31/03/2022,"R$ 1,68 B","- R$ 91,36 M","- R$ 1,64 B","- R$ 43,42 M",149
10,31/12/2021,"R$ 5,79 B","- R$ 1,78 B","- R$ 5,69 B","- R$ 1,69 B",149
11,30/09/2021,"R$ 263,83 M","R$ 31,83 M","R$ 666,05 M","R$ 961,71 M",149
12,30/06/2021,"- R$ 954,00 M","R$ 993,88 M","R$ 587,60 M","R$ 627,47 M",149
13,31/03/2021,"R$ 3,13 B","R$ 881,72 M","- R$ 4,01 B","R$ 5,34 M",149
14,31/12/2020,"R$ 1,77 B","R$ 94,74 M","- R$ 1,89 B","- R$ 20,69 M",149
15,30/09/2020,"R$ 2,70 B","R$ 782,16 M","- R$ 3,54 B","- R$ 61,08 M",149
16,30/06/2020,"- R$ 154,63 M","R$ 934,85 M","- R$ 923,37 M","- R$ 143,15 M",149
17,31/03/2020,"- R$ 117,53 M","R$ 629,81 M","- R$ 336,06 M","R$ 176,22 M",149
18,31/12/2019,"- R$ 2,46 B","R$ 596,92 M","R$ 1,75 B","- R$ 112,43 M",149
19,30/09/2019,"R$ 3,55 B","R$ 299,24 M","- R$ 7,73 B","- R$ 3,88 B",149
20,30/06/2019,"- R$ 814,24 M","R$ 1,26 B","R$ 2,95 B","R$ 3,40 B",149
21,31/03/2019,"- R$ 361,98 M","R$ 1,12 B","- R$ 366,08 M","R$ 389,14 M",149
22,31/12/2018,"- R$ 1,54 B","R$ 907,31 M","R$ 308,43 M","- R$ 322,88 M",149
23,30/09/2018,"R$ 2,04 B","- R$ 249,87 M","- R$ 1,68 B","R$ 110,97 M",149
24,30/06/2018,"R$ 1,13 B","- R$ 364,45 M","- R$ 595,28 M","R$ 168,94 M",149
25,31/03/2018,"R$ 775,81 M","R$ 128,32 M","- R$ 1,10 B","- R$ 193,60 M",149
26,31/12/2017,"R$ 455,61 M","R$ 671,14 M","- R$ 1,21 B","- R$ 86,46 M",149
27,30/09/2017,"R$ 1,24 B","- R$ 651,06 M","- R$ 753,67 M","- R$ 168,95 M",149
28,30/06/2017,"R$ 1,25 B","- R$ 751,83 M","- R$ 241,60 M","R$ 255,96 M",149
29,31/03/2017,"- R$ 555,21 M","R$ 583,95 M","R$ 267,10 M","R$ 295,84 M",149
30,31/12/2016,"- R$ 987,55 M","- R$ 968,04 M","R$ 1,85 B","- R$ 104,09 M",149
31,30/09/2016,"R$ 914,26 M","- R$ 269,47 M","- R$ 892,28 M","- R$ 247,49 M",149
32,30/06/2016,"- R$ 566,48 M","- R$ 2,35 B","R$ 2,15 B","- R$ 770,55 M",149
33,31/03/2016,"R$ 2,53 B","- R$ 1,88 B","- R$ 239,12 M","R$ 407,83 M",149
34,31/12/2015,"R$ 2,53 B","- R$ 2,84 B","- R$ 433,45 M","- R$ 744,97 M",149
35,30/09/2015,"R$ 2,57 B","- R$ 3,04 B","R$ 1,29 B","R$ 828,86 M",149
36,30/06/2015,"R$ 810,85 M","- R$ 586,97 M","- R$ 750,71 M","- R$ 526,83 M",149
37,31/03/2015,"R$ 1,07 B","- R$ 2,55 B","R$ 1,91 B","R$ 429,83 M",149
38,31/12/2014,"R$ 2,87 B","- R$ 5,32 B","R$ 1,87 B","- R$ 578,50 M",149
39,30/09/2014,"R$ 328,10 M","- R$ 2,05 B","R$ 1,69 B","- R$ 24,14 M",149
40,30/06/2014,"R$ 2,26 M","- R$ 1,55 B","- R$ 637,63 M","- R$ 2,18 B",149
41,31/03/2014,"R$ 1,99 B","- R$ 1,72 B","R$ 328,02 M","R$ 593,98 M",149
42,31/12/2013,"R$ 1,51 B","- R$ 2,59 B","R$ 1,58 B","R$ 498,90 M",149
43,30/09/2013,"R$ 2,16 B","- R$ 2,20 B","- R$ 237,43 M","- R$ 273,71 M",149
44,30/06/2013,"R$ 1,97 B","- R$ 2,07 B","- R$ 1,09 B","- R$ 1,18 B",149
45,31/03/2013,"R$ 3,69 B","- R$ 1,30 B","- R$ 337,69 M","R$ 2,05 B",149
46,31/12/2012,"R$ 3,19 B","- R$ 4,58 B","R$ 1,63 B","R$ 240,88 M",149
47,30/09/2012,"R$ 3,88 B","- R$ 4,40 B","R$ 766,62 M","R$ 249,94 M",149
48,30/06/2012,"R$ 5,67 B","- R$ 2,23 B","- R$ 3,96 B","- R$ 514,44 M",149
49,31/03/2012,"R$ 1,09 B","- R$ 2,25 B","R$ 658,08 M","- R$ 506,80 M",149
50,31/12/2011,"R$ 836,04 M","- R$ 4,43 B","R$ 3,65 B","R$ 56,54 M",149
51,30/09/2011,"- R$ 3,82 B","- R$ 3,15 B","R$ 2,94 B","- R$ 4,03 B",149
52,30/06/2011,"R$ 6,09 B","- R$ 1,88 B","- R$ 5,04 B","- R$ 826,28 M",149
53,31/03/2011,"R$ 1,19 B","- R$ 1,45 B","R$ 808,21 M","R$ 543,41 M",149
