,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"5,36%","4,19%","8,12%","6,34%","7,23%","4,10%","27,77%","21,65%","24,41%","31,79%","0,19","0,00","0,00","0,00"
1,31/03/2024,"9,82%","7,54%","14,88%","11,43%","11,53%","6,19%","33,05%","22,69%","29,42%","43,15%","0,27","0,00","0,00","0,00"
2,31/12/2023,"16,25%","12,41%","24,62%","18,81%","18,25%","9,19%","38,61%","24,54%","35,54%","48,77%","0,37","0,00","0,00","0,00"
3,30/09/2023,"15,27%","12,08%","23,14%","18,30%","16,53%","9,08%","42,68%","24,45%","37,35%","50,62%","0,37","1,67","0,67","0,65"
4,30/06/2023,"16,49%","12,87%","24,98%","19,50%","16,89%","8,34%","43,92%","23,81%","38,51%","51,54%","0,35","1,76","0,76","0,80"
5,31/03/2023,"15,02%","11,75%","22,75%","17,80%","14,46%","7,20%","42,24%","20,16%","36,90%","50,00%","0,36","1,86","0,86","0,86"
6,31/12/2022,"13,46%","10,50%","20,39%","15,91%","12,75%","6,13%","40,92%","17,76%","35,05%","48,71%","0,35","1,99","0,99","1,14"
7,30/09/2022,"10,78%","8,39%","16,34%","12,70%","7,80%","3,86%","29,76%","11,00%","28,60%","42,44%","0,35","1,82","0,82","1,36"
8,30/06/2022,"7,63%","5,94%","11,56%","9,01%","4,09%","1,93%","21,17%","5,63%","19,97%","33,35%","0,34","2,03","1,03","1,73"
9,31/03/2022,"7,11%","5,42%","10,77%","8,21%","2,94%","1,29%","19,03%","4,11%","17,77%","31,98%","0,31","2,01","1,01","2,20"
10,31/12/2021,"11,84%","7,25%","17,95%","10,99%","-0,46%","-0,15%","16,79%","-0,65%","15,31%","29,38%","0,24","2,08","1,08","2,80"
11,30/09/2021,"37,47%","39,51%","56,77%","59,87%","27,33%","11,24%","83,30%","37,38%","82,27%","95,52%","0,30","2,02","1,02","0,92"
12,30/06/2021,"42,35%","44,58%","64,17%","67,55%","28,91%","11,24%","94,85%","39,52%","93,49%","105,68%","0,28","2,12","1,12","0,86"
13,31/03/2021,"41,69%","43,78%","63,17%","66,33%","33,46%","12,54%","96,97%","43,24%","95,97%","106,71%","0,29","2,27","1,27","0,76"
14,31/12/2020,"48,44%","51,04%","73,40%","77,33%","45,26%","15,91%","97,03%","48,37%","95,99%","104,39%","0,33","2,99","1,99","-0,02"
15,30/09/2020,"15,57%","18,20%","23,59%","27,58%","13,03%","5,11%","42,25%","16,39%","38,02%","52,90%","0,31","2,43","1,43","0,01"
16,30/06/2020,"13,64%","15,90%","20,66%","24,09%","15,81%","6,14%","40,36%","20,06%","36,01%","51,51%","0,31","2,57","1,57","0,03"
17,31/03/2020,"15,80%","16,39%","23,94%","24,83%","17,27%","6,66%","41,94%","20,49%","37,37%","52,56%","0,33","2,67","1,67","0,27"
18,31/12/2019,"13,61%","14,13%","20,62%","21,41%","15,07%","5,51%","38,28%","17,82%","33,59%","49,58%","0,31","2,84","1,84","0,37"
19,30/09/2019,"15,74%","16,29%","23,84%","24,69%","19,03%","7,47%","45,68%","24,69%","41,29%","56,81%","0,30","2,55","1,55","0,22"
20,30/06/2019,"14,48%","14,92%","21,94%","22,61%","15,62%","6,08%","41,59%","20,12%","37,33%","52,42%","0,30","2,58","1,58","0,43"
21,31/03/2019,"13,41%","13,77%","20,32%","20,87%","14,57%","5,95%","40,17%","18,68%","36,08%","51,39%","0,32","2,59","1,59","0,65"
22,31/12/2018,"14,27%","14,67%","21,62%","22,22%","15,11%","5,67%","41,38%","19,40%","37,14%","53,30%","0,29","2,73","1,73","0,76"
23,30/09/2018,"8,90%","9,27%","13,49%","14,05%","7,86%","3,53%","29,02%","11,74%","26,08%","42,44%","0,30","2,55","1,55","0,94"
24,30/06/2018,"6,61%","7,10%","10,01%","10,75%","7,01%","3,56%","25,01%","10,78%","22,06%","39,00%","0,33","2,57","1,57","1,01"
25,31/03/2018,"7,86%","8,57%","11,91%","12,98%","10,61%","4,68%","28,21%","14,55%","24,33%","40,46%","0,32","2,45","1,45","1,11"
26,31/12/2017,"9,72%","10,68%","14,73%","16,18%","13,76%","5,56%","31,83%","16,78%","27,24%","42,67%","0,33","2,66","1,66","0,82"
27,30/09/2017,"11,75%","12,94%","17,80%","19,60%","16,43%","7,77%","42,38%","23,58%","37,56%","53,18%","0,33","2,23","1,23","0,63"
28,30/06/2017,"14,93%","16,49%","22,61%","24,99%","22,47%","10,75%","54,96%","30,80%","49,50%","65,05%","0,35","1,97","0,97","0,72"
