,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 25,86 M","- R$ 218,64 M","R$ 245,14 M","R$ 649,00 mil"
1,31/03/2024,"- R$ 5,36 M","- R$ 27,97 M","R$ 31,92 M","- R$ 1,41 M"
2,31/12/2023,"- R$ 15,15 M","- R$ 33,18 M","R$ 47,12 M","- R$ 1,21 M"
3,30/09/2023,"R$ 9,58 M","R$ 19,45 M","- R$ 26,00 M","R$ 3,03 M"
4,30/06/2023,"- R$ 14,53 M","- R$ 22,81 M","R$ 37,11 M","- R$ 232,00 mil"
5,31/03/2023,"- R$ 5,14 M","- R$ 137,00 mil","R$ 3,81 M","- R$ 1,46 M"
6,31/12/2022,"- R$ 20,33 M","- R$ 7,03 M","R$ 28,03 M","R$ 674,00 mil"
7,30/09/2022,"- R$ 18,62 M","R$ 666,00 mil","R$ 460,00 mil","- R$ 17,49 M"
8,30/06/2022,"R$ 115,74 M","- R$ 764,00 mil","- R$ 96,82 M","R$ 18,16 M"
9,31/03/2022,"- R$ 9,78 M","- R$ 564,00 mil","R$ 532,00 mil","- R$ 9,81 M"
10,31/12/2021,"R$ 27,75 M","- R$ 40,11 M","R$ 22,26 M","R$ 9,90 M"
11,30/09/2021,"- R$ 13,83 M","R$ 2,83 M","R$ 11,14 M","R$ 140,00 mil"
12,30/06/2021,"- R$ 3,13 M","R$ 57,00 mil","- R$ 61,66 M","- R$ 64,73 M"
13,31/03/2021,"R$ 96,89 M","- R$ 471,00 mil","- R$ 31,65 M","R$ 64,77 M"
14,31/12/2020,"- R$ 78,88 M","R$ 33,97 M","R$ 44,72 M","- R$ 191,00 mil"
15,30/09/2020,"- R$ 29,79 M","R$ 17,30 M","R$ 12,58 M","R$ 84,00 mil"
16,30/06/2020,"R$ 327,00 mil","R$ 1,62 M","- R$ 1,79 M","R$ 162,00 mil"
17,31/03/2020,"- R$ 1,96 M","R$ 2,42 M","- R$ 784,00 mil","- R$ 326,00 mil"
18,31/12/2019,"R$ 28,97 M","- R$ 34,33 M","R$ 4,80 M","- R$ 560,00 mil"
19,30/09/2019,"- R$ 45,53 M","R$ 3,59 M","R$ 42,57 M","R$ 635,00 mil"
20,30/06/2019,"- R$ 1,63 M","R$ 4,21 M","- R$ 2,81 M","- R$ 228,00 mil"
21,31/03/2019,"- R$ 3,18 M","R$ 928,00 mil","R$ 390,00 mil","- R$ 1,87 M"
22,31/12/2018,"- R$ 2,88 M","R$ 5,99 M","- R$ 2,63 M","R$ 481,00 mil"
23,30/09/2018,"- R$ 2,71 M","R$ 207,00 mil","R$ 3,24 M","R$ 741,00 mil"
24,30/06/2018,"- R$ 20,79 M","R$ 1,03 M","R$ 20,34 M","R$ 577,00 mil"
25,31/03/2018,"R$ 24,20 M","R$ 481,00 mil","- R$ 27,45 M","- R$ 2,77 M"
26,31/12/2017,"- R$ 14,89 M","R$ 16,10 M","R$ 1,18 M","R$ 2,38 M"
27,30/09/2017,"- R$ 2,46 M","- R$ 1,67 M","R$ 2,32 M","- R$ 1,81 M"
28,30/06/2017,"R$ 2,38 M","- R$ 1,08 M","R$ 266,00 mil","R$ 1,57 M"
29,31/03/2017,"R$ 1,91 M","- R$ 2,41 M","R$ 273,00 mil","- R$ 232,00 mil"
30,31/12/2016,"- R$ 241,50 M","R$ 252,97 M","- R$ 11,01 M","R$ 466,00 mil"
31,30/09/2016,"R$ 726,00 mil","- R$ 2,49 M","R$ 965,00 mil","- R$ 798,00 mil"
32,30/06/2016,"R$ 7,35 M","- R$ 4,65 M","- R$ 2,60 M","R$ 100,00 mil"
33,31/03/2016,"- R$ 2,27 M","- R$ 1,23 M","R$ 275,00 mil","- R$ 3,22 M"
34,31/12/2015,"R$ 231,36 M","- R$ 3,65 M","- R$ 230,20 M","- R$ 2,49 M"
35,30/09/2015,"R$ 32,21 M","- R$ 13,64 M","- R$ 13,76 M","R$ 4,81 M"
36,30/06/2015,"- R$ 59,06 M","R$ 55,96 M","- R$ 37,00 mil","- R$ 3,14 M"
37,31/03/2015,"R$ 2,73 M","- R$ 1,90 M","R$ 273,00 mil","R$ 1,10 M"
38,31/12/2014,"R$ 78,82 M","R$ 4,70 M","- R$ 92,02 M","- R$ 8,49 M"
39,30/09/2014,"- R$ 22,10 M","- R$ 3,69 M","- R$ 12,69 M","- R$ 38,49 M"
40,30/06/2014,"R$ 79,00 M","R$ 27,53 M","- R$ 112,10 M","- R$ 5,57 M"
41,31/03/2014,"- R$ 39,47 M","R$ 133,32 M","- R$ 133,50 M","- R$ 39,65 M"
42,31/12/2013,"R$ 252,06 M","- R$ 85,27 M","- R$ 136,16 M","R$ 30,63 M"
43,30/09/2013,"- R$ 1,04 M","- R$ 15,83 M","R$ 31,49 M","R$ 14,62 M"
44,30/06/2013,"R$ 32,79 M","- R$ 32,62 M","- R$ 6,90 M","- R$ 6,73 M"
45,31/03/2013,"R$ 16,61 M","- R$ 27,35 M","- R$ 5,66 M","- R$ 16,39 M"
46,31/12/2012,"- R$ 25,33 M","R$ 18,57 M","- R$ 1,18 M","- R$ 7,95 M"
47,30/09/2012,"R$ 18,00 M","- R$ 30,00 M","R$ 31,53 M","R$ 19,53 M"
48,30/06/2012,"R$ 302,61 M","- R$ 439,75 M","R$ 104,48 M","- R$ 32,67 M"
49,31/03/2012,"- R$ 62,42 M","- R$ 31,66 M","- R$ 6,48 M","- R$ 100,56 M"
50,31/12/2011,"R$ 177,59 M","- R$ 151,98 M","R$ 106,51 M","R$ 132,12 M"
51,30/09/2011,"R$ 79,52 M","- R$ 20,89 M","- R$ 22,60 M","R$ 36,03 M"
52,30/06/2011,"- R$ 33,01 M","- R$ 25,28 M","R$ 26,24 M","- R$ 32,06 M"
53,31/03/2011,"- R$ 48,43 M","- R$ 183,91 M","R$ 183,60 M","- R$ 48,74 M"
