,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 19/09/2024,"8,89","-0,58","1,08","4,76","0,47","R$ 19,40 M","0,00%",308
1,30/06/2024,"8,96","-0,59","1,09","4,80","0,47","R$ 19,79 M","0,00%",308
2,31/03/2024,"7,96","-0,56","1,08","4,42","0,47","R$ 19,52 M","0,00%",308
3,31/12/2023,"13,12","-0,61","1,13","5,79","0,53","R$ 20,31 M","0,00%",308
4,30/09/2023,"4,60","-0,60","1,15","8,90","0,56","R$ 20,31 M","0,00%",308
5,30/06/2023,"4,60","-0,63","1,19","12,21","0,59","R$ 22,73 M","0,00%",308
6,31/03/2023,"4,28","-0,46","0,89","13,88","0,44","R$ 16,66 M","0,00%",308
7,31/12/2022,"3,67","-0,36","0,72","37,58","0,34","R$ 14,64 M","0,00%",308
8,30/09/2022,"9,48","-0,54","1,19","14,34","0,57","R$ 21,06 M","0,00%",308
9,30/06/2022,"7,30","-0,52","1,03","13,84","0,55","R$ 20,90 M","0,00%",308
10,31/03/2022,"6,50","-0,61","1,08","8,51","0,64","R$ 25,07 M","0,00%",308
11,31/12/2021,"13,02","-1,69","2,51","18,35","1,73","R$ 49,82 M","0,00%",308
12,30/09/2021,"4,90","-0,74","1,09","17,45","0,78","R$ 31,14 M","0,00%",308
13,30/06/2021,"4,70","-0,68","1,05","-212,58","0,73","R$ 37,13 M","0,00%",308
14,31/03/2021,"4,99","-0,62","1,12","-47,93","0,69","R$ 35,30 M","0,00%",308
15,31/12/2020,"6,49","-0,52","1,21","-62,02","0,61","R$ 26,81 M","0,00%",308
16,30/09/2020,"7,74","-0,49","1,48","63,09","0,63","R$ 27,09 M","0,00%",308
17,30/06/2020,"10,26","-0,48","1,72","10,04","0,66","R$ 26,85 M","0,00%",308
18,31/03/2020,"14,71","-0,52","1,75","5,86","0,71","R$ 27,69 M","0,00%",308
19,31/12/2019,"18,20","-0,60","1,94","19,69","0,81","R$ 28,60 M","0,00%",308
20,30/09/2019,"21,06","-0,47","1,61","43,77","0,66","R$ 25,03 M","0,00%",308
21,30/06/2019,"43,91","-0,85","2,94","-41,92","1,23","R$ 39,11 M","0,00%",308
