,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 125,68 M","- R$ 15,70 M","- R$ 106,06 M","R$ 3,92 M"
1,31/03/2024,"R$ 167,95 M","- R$ 45,71 M","- R$ 73,53 M","R$ 48,71 M"
2,31/12/2023,"R$ 141,03 M","R$ 27,18 M","- R$ 16,23 M","R$ 151,98 M"
3,30/09/2023,"- R$ 3,85 M","- R$ 44,30 M","R$ 39,21 M","- R$ 8,94 M"
4,30/06/2023,"R$ 37,61 M","R$ 22,02 M","- R$ 102,63 M","- R$ 43,00 M"
5,31/03/2023,"R$ 26,68 M","- R$ 42,71 M","- R$ 22,55 M","- R$ 38,57 M"
6,31/12/2022,"R$ 88,93 M","- R$ 3,48 M","- R$ 27,08 M","R$ 58,37 M"
7,30/09/2022,"- R$ 13,11 M","- R$ 35,00 M","- R$ 15,16 M","- R$ 63,27 M"
8,30/06/2022,"R$ 16,78 M","R$ 36,93 M","- R$ 135,14 M","- R$ 81,43 M"
9,31/03/2022,"- R$ 29,29 M","- R$ 30,90 M","- R$ 19,02 M","- R$ 79,22 M"
10,31/12/2021,"R$ 5,16 M","- R$ 47,59 M","- R$ 19,11 M","- R$ 61,54 M"
11,30/09/2021,"R$ 79,97 M","- R$ 42,31 M","- R$ 11,70 M","R$ 25,96 M"
12,30/06/2021,"R$ 109,50 M","- R$ 74,48 M","- R$ 39,78 M","- R$ 4,76 M"
13,31/03/2021,"R$ 25,14 M","- R$ 43,21 M","- R$ 93,33 M","- R$ 111,39 M"
14,31/12/2020,"R$ 67,31 M","- R$ 138,74 M","R$ 29,34 M","- R$ 42,10 M"
15,30/09/2020,"R$ 34,59 M","- R$ 104,21 M","R$ 4,36 M","- R$ 65,26 M"
16,30/06/2020,"R$ 112,57 M","- R$ 12,18 M","R$ 11,50 M","R$ 111,89 M"
17,31/03/2020,"R$ 37,63 M","- R$ 14,19 M","R$ 13,50 M","R$ 36,94 M"
18,31/12/2019,"- R$ 18,47 M","- R$ 7,49 M","R$ 374,10 M","R$ 348,14 M"
19,30/09/2019,"R$ 83,98 M","- R$ 17,26 M","- R$ 9,91 M","R$ 56,81 M"
20,30/06/2019,"R$ 27,60 M","- R$ 4,89 M","R$ 13,12 M","R$ 35,83 M"
