,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 656,32 M","R$ 451,76 M","R$ 223,90 M","- R$ 40,92 M","R$ 264,82 M","R$ 210,96 M","R$ 0,89"
1,31/03/2024,"R$ 444,59 M","R$ 302,99 M","R$ 41,35 M","- R$ 38,78 M","R$ 80,13 M","R$ 35,81 M","R$ 0,15"
2,31/12/2023,"R$ 778,13 M","R$ 544,39 M","R$ 188,96 M","- R$ 36,14 M","R$ 225,09 M","R$ 144,15 M","R$ 0,61"
3,30/09/2023,"R$ 457,31 M","R$ 309,04 M","R$ 87,22 M","- R$ 33,88 M","R$ 121,10 M","R$ 76,54 M","R$ 0,32"
4,30/06/2023,"R$ 559,91 M","R$ 390,10 M","R$ 126,24 M","- R$ 32,18 M","R$ 158,42 M","R$ 109,98 M","R$ 0,47"
5,31/03/2023,"R$ 391,63 M","R$ 272,59 M","R$ 48,23 M","- R$ 31,89 M","R$ 80,12 M","R$ 38,57 M","R$ 0,16"
6,31/12/2022,"R$ 644,05 M","R$ 456,13 M","R$ 180,24 M","- R$ 30,45 M","R$ 210,69 M","R$ 157,75 M","R$ 0,67"
7,30/09/2022,"R$ 392,88 M","R$ 268,82 M","R$ 63,15 M","- R$ 31,37 M","R$ 94,52 M","R$ 68,13 M","R$ 0,29"
8,30/06/2022,"R$ 469,39 M","R$ 317,11 M","R$ 88,49 M","- R$ 25,71 M","R$ 114,20 M","R$ 89,05 M","R$ 0,38"
9,31/03/2022,"R$ 337,42 M","R$ 228,15 M","R$ 44,50 M","- R$ 26,41 M","R$ 70,91 M","R$ 45,92 M","R$ 0,19"
10,31/12/2021,"R$ 549,45 M","R$ 374,15 M","R$ 132,30 M","- R$ 20,81 M","R$ 153,10 M","R$ 127,13 M","R$ 0,54"
11,30/09/2021,"R$ 337,21 M","R$ 228,43 M","R$ 66,08 M","- R$ 17,59 M","R$ 83,67 M","R$ 86,26 M","R$ 0,37"
12,30/06/2021,"R$ 246,21 M","R$ 246,21 M","R$ 87,25 M","- R$ 17,49 M","R$ 104,74 M","R$ 81,19 M","R$ 0,34"
13,31/03/2021,"R$ 217,73 M","R$ 142,69 M","R$ 9,05 M","- R$ 15,94 M","R$ 25,00 M","R$ 3,91 M","R$ 0,02"
14,31/12/2020,"R$ 461,04 M","R$ 318,20 M","R$ 130,95 M","- R$ 14,88 M","R$ 145,83 M","R$ 93,18 M","R$ 0,39"
15,30/09/2020,"R$ 242,63 M","R$ 169,29 M","R$ 47,93 M","- R$ 15,65 M","R$ 63,58 M","R$ 36,15 M","R$ 0,15"
16,30/06/2020,"R$ 137,65 M","R$ 92,92 M","- R$ 1,77 M","- R$ 14,29 M","R$ 12,52 M","- R$ 1,67 M","- R$ 0,01"
17,31/03/2020,"R$ 206,23 M","R$ 137,07 M","R$ 27,97 M","- R$ 13,46 M","R$ 41,42 M","R$ 19,01 M","R$ 0,08"
18,31/12/2019,"R$ 407,28 M","R$ 296,22 M","R$ 107,57 M","- R$ 14,45 M","R$ 122,02 M","R$ 92,65 M","R$ 0,39"
19,30/09/2019,"R$ 240,33 M","R$ 163,06 M","R$ 52,34 M","- R$ 14,68 M","R$ 200,04 M","R$ 39,57 M","R$ 0,18"
20,30/06/2019,"R$ 102,06 M","R$ 74,51 M","R$ 133,02 M","- R$ 3,70 M","R$ 136,72 M","R$ 125,75 M","R$ 0,19"
