,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,VIVARA S.A.,VIVARA PARTICIPAÇOES S.A,ATIVO,FASE OPERACIONAL,Novo Mercado,Participação em outras sociedades. na qualidade de quotistas. ou acionistas; holding de instituições não-financeiras; e agente de propriedade intelectual.,"R$ 180,98 M",Consumo Cíclico,Tecidos. Vestuário e Calçados,Acessórios,"IBOVESPA, IBRA, IBRX, ICON, IGC, IGCT, IGNM, INDX, ITAG, IVBX, SMLL"
