,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 7,12 M","- R$ 138,11 M","R$ 132,06 M","R$ 1,06 M",380
1,31/03/2024,"R$ 12,87 M","- R$ 93,71 M","R$ 96,23 M","R$ 15,39 M",380
2,31/12/2023,"R$ 30,77 M","R$ 20,71 M","- R$ 55,87 M","- R$ 4,38 M",380
3,30/09/2023,"R$ 90,40 M","- R$ 26,38 M","- R$ 88,30 M","- R$ 24,28 M",380
4,30/06/2023,"R$ 144,60 M","- R$ 43,66 M","- R$ 102,26 M","- R$ 1,32 M",380
5,31/03/2023,"R$ 165,86 M","- R$ 70,93 M","- R$ 99,02 M","- R$ 4,10 M",380
6,31/12/2022,"R$ 178,71 M","- R$ 58,07 M","- R$ 124,01 M","- R$ 3,37 M",380
7,30/09/2022,"R$ 100,76 M","R$ 32,76 M","- R$ 137,82 M","- R$ 4,30 M",380
8,30/06/2022,"R$ 57,25 M","R$ 121,38 M","- R$ 209,47 M","- R$ 30,83 M",380
9,31/03/2022,"R$ 31,38 M","R$ 184,11 M","- R$ 225,51 M","- R$ 10,02 M",380
10,31/12/2021,"- R$ 54,25 M","R$ 204,02 M","- R$ 159,86 M","- R$ 10,09 M",380
11,30/09/2021,"- R$ 69,77 M","- R$ 91,10 M","R$ 161,68 M","R$ 815,00 mil",380
12,30/06/2021,"- R$ 71,77 M","- R$ 187,63 M","R$ 265,28 M","R$ 5,89 M",380
13,31/03/2021,"- R$ 113,17 M","- R$ 218,09 M","R$ 333,77 M","R$ 2,51 M",380
14,31/12/2020,"- R$ 63,42 M","- R$ 293,96 M","R$ 355,52 M","- R$ 1,86 M",380
15,30/09/2020,"- R$ 113,31 M","- R$ 154,29 M","R$ 287,54 M","R$ 19,94 M",380
16,30/06/2020,"- R$ 76,41 M","- R$ 119,01 M","R$ 217,26 M","R$ 21,84 M",380
17,31/03/2020,"- R$ 79,01 M","- R$ 117,94 M","R$ 191,72 M","- R$ 5,23 M",380
18,31/12/2019,"- R$ 93,39 M","- R$ 106,55 M","R$ 209,72 M","R$ 9,78 M",380
