,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 20/09/2024,"27,44","2,47","0,00","-13,69","2,42","R$ 558,83 M","0,82%",403
1,30/06/2024,,,,,,,"0,82%",403
2,31/03/2024,,,,,,,"0,80%",403
3,31/12/2023,"35,79","3,15","0,00","-40,27","2,99","R$ 684,72 M","4,24%",403
4,30/09/2023,,,,,,,"3,52%",403
5,30/06/2023,,,,,,,"3,38%",403
6,31/03/2023,"30,92","3,64","0,00","54,98","3,36","R$ 835,31 M","3,47%",403
7,31/12/2022,"30,36","3,75","0,00","53,56","3,15","R$ 824,13 M","2,59%",403
8,30/09/2022,"33.929,72","3.828,88","0,00","37.565,22","3.233,17","R$ 823,54 B","2,60%",403
9,30/06/2022,"31,37","3,70","0,00","22,35","3,14","R$ 767,01 M","2,79%",403
10,31/03/2022,"28,83","3,29","0,00","22,35","2,78","R$ 739,37 M","3,39%",403
11,31/12/2021,"34,04","3,53","0,00","23,33","2,99","R$ 750,54 M","3,17%",403
12,30/09/2021,"23,01","3,13","0,00","35,46","2,71","R$ 647,02 M","3,68%",403
13,30/06/2021,"30,53","3,85","0,00","41,76","3,34","R$ 788,19 M","3,02%",403
14,31/03/2021,"35,06","3,93","0,00","-883,56","3,25","R$ 823,48 M","2,44%",403
15,31/12/2020,"17,87","3,97","0,00","5.088,11","3,26","R$ 809,01 M","0,00%",403
16,30/09/2020,"26,69","4,36","0,00","12.616,46","3,80","R$ 870,54 M","0,00%",403
17,30/06/2020,"30,01","4,87","0,00","185,29","4,22","R$ 965,94 M","0,00%",403
18,31/03/2020,"34,26","4,83","0,00","30,54","4,22","R$ 908,18 M","0,00%",403
19,31/12/2019,"-380,79","5,15","0,00","30,79","3,91","R$ 908,18 M","0,00%",403
20,30/09/2019,"-441.797,02","5,15","0,00","18,18","3,99","R$ 883,59 M","2,87%",403
21,30/06/2019,"110,08","4,23","0,00","63,25","3,32","R$ 717,60 M","10,06%",403
22,31/03/2019,"50,07","3,44","0,00","23,98","2,77","R$ 648,78 M","11,13%",403
23,31/12/2018,"48,77","3,43","0,00","23,74","2,80","R$ 642,55 M","13,73%",403
24,30/09/2018,"17,91","3,91","0,00","103,76","3,02","R$ 682,31 M","12,93%",403
25,30/06/2018,"18,65","3,10","0,00","15,44","2,46","R$ 635,02 M","6,52%",403
26,31/03/2018,"19,67","3,18","0,00","44,75","2,59","R$ 634,08 M","6,53%",403
27,31/12/2017,"17,09","3,33","0,00","103,46","2,75","R$ 670,43 M","1,31%",403
28,30/09/2017,"58,87","2,94","0,00","50,05","2,62","R$ 599,96 M","1,47%",403
29,30/06/2017,"17,94","3,37","0,00","65,80","3,01","R$ 670,43 M","1,31%",403
30,31/03/2017,"19,00","3,52","0,00","1.079,43","3,02","R$ 694,08 M","1,27%",403
31,31/12/2016,"19,22","3,62","0,00","110,96","3,09","R$ 682,31 M","1,29%",403
32,30/09/2016,"18,96","3,33","0,00","-221,35","2,95","R$ 647,02 M","0,86%",403
33,30/06/2016,"99,66","4,19","0,00","62,22","3,66","R$ 647,02 M","0,86%",403
34,31/03/2016,"121,14","4,21","0,00","40,02","3,56","R$ 639,96 M","0,87%",403
35,31/12/2015,"110,73","4,05","0,00","-64,43","3,40","R$ 587,96 M","0,95%",403
36,30/09/2015,"107,68","3,86","0,00","90,09","3,57","R$ 575,14 M","0,00%",403
37,30/06/2015,"65,74","3,59","0,00","-12,10","3,26","R$ 587,49 M","0,00%",403
38,31/03/2015,"75,77","4,01","0,00","-12,65","3,65","R$ 594,08 M","0,00%",403
39,31/12/2014,"-199,40","4,17","0,00","-16,80","3,82","R$ 587,02 M","0,00%",403
40,30/09/2014,"-117,81","4,11","0,00","-14,96","3,75","R$ 586,32 M","0,56%",403
41,30/06/2014,"-67,57","4,09","0,00","149,04","3,71","R$ 586,32 M","0,56%",403
42,30/03/2014,"-73,69","4,19","0,00","183,23","3,81","R$ 582,32 M","0,57%",403
43,31/12/2013,"173,15","4,10","0,00","308,43","3,82","R$ 582,32 M","0,57%",403
44,30/09/2013,"140,68","4,02","0,00","-7.991,35","3,77","R$ 575,38 M","2,25%",403
45,30/06/2013,"144,38","4,21","0,00","-981,66","3,97","R$ 581,14 M","2,23%",403
46,31/03/2013,"101,73","3,82","0,00","1.215,29","3,45","R$ 588,20 M","2,21%",403
47,31/12/2012,"43,14","3,56","0,00","932,35","3,14","R$ 575,26 M","2,26%",403
48,30/09/2012,"45,94","3,40","0,00","92,05","3,03","R$ 582,32 M","3,94%",403
49,30/06/2012,"29,55","3,27","0,00","77,84","2,84","R$ 587,49 M","3,90%",403
50,31/03/2012,"18,38","2,72","0,00","137,35","2,26","R$ 587,02 M","3,90%",403
51,31/12/2011,"25,56","2,99","0,00","135,52","2,49","R$ 604,67 M","5,66%",403
52,30/09/2011,"22,66","2,99","0,00","-29,59","2,63","R$ 571,14 M","1,98%",403
53,30/06/2011,"21,78","3,00","0,00","-368,75","2,58","R$ 571,19 M","1,98%",403
54,31/03/2011,"42,73","2,94","0,00","5.238,75","2,46","R$ 555,31 M","2,04%",403
55,31/12/2010,"23,78","3,08","0,00","-4.766,85","2,62","R$ 552,96 M","2,05%",403
56,30/09/2010,"22,33","3,85","0,00","27,70","3,83","R$ 547,03 M","0,14%",403
57,30/06/2010,"26,41","3,60","0,00","-75,22","3,56","R$ 471,71 M","0,14%",403
58,31/03/2010,"26,62","3,72","0,00","485,56","3,66","R$ 483,14 M","0,14%",403
59,31/12/2009,"43,15","4,02","0,00","327,09","3,94","R$ 476,90 M","0,14%",403
60,30/09/2009,"43,36","3,94","0,00","-59,19","3,90","R$ 466,51 M","2,23%",403
61,30/06/2009,"35,05","4,00","0,00","58,50","3,95","R$ 449,89 M","2,31%",403
62,31/03/2009,"35,23","3,98","0,00","30,80","3,61","R$ 441,58 M","2,36%",403
63,31/12/2008,"41,41","3,72","0,00","30,56","2,20","R$ 441,58 M","2,36%",403
64,30/09/2008,"30,33","3,21","0,00",,"2,06","R$ 410,41 M","0,00%",403
65,30/06/2008,"27,48","3,61","0,00",,"2,28","R$ 438,46 M","0,00%",403
66,31/03/2008,"24,39","3,62","0,00",,"2,28","R$ 436,38 M","0,00%",403
67,31/12/2007,"29,69","4,05","0,00",,"2,50","R$ 477,94 M","0,00%",403
68,30/09/2007,"29,74","3,26","0,00",,"1,85","R$ 374,28 M","0,00%",403
69,30/06/2007,"60,12","3,09","0,00",,"1,70","R$ 327,31 M","0,00%",403
70,31/03/2007,"81,49","2,68","0,00",,"1,45","R$ 275,36 M","0,00%",403
71,31/12/2006,"88,97","2,44","0,00",,"1,33","R$ 249,38 M","0,00%",403
72,30/09/2006,"165,52","1,87","0,00",,"1,01","R$ 187,04 M","0,00%",403
73,30/06/2006,"1.064,12","1,80","0,00",,"0,97","R$ 176,64 M","0,00%",403
74,31/03/2006,"-269,74","1,92","0,00",,"1,04","R$ 186,93 M","0,00%",403
75,31/12/2005,"-121,71","1,93","0,00",,"1,04","R$ 187,55 M","0,00%",403
76,30/09/2005,"566,77","1,89","0,00",,"1,03","R$ 187,04 M","0,00%",403
77,30/06/2005,"-355,93","1,46","0,00",,"0,79","R$ 143,08 M","0,00%",403
78,31/03/2005,"141,69","1,43","0,00",,"0,78","R$ 140,28 M","0,00%",403
79,31/12/2004,"73,15","1,20","0,00",,"0,66","R$ 118,35 M","0,00%",403
80,30/09/2004,"14,85","0,86","2.575,67",,"0,49","R$ 85,00 M","0,00%",403
81,30/06/2004,"21,86","0,90","277,74",,"0,51","R$ 88,32 M","0,00%",403
82,31/03/2004,"43,17","0,89","-378,88",,"0,50","R$ 86,76 M","0,00%",403
83,31/12/2003,"32,52","0,97","278,93",,"0,55","R$ 94,56 M","0,00%",403
84,30/09/2003,"16,46","0,82","171,24",,"0,46","R$ 76,37 M","0,00%",403
85,30/06/2003,"2,02","0,13","28,38",,"0,07","R$ 11,95 M","0,00%",403
86,31/03/2003,"2,15","0,14","10,37",,"0,08","R$ 12,47 M","0,00%",403
87,31/12/2002,"3,14","0,16","16,22",,"0,08","R$ 12,26 M","0,00%",403
88,30/09/2002,"-4,08","0,23","10,92",,"0,12","R$ 15,07 M","0,00%",403
89,30/06/2002,"-2,70","0,22","15,53",,"0,11","R$ 13,20 M","0,00%",403
90,31/03/2002,"-2,82","0,27","26,86",,"0,14","R$ 15,07 M","0,00%",403
91,31/12/2001,"-5,57","0,49","53,60",,"0,24","R$ 25,35 M","0,00%",403
92,30/09/2001,"12,11","0,47","-61,52",,"0,22","R$ 23,38 M","0,00%",403
93,31/03/2001,"157,99","0,56","-491,20",,"0,25","R$ 27,02 M","0,00%",403
94,31/12/2000,"-11,25","0,75","-408,63",,"0,33","R$ 36,37 M","0,00%",403
95,30/09/2000,"-3,07","0,82","0,00",,"0,31","R$ 32,21 M","0,00%",403
96,30/06/2000,"-4,15","1,17","0,00",,"0,43","R$ 44,68 M","0,00%",403
97,31/03/2000,"-3,55","1,20","0,00",,"0,42","R$ 43,02 M","0,00%",403
