,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 4,88 M","R$ 0,00","- R$ 4,55 M","R$ 332,00 mil",403
1,31/03/2024,"- R$ 13,00 mil","R$ 2,00 mil","R$ 0,00","- R$ 11,00 mil",403
2,31/12/2023,"- R$ 3,00 mil","R$ 9,00 mil","R$ 0,00","R$ 6,00 mil",403
3,30/09/2023,"- R$ 45,68 M","R$ 44,70 M","R$ 0,00","- R$ 976,00 mil",403
4,30/06/2023,"R$ 28,82 M","- R$ 1.000,00","- R$ 27,86 M","R$ 953,00 mil",403
5,31/03/2023,"- R$ 143,00 mil","R$ 0,00","R$ 0,00","- R$ 143,00 mil",403
6,31/12/2022,"- R$ 2,32 M","- R$ 5,00 mil","R$ 1,83 M","- R$ 496,00 mil",403
7,30/09/2022,"- R$ 3,70 M","R$ 4,00 mil","R$ 0,00","- R$ 3,69 M",403
8,30/06/2022,"R$ 21,36 M","- R$ 2,00 mil","- R$ 20,76 M","R$ 595,00 mil",403
9,31/03/2022,"R$ 49,00 mil","R$ 2,00 mil","R$ 0,00","R$ 51,00 mil",403
10,31/12/2021,"R$ 13,92 M","- R$ 12,16 M","R$ 0,00","R$ 1,76 M",403
11,30/09/2021,"- R$ 1,01 M","- R$ 4,19 M","R$ 6,01 M","R$ 813,00 mil",403
12,30/06/2021,"R$ 20,12 M","R$ 1.000,00","- R$ 18,95 M","R$ 1,17 M",403
13,31/03/2021,"- R$ 857,00 mil","R$ 739,00 mil","R$ 0,00","- R$ 118,00 mil",403
14,31/12/2020,"- R$ 6,00 mil","R$ 0,00","R$ 0,00","- R$ 6,00 mil",403
15,30/09/2020,"- R$ 385,00 mil","R$ 0,00","R$ 0,00","- R$ 385,00 mil",403
16,30/06/2020,"R$ 316,00 mil","R$ 0,00","R$ 0,00","R$ 316,00 mil",403
17,31/03/2020,"R$ 234,00 mil","R$ 0,00","R$ 0,00","R$ 234,00 mil",403
18,31/12/2019,"- R$ 96,00 mil","R$ 0,00","R$ 82,00 mil","- R$ 14,00 mil",403
19,30/09/2019,"R$ 4,76 M","R$ 20,13 M","- R$ 24,86 M","R$ 25,00 mil",403
20,30/06/2019,"R$ 24,84 M","- R$ 24,86 M","R$ 0,00","- R$ 20,00 mil",403
21,31/03/2019,"- R$ 5,00 mil","R$ 0,00","R$ 0,00","- R$ 5,00 mil",403
22,31/12/2018,"R$ 14,64 M","- R$ 7,95 M","R$ 0,00","R$ 6,69 M",403
23,30/09/2018,"- R$ 34,43 M","R$ 79,33 M","- R$ 46,83 M","- R$ 1,93 M",403
24,30/06/2018,"R$ 30,18 M","R$ 0,00","- R$ 40,55 M","- R$ 10,38 M",403
25,31/03/2018,"R$ 16,68 M","R$ 0,00","R$ 0,00","R$ 16,68 M",403
26,31/12/2017,"- R$ 5,86 M","R$ 3,36 M","R$ 0,00","- R$ 2,49 M",403
27,30/09/2017,"R$ 119,00 mil","R$ 0,00","R$ 0,00","R$ 119,00 mil",403
28,30/06/2017,"R$ 3,23 M","R$ 0,00","- R$ 8,47 M","- R$ 5,24 M",403
29,31/03/2017,"R$ 8,99 M","- R$ 9,00 mil","R$ 0,00","R$ 8,98 M",403
30,31/12/2016,"- R$ 348,00 mil","- R$ 11,00 mil","R$ 0,00","- R$ 359,00 mil",403
31,30/09/2016,"- R$ 1,68 M","R$ 0,00","R$ 0,00","- R$ 1,68 M",403
32,30/06/2016,"- R$ 6,32 M","- R$ 5,79 M","- R$ 5,23 M","- R$ 17,34 M",403
33,31/03/2016,"R$ 14,49 M","R$ 0,00","R$ 0,00","R$ 14,49 M",403
34,31/12/2015,"- R$ 9,42 M","R$ 0,00","R$ 0,00","- R$ 9,42 M",403
35,30/09/2015,"R$ 11,64 M","R$ 1.000,00","R$ 0,00","R$ 11,64 M",403
36,30/06/2015,"- R$ 725,00 mil","- R$ 1.000,00","R$ 0,00","- R$ 726,00 mil",403
37,31/03/2015,"- R$ 10,62 M","- R$ 15,00 mil","R$ 0,00","- R$ 10,64 M",403
38,31/12/2014,"R$ 6,09 M","- R$ 41,00 mil","R$ 1.000,00","R$ 6,05 M",403
39,30/09/2014,"- R$ 43,04 M","- R$ 1,78 M","R$ 0,00","- R$ 44,82 M",403
40,30/06/2014,"R$ 609,00 mil","R$ 260,00 mil","- R$ 3,20 M","- R$ 2,33 M",403
41,30/03/2014,"R$ 1,40 M","- R$ 6,00 mil","R$ 0,00","R$ 1,40 M",403
42,31/12/2013,"R$ 1,83 M","- R$ 571,00 mil","R$ 0,00","R$ 1,25 M",403
43,30/09/2013,"R$ 97,00 mil","R$ 746,00 mil","R$ 7,00 mil","R$ 850,00 mil",403
44,30/06/2013,"- R$ 147,00 mil","R$ 1,14 M","- R$ 12,78 M","- R$ 11,78 M",403
