,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 9,44 B","R$ 2,50 B","R$ 2,03 B","- R$ 337,78 M","R$ 2,37 B","R$ 1,69 B","R$ 0,59",24
1,31/03/2024,"R$ 9,06 B","R$ 2,03 B","R$ 1,68 B","- R$ 328,54 M","R$ 2,01 B","R$ 1,15 B","R$ 0,52",24
2,31/12/2023,"R$ 9,96 B","R$ 2,24 B","R$ 2,10 B","- R$ 351,45 M","R$ 2,45 B","R$ 1,89 B","R$ 0,86",24
3,30/09/2023,"R$ 9,43 B","R$ 2,04 B","R$ 1,69 B","- R$ 316,69 M","R$ 2,01 B","R$ 1,24 B","R$ 0,56",24
4,30/06/2023,"R$ 8,82 B","R$ 2,02 B","R$ 1,58 B","- R$ 303,26 M","R$ 1,88 B","R$ 1,24 B","R$ 0,57",24
5,31/03/2023,"R$ 8,65 B","R$ 2,08 B","R$ 1,86 B","- R$ 302,67 M","R$ 2,16 B","R$ 1,40 B","R$ 0,63",24
6,31/12/2022,"R$ 9,75 B","R$ 1,94 B","R$ 1,66 B","- R$ 312,55 M","R$ 1,97 B","R$ 1,41 B","R$ 0,64",24
7,30/09/2022,"R$ 9,22 B","R$ 1,65 B","R$ 1,50 B","- R$ 297,61 M","R$ 2,63 B","R$ 1,18 B","R$ 0,54",24
8,30/06/2022,"R$ 8,21 B","R$ 423,82 M","R$ 65,67 M","- R$ 288,02 M","R$ 353,69 M","R$ 49,52 M","R$ 0,02",24
9,31/03/2022,"R$ 7,85 B","R$ 1,97 B","R$ 1,63 B","- R$ 283,91 M","R$ 1,92 B","R$ 1,46 B","R$ 0,86",24
10,31/12/2021,"R$ 9,66 B","R$ 1,81 B","R$ 1,37 B","- R$ 285,63 M","R$ 1,65 B","R$ 3,75 B","R$ 2,22",24
11,30/09/2021,"R$ 9,52 B","R$ 1,67 B","R$ 1,63 B","- R$ 283,32 M","R$ 1,91 B","R$ 0,00","R$ 0,00",24
12,30/06/2021,"R$ 7,35 B","R$ 1,46 B","R$ 2,35 B","- R$ 241,73 M","R$ 2,59 B","R$ 1,95 B","R$ 1,15",24
13,31/03/2021,"R$ 7,11 B","R$ 1,78 B","R$ 1,61 B","- R$ 238,43 M","R$ 1,85 B","R$ 422,03 M","R$ 0,25",24
14,31/12/2020,"R$ 6,86 B","R$ 980,61 M","R$ 1,40 B","- R$ 255,52 M","R$ 1,65 B","R$ 1,33 B","R$ 0,88",24
15,30/09/2020,"R$ 6,37 B","R$ 1,45 B","R$ 1,18 B","- R$ 245,09 M","R$ 1,42 B","R$ 545,06 M","R$ 0,36",24
16,30/06/2020,"R$ 5,93 B","R$ 1,42 B","R$ 1,56 B","- R$ 245,70 M","R$ 1,81 B","R$ 1,04 B","R$ 0,72",24
17,31/03/2020,"R$ 6,06 B","R$ 1,53 B","R$ 565,47 M","- R$ 242,75 M","R$ 808,22 M","- R$ 57,12 M","- R$ 0,04",24
18,31/12/2019,"R$ 6,39 B","R$ 1,32 B","R$ 673,52 M","- R$ 234,91 M","R$ 908,44 M","R$ 497,53 M","R$ 0,34",24
19,30/09/2019,"R$ 6,07 B","R$ 176,91 M","- R$ 357,81 M","- R$ 244,02 M","- R$ 113,79 M","- R$ 281,99 M","- R$ 0,19",24
20,30/06/2019,"R$ 7,02 B","R$ 2,60 B","R$ 1,56 B","- R$ 248,40 M","R$ 1,81 B","R$ 2,11 B","R$ 1,45",24
21,31/03/2019,"R$ 5,91 B","R$ 1,70 B","R$ 1,23 B","- R$ 230,90 M","R$ 1,46 B","R$ 797,08 M","R$ 0,55",24
22,31/12/2018,"R$ 5,47 B","R$ 1,13 B","R$ 357,85 M","- R$ 215,49 M","R$ 573,34 M","R$ 1,00 B","R$ 0,69",24
23,30/09/2018,"R$ 6,25 B","R$ 1,13 B","R$ 680,23 M","- R$ 207,80 M","R$ 888,04 M","R$ 244,32 M","R$ 0,17",24
24,30/06/2018,"R$ 5,61 B","R$ 1,12 B","R$ 663,80 M","- R$ 198,31 M","R$ 862,11 M","- R$ 11,04 M","- R$ 0,01",24
25,31/03/2018,"R$ 4,94 B","R$ 1,21 B","R$ 794,01 M","- R$ 212,99 M","R$ 1,01 B","R$ 464,45 M","R$ 0,37",24
26,31/12/2017,"R$ 6,56 B","R$ 1,46 B","R$ 1,32 B","- R$ 232,99 M","R$ 1,55 B","R$ 604,20 M","R$ 0,48",24
27,30/09/2017,"R$ 5,14 B","R$ 442,71 M","- R$ 105,41 M","- R$ 205,98 M","R$ 100,57 M","- R$ 83,83 M","- R$ 0,07",24
28,30/06/2017,"R$ 5,21 B","R$ 940,89 M","R$ 530,21 M","- R$ 209,44 M","R$ 739,64 M","R$ 137,98 M","R$ 0,11",24
29,31/03/2017,"R$ 4,81 B","R$ 1,38 B","R$ 898,87 M","- R$ 201,37 M","R$ 1,10 B","R$ 342,60 M","R$ 0,27",24
30,31/12/2016,"R$ 4,67 B","R$ 934,98 M","- R$ 112,94 M","- R$ 233,09 M","R$ 120,16 M","- R$ 306,23 M","- R$ 0,24",24
31,30/09/2016,"R$ 4,90 B","R$ 1,25 B","R$ 991,45 M","- R$ 202,48 M","R$ 1,19 B","R$ 433,40 M","R$ 0,34",24
32,30/06/2016,"R$ 4,76 B","R$ 1,13 B","R$ 480,47 M","- R$ 199,68 M","R$ 680,15 M","R$ 202,05 M","R$ 0,16",24
33,31/03/2016,"R$ 4,45 B","R$ 1,03 B","R$ 446,14 M","- R$ 199,03 M","R$ 645,18 M","R$ 5,12 M","R$ 0,00",24
34,31/12/2015,"R$ 5,27 B","R$ 1,42 B","R$ 267,12 M","- R$ 206,00 M","R$ 473,12 M","R$ 283,02 M","R$ 0,22",24
35,30/09/2015,"R$ 4,78 B","R$ 694,42 M","R$ 447,08 M","- R$ 200,12 M","R$ 647,20 M","R$ 166,86 M","R$ 0,13",24
36,30/06/2015,"R$ 5,39 B","R$ 1,51 B","R$ 1,05 B","- R$ 181,59 M","R$ 1,23 B","R$ 534,13 M","R$ 0,42",24
37,31/03/2015,"R$ 5,85 B","R$ 1,89 B","R$ 2,33 B","- R$ 247,12 M","R$ 2,58 B","R$ 1,48 B","R$ 1,18",24
38,31/12/2014,"R$ 6,21 B","R$ 2,16 B","R$ 1,97 B","- R$ 213,43 M","R$ 2,18 B","R$ 1,12 B","R$ 0,89",24
39,30/09/2014,"R$ 3,83 B","R$ 778,62 M","R$ 310,13 M","- R$ 202,96 M","R$ 513,09 M","R$ 29,06 M","R$ 0,02",24
40,30/06/2014,"R$ 4,74 B","R$ 1,65 B","R$ 1,37 B","- R$ 202,49 M","R$ 1,58 B","R$ 740,87 M","R$ 0,59",24
41,31/03/2014,"R$ 4,76 B","R$ 2,14 B","R$ 1,93 B","- R$ 182,03 M","R$ 2,11 B","R$ 1,25 B","R$ 0,99",24
42,31/12/2013,"R$ 3,96 B","R$ 1,09 B","R$ 804,40 M","- R$ 249,95 M","R$ 1,05 B","R$ 832,43 M","R$ 0,66",24
43,30/09/2013,"R$ 3,55 B","R$ 918,46 M","R$ 1,10 B","- R$ 186,59 M","R$ 1,29 B","R$ 788,84 M","R$ 0,82",24
44,30/06/2013,"R$ 3,44 B","R$ 1,05 B","R$ 1,07 B","- R$ 184,14 M","R$ 1,25 B","R$ 617,24 M","R$ 0,64",24
45,31/03/2013,"R$ 3,68 B","R$ 1,72 B","R$ 1,39 B","- R$ 202,99 M","R$ 1,59 B","R$ 865,35 M","R$ 1,01",24
46,31/12/2012,"R$ 5,09 B","R$ 1,26 B","R$ 170,21 M","- R$ 288,60 M","R$ 458,81 M","R$ 2,10 B","R$ 2,46",24
47,30/09/2012,"R$ 4,81 B","R$ 1,64 B","R$ 1,52 B","- R$ 229,24 M","R$ 1,75 B","R$ 937,13 M","R$ 1,10",24
48,30/06/2012,"R$ 4,41 B","R$ 1,56 B","R$ 1,19 B","- R$ 245,16 M","R$ 1,43 B","R$ 604,23 M","R$ 0,71",24
49,31/03/2012,"R$ 4,15 B","R$ 1,62 B","R$ 1,20 B","- R$ 237,55 M","R$ 1,44 B","R$ 631,39 M","R$ 0,93",24
50,31/12/2011,"R$ 4,34 B","R$ 1,58 B","R$ 1,05 B","- R$ 238,77 M","R$ 1,29 B","R$ 709,00 M","R$ 1,04",24
51,30/09/2011,"R$ 4,05 B","R$ 1,59 B","R$ 1,26 B","- R$ 238,38 M","R$ 1,50 B","R$ 657,25 M","R$ 0,96",24
52,30/06/2011,"R$ 3,82 B","R$ 1,38 B","R$ 1,04 B","- R$ 229,39 M","R$ 1,27 B","R$ 523,06 M","R$ 0,77",24
53,31/03/2011,"R$ 3,39 B","R$ 1,25 B","R$ 1,06 B","- R$ 232,80 M","R$ 1,29 B","R$ 526,15 M","R$ 0,77",24
54,31/12/2010,"R$ 3,82 B","R$ 1,70 B","R$ 1,25 B",,,"R$ 994,92 M","R$ 1,46",24
55,30/09/2010,"R$ 3,18 B","R$ 1,08 B","R$ 975,04 M",,,"R$ 553,32 M","R$ 0,81",24
56,30/06/2010,"R$ 3,18 B","R$ 1,13 B","R$ 834,06 M",,,"R$ 407,11 M","R$ 0,60",24
57,31/03/2010,"R$ 2,88 B","R$ 1,13 B","R$ 950,32 M",,,"R$ 520,07 M","R$ 0,84",24
58,31/12/2009,"R$ 3,37 B","R$ 1,25 B","R$ 931,54 M",,,"R$ 434,33 M","R$ 0,70",24
59,30/09/2009,"R$ 2,99 B","R$ 1,04 B","R$ 898,83 M",,,"R$ 567,04 M","R$ 0,91",24
60,30/06/2009,"R$ 2,98 B","R$ 1,21 B","R$ 862,74 M",,,"R$ 523,79 M","R$ 0,84",24
61,31/03/2009,"R$ 2,37 B","R$ 775,14 M","R$ 609,64 M",,,"R$ 336,24 M","R$ 0,68",24
62,31/12/2008,"R$ 2,75 B","R$ 968,65 M","R$ 775,68 M",,,"R$ 281,24 M","R$ 0,57",24
63,30/09/2008,"R$ 2,75 B","R$ 1,07 B","R$ 919,60 M",,,"R$ 516,24 M","R$ 1,04",24
64,30/06/2008,"R$ 2,63 B","R$ 931,27 M","R$ 809,37 M",,,"R$ 599,28 M","R$ 1,21",24
65,31/03/2008,"R$ 2,75 B","R$ 1,10 B","R$ 879,97 M",,,"R$ 490,28 M","R$ 1,01",24
66,31/12/2007,"R$ 2,63 B","R$ 961,40 M","R$ 899,09 M",,,"R$ 266,69 M","R$ 0,55",24
67,30/09/2007,"R$ 2,70 B","R$ 1,11 B","R$ 878,16 M",,,"R$ 547,13 M","R$ 1,12",24
68,30/06/2007,"R$ 2,58 B","R$ 994,27 M","R$ 824,19 M",,,"R$ 515,00 M","R$ 1,06",24
69,31/03/2007,"R$ 2,34 B","R$ 856,38 M","R$ 682,78 M",,,"R$ 406,63 M","R$ 0,00",24
70,31/12/2006,"R$ 2,71 B","R$ 835,88 M","R$ 693,06 M",,,"R$ 605,57 M","R$ 0,00",24
71,30/09/2006,"R$ 2,60 B","R$ 707,90 M","R$ 687,74 M",,,"R$ 448,19 M","R$ 0,00",24
72,30/06/2006,"R$ 2,13 B","R$ 485,88 M","R$ 336,57 M",,,"R$ 325,35 M","R$ 0,00",24
73,31/03/2006,"R$ 2,24 B","R$ 643,25 M","R$ 538,38 M",,,"R$ 339,73 M","R$ 0,00",24
74,31/12/2005,"R$ 1,90 B","R$ 60,64 M","- R$ 46,68 M",,,"R$ 516,20 M","R$ 0,00",24
75,30/09/2005,"R$ 2,13 B","R$ 690,25 M","R$ 518,18 M",,,"R$ 445,61 M","R$ 0,00",24
76,30/06/2005,"R$ 2,01 B","R$ 709,31 M","R$ 653,63 M",,,"R$ 486,87 M","R$ 0,00",24
77,31/03/2005,"R$ 2,19 B","R$ 848,17 M","R$ 716,30 M",,,"R$ 554,72 M","R$ 0,00",24
78,31/12/2004,"R$ 2,04 B","- R$ 2,82 B","R$ 499,55 M",,,"R$ 449,96 M","R$ 0,00",24
79,30/09/2004,"R$ 1,70 B","R$ 1,70 B","R$ 419,33 M",,,"R$ 378,03 M","R$ 0,00",24
80,30/06/2004,"R$ 1,77 B","R$ 1,77 B","R$ 380,43 M",,,"R$ 260,39 M","R$ 0,00",24
81,31/03/2004,"R$ 1,62 B","R$ 1,62 B","R$ 457,21 M",,,"R$ 296,42 M","R$ 0,00",24
82,31/12/2003,"R$ 1,57 B","R$ 1,57 B","R$ 373,76 M",,,"R$ 384,48 M","R$ 0,00",24
83,30/09/2003,"R$ 1,51 B","R$ 1,51 B","R$ 374,18 M",,,"R$ 277,70 M","R$ 0,00",24
84,30/06/2003,"R$ 1,46 B","R$ 1,46 B","R$ 303,62 M",,,"R$ 383,77 M","R$ 0,00",24
