,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 1,28 B","- R$ 303,66 M","- R$ 1,59 B","- R$ 613,15 M",24
1,31/03/2024,"R$ 1,64 B","- R$ 2,49 B","R$ 1,49 B","R$ 639,92 M",24
2,31/12/2023,"R$ 1,88 B","R$ 188,42 M","- R$ 2,88 B","- R$ 818,20 M",24
3,30/09/2023,"R$ 2,03 B","- R$ 1,69 B","- R$ 172,66 M","R$ 172,86 M",24
4,30/06/2023,"R$ 1,78 B","- R$ 2,12 B","R$ 921,03 M","R$ 582,64 M",24
5,31/03/2023,"R$ 957,17 M","- R$ 353,38 M","- R$ 444,27 M","R$ 159,52 M",24
6,31/12/2022,"R$ 1,04 B","- R$ 36,97 M","- R$ 1,56 B","- R$ 550,05 M",24
7,30/09/2022,"R$ 2,57 B","- R$ 2,17 B","- R$ 278,17 M","R$ 122,93 M",24
8,30/06/2022,"R$ 2,03 B","- R$ 1,46 B","- R$ 109,71 M","R$ 458,41 M",24
9,31/03/2022,"R$ 976,97 M","R$ 455,59 M","- R$ 848,40 M","R$ 584,16 M",24
10,31/12/2021,"R$ 623,22 M","R$ 245,71 M","- R$ 871,51 M","- R$ 2,58 M",24
11,30/09/2021,"R$ 137,10 M","R$ 799,22 M","- R$ 2,77 B","- R$ 1,83 B",24
12,30/06/2021,"R$ 2,16 B","- R$ 1,95 B","- R$ 878,71 M","- R$ 670,82 M",24
13,31/03/2021,"R$ 765,03 M","R$ 2,28 B","- R$ 1,39 B","R$ 1,65 B",24
14,31/12/2020,"R$ 1,78 B","- R$ 555,19 M","- R$ 961,28 M","R$ 259,65 M",24
15,30/09/2020,"R$ 2,63 B","- R$ 1,84 B","- R$ 339,23 M","R$ 449,44 M",24
16,30/06/2020,"R$ 1,73 B","- R$ 1,46 B","- R$ 91,99 M","R$ 175,58 M",24
17,31/03/2020,"R$ 2,48 B","- R$ 1,22 B","- R$ 994,98 M","R$ 259,97 M",24
18,31/12/2019,"R$ 887,74 M","- R$ 244,70 M","- R$ 802,26 M","- R$ 159,22 M",24
19,30/09/2019,"R$ 65,94 M","- R$ 678,23 M","R$ 558,72 M","- R$ 53,57 M",24
20,30/06/2019,"R$ 467,27 M","- R$ 326,18 M","- R$ 188,98 M","- R$ 47,90 M",24
21,31/03/2019,"R$ 616,00 M","R$ 60,42 M","- R$ 770,78 M","- R$ 94,36 M",24
22,31/12/2018,"R$ 231,51 M","R$ 150,55 M","- R$ 984,64 M","- R$ 602,58 M",24
23,30/09/2018,"R$ 784,80 M","- R$ 550,43 M","R$ 318,08 M","R$ 552,45 M",24
24,30/06/2018,"R$ 364,57 M","- R$ 189,43 M","R$ 343,48 M","R$ 518,61 M",24
25,31/03/2018,"- R$ 373,07 M","R$ 378,31 M","- R$ 613,18 M","- R$ 607,93 M",24
26,31/12/2017,"- R$ 1,56 B","R$ 454,45 M","R$ 1,56 B","R$ 447,88 M",24
27,30/09/2017,"R$ 219,95 M","R$ 65,75 M","- R$ 649,42 M","- R$ 363,72 M",24
28,30/06/2017,"R$ 1,39 B","- R$ 742,58 M","- R$ 548,41 M","R$ 103,84 M",24
