,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 200,22 M","- R$ 99,62 M","R$ 364,59 M","R$ 456,65 M",205
1,31/03/2024,"- R$ 34,11 M","- R$ 173,52 M","R$ 680,02 M","R$ 491,18 M",205
2,31/12/2023,"R$ 268,79 M","- R$ 268,49 M","R$ 416,64 M","R$ 347,42 M",205
3,30/09/2023,"R$ 139,59 M","- R$ 195,07 M","- R$ 654,99 M","- R$ 601,75 M",205
4,30/06/2023,"- R$ 75,76 M","- R$ 172,02 M","R$ 438,50 M","R$ 109,42 M",205
5,31/03/2023,"- R$ 57,65 M","- R$ 226,56 M","R$ 418,41 M","R$ 149,65 M",205
6,31/12/2022,"R$ 285,63 M","- R$ 1,17 B","R$ 1,38 B","R$ 543,91 M",205
7,30/09/2022,"- R$ 151,00 mil","- R$ 360,87 M","R$ 1,40 B","R$ 1,00 B",205
8,30/06/2022,"R$ 4,97 M","- R$ 49,93 M","- R$ 18,41 M","- R$ 107,71 M",205
9,31/03/2022,"R$ 90,11 M","- R$ 374,84 M","R$ 960,45 M","R$ 692,38 M",205
10,31/12/2021,"- R$ 108,72 M","- R$ 118,98 M","R$ 74,17 M","- R$ 173,94 M",205
11,30/09/2021,"R$ 339,62 M","- R$ 741,55 M","R$ 468,59 M","R$ 64,56 M",205
12,30/06/2021,"- R$ 98,10 M","- R$ 876,83 M","R$ 1,38 B","R$ 404,44 M",205
13,31/03/2021,"R$ 31,81 M","- R$ 99,14 M","- R$ 30,23 M","- R$ 93,44 M",205
14,31/12/2020,"R$ 38,19 M","- R$ 67,23 M","- R$ 28,67 M","- R$ 57,44 M",205
15,30/09/2020,"- R$ 49,94 M","- R$ 88,14 M","R$ 561,39 M","R$ 426,14 M",205
16,30/06/2020,"R$ 24,36 M","- R$ 34,73 M","R$ 164,08 M","R$ 153,71 M",205
17,31/03/2020,"- R$ 3,08 M","- R$ 6,44 M","R$ 1,08 M","- R$ 8,43 M",205
18,31/12/2019,,,,,205
