,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 0,00","R$ 0,00","- R$ 59,30 M","R$ 0,00","- R$ 59,30 M","- R$ 45,00 M","- R$ 0,53",381
1,31/03/2024,"R$ 0,00","R$ 0,00","R$ 9,52 M","R$ 0,00","R$ 9,52 M","R$ 16,26 M","R$ 0,19",381
2,31/12/2023,"R$ 0,00","R$ 0,00","R$ 9,04 M","R$ 0,00","R$ 9,04 M","R$ 16,56 M","R$ 0,20",381
3,30/09/2023,"R$ 0,00","R$ 0,00","R$ 26,13 M","R$ 0,00","R$ 26,13 M","R$ 33,43 M","R$ 0,39",381
4,30/06/2023,"R$ 0,00","R$ 0,00","R$ 53,57 M","R$ 0,00","R$ 53,57 M","R$ 60,87 M","R$ 0,72",381
5,31/03/2023,"R$ 0,00","R$ 0,00","R$ 58,59 M","R$ 0,00","R$ 58,59 M","R$ 65,52 M","R$ 0,77",381
6,31/12/2022,"R$ 0,00","R$ 0,00","R$ 60,19 M","R$ 0,00","R$ 60,19 M","R$ 66,39 M","R$ 0,00",381
7,30/09/2022,"R$ 0,00","R$ 0,00","R$ 57,09 M","R$ 0,00","R$ 57,09 M","R$ 62,96 M","R$ 0,74",381
8,30/06/2022,"R$ 0,00","R$ 0,00","R$ 25,13 M","R$ 0,00","R$ 25,13 M","R$ 29,35 M","R$ 0,35",381
9,31/03/2022,"R$ 0,00","R$ 0,00","R$ 16,90 M","R$ 0,00","R$ 16,90 M","R$ 19,63 M","R$ 0,23",381
10,31/12/2021,"R$ 0,00","R$ 0,00","R$ 18,00 M","R$ 0,00","R$ 18,00 M","R$ 19,36 M","R$ 0,23",381
11,30/09/2021,"R$ 0,00","R$ 0,00","R$ 18,95 M","R$ 0,00","R$ 18,95 M","R$ 19,16 M","R$ 0,23",381
12,30/06/2021,"R$ 0,00","R$ 0,00","R$ 20,99 M","R$ 0,00","R$ 20,99 M","R$ 21,08 M","R$ 0,25",381
13,31/03/2021,"R$ 26,00 mil","R$ 25,00 mil","R$ 27,46 M","R$ 0,00","R$ 27,46 M","R$ 27,52 M","R$ 0,32",381
14,31/12/2020,"R$ 97,00 mil","R$ 92,00 mil","R$ 33,93 M","R$ 0,00","R$ 33,93 M","R$ 33,95 M","R$ 0,40",381
15,30/09/2020,"R$ 148,00 mil","R$ 140,00 mil","R$ 40,96 M","R$ 0,00","R$ 40,96 M","R$ 41,19 M","R$ 0,49",381
16,30/06/2020,"R$ 220,00 mil","R$ 209,00 mil","R$ 44,53 M","R$ 0,00","R$ 44,53 M","R$ 44,81 M","R$ 0,53",381
17,31/03/2020,"R$ 270,00 mil","R$ 256,00 mil","R$ 41,61 M","R$ 0,00","R$ 41,61 M","R$ 41,93 M","R$ 0,50",381
18,31/12/2019,"R$ 280,00 mil","R$ 266,00 mil","R$ 40,46 M","R$ 0,00","R$ 40,46 M","R$ 40,88 M","R$ 0,48",381
19,30/09/2019,"R$ 314,00 mil","R$ 299,00 mil","R$ 40,17 M","R$ 0,00","R$ 40,17 M","R$ 40,72 M","R$ 0,48",381
