,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 815,00 mil","R$ 0,00","- R$ 8,18 M","- R$ 7,36 M",381
1,31/03/2024,"R$ 819,00 mil","R$ 0,00","- R$ 8,18 M","- R$ 7,36 M",381
2,31/12/2023,"- R$ 15,00 mil","R$ 2,12 M","- R$ 7,77 M","- R$ 5,66 M",381
3,30/09/2023,"R$ 1,11 M","R$ 2,85 M","- R$ 7,84 M","- R$ 3,88 M",381
4,30/06/2023,"R$ 1,74 M","R$ 2,85 M","- R$ 7,85 M","- R$ 3,26 M",381
5,31/03/2023,"R$ 1,61 M","R$ 2,98 M","- R$ 7,85 M","- R$ 3,26 M",381
6,31/12/2022,"R$ 3,30 M","R$ 1,23 M","- R$ 7,72 M","- R$ 3,19 M",381
7,30/09/2022,"R$ 2,53 M","R$ 57,95 M","- R$ 7,57 M","R$ 52,91 M",381
8,30/06/2022,"- R$ 79,00 mil","R$ 57,95 M","- R$ 7,57 M","R$ 51,35 M",381
9,31/03/2022,"- R$ 104,00 mil","R$ 57,85 M","- R$ 7,87 M","R$ 49,88 M",381
10,31/12/2021,"- R$ 1,95 M","R$ 57,55 M","- R$ 7,36 M","R$ 48,25 M",381
11,30/09/2021,"- R$ 12,81 M","R$ 25,30 M","- R$ 7,33 M","R$ 5,17 M",381
12,30/06/2021,"- R$ 13,18 M","R$ 25,30 M","- R$ 7,36 M","R$ 4,76 M",381
13,31/03/2021,"- R$ 13,62 M","R$ 25,27 M","- R$ 7,03 M","R$ 4,62 M",381
14,31/12/2020,"- R$ 2,08 M","R$ 25,71 M","- R$ 7,11 M","R$ 16,52 M",381
15,30/09/2020,"R$ 8,12 M","R$ 520,00 mil","- R$ 7,07 M","R$ 1,57 M",381
16,30/06/2020,"R$ 8,23 M","R$ 834,00 mil","- R$ 7,07 M","R$ 1,99 M",381
17,31/03/2020,"R$ 8,83 M","R$ 519,00 mil","- R$ 7,12 M","R$ 2,22 M",381
18,31/12/2019,"- R$ 2,20 M","R$ 315,00 mil","- R$ 5,52 M","- R$ 7,40 M",381
19,30/09/2019,"- R$ 2,41 M","R$ 684,00 mil","- R$ 6,75 M","- R$ 8,47 M",381
20,30/06/2019,"- R$ 1,93 M","R$ 370,00 mil","- R$ 6,74 M","- R$ 8,30 M",381
21,31/03/2019,"- R$ 1,62 M","R$ 295,00 mil","- R$ 6,69 M","- R$ 8,02 M",381
22,31/12/2018,"- R$ 1,56 M","R$ 568,00 mil","- R$ 6,50 M","- R$ 7,49 M",381
23,30/09/2018,"- R$ 10,25 M","R$ 24,34 M","- R$ 6,59 M","R$ 7,50 M",381
24,30/06/2018,"- R$ 10,75 M","R$ 24,34 M","- R$ 6,40 M","R$ 7,19 M",381
25,31/03/2018,"- R$ 11,54 M","R$ 25,11 M","- R$ 6,40 M","R$ 7,18 M",381
26,31/12/2017,"- R$ 2,60 M","R$ 25,34 M","- R$ 6,07 M","R$ 16,67 M",381
