,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 148,56 M","- R$ 93,35 M","- R$ 194,31 M","- R$ 126,42 M",19
1,31/03/2024,"R$ 148,69 M","- R$ 59,98 M","- R$ 161,64 M","- R$ 65,74 M",19
2,31/12/2023,"R$ 269,88 M","- R$ 36,99 M","- R$ 104,02 M","R$ 106,07 M",19
3,30/09/2023,"R$ 168,64 M","- R$ 23,43 M","- R$ 47,09 M","R$ 98,27 M",19
4,30/06/2023,"R$ 348,39 M","- R$ 135,89 M","- R$ 230,40 M","- R$ 24,34 M",19
5,31/03/2023,"R$ 274,22 M","- R$ 37,09 M","- R$ 44,38 M","R$ 184,64 M",19
6,31/12/2022,"R$ 295,09 M","- R$ 35,60 M","- R$ 29,70 M","R$ 222,54 M",19
7,30/09/2022,"- R$ 53,04 M","- R$ 27,08 M","- R$ 69,17 M","- R$ 151,24 M",19
8,30/06/2022,"R$ 61,28 M","- R$ 17,60 M","- R$ 180,08 M","- R$ 133,76 M",19
9,31/03/2022,"- R$ 257,97 M","- R$ 13,75 M","R$ 195,99 M","- R$ 89,04 M",19
10,31/12/2021,"R$ 179,33 M","R$ 43,48 M","- R$ 77,38 M","R$ 148,20 M",19
11,30/09/2021,"R$ 26,39 M","- R$ 18,72 M","R$ 87,68 M","R$ 101,71 M",19
12,30/06/2021,"- R$ 62,51 M","- R$ 25,01 M","R$ 187,06 M","R$ 83,45 M",19
13,31/03/2021,"R$ 45,04 M","- R$ 32,52 M","- R$ 70,96 M","- R$ 51,32 M",19
14,31/12/2020,"R$ 198,50 M","- R$ 22,86 M","- R$ 80,23 M","R$ 85,18 M",19
15,30/09/2020,"R$ 202,70 M","- R$ 35,62 M","- R$ 23,32 M","R$ 149,90 M",19
16,30/06/2020,"- R$ 164,41 M","- R$ 23,36 M","R$ 73,31 M","- R$ 105,81 M",19
17,31/03/2020,"- R$ 61,08 M","- R$ 49,32 M","- R$ 90,57 M","- R$ 162,96 M",19
18,31/12/2019,"R$ 133,27 M","- R$ 32,99 M","R$ 10,26 M","R$ 108,28 M",19
19,30/09/2019,"R$ 200,38 M","- R$ 42,21 M","- R$ 63,40 M","R$ 98,19 M",19
20,30/06/2019,"R$ 203,40 M","- R$ 35,20 M","- R$ 205,10 M","- R$ 38,30 M",19
21,31/03/2019,"R$ 89,48 M","- R$ 28,15 M","- R$ 19,86 M","R$ 42,99 M",19
22,31/12/2018,"R$ 55,27 M","- R$ 27,82 M","R$ 65,34 M","R$ 89,55 M",19
23,30/09/2018,"R$ 20,03 M","- R$ 18,35 M","- R$ 212,23 M","- R$ 208,37 M",19
24,30/06/2018,"R$ 78,30 M","- R$ 40,72 M","R$ 29,55 M","R$ 82,12 M",19
25,31/03/2018,"R$ 71,62 M","- R$ 25,88 M","- R$ 104,52 M","- R$ 58,60 M",19
26,31/12/2017,"R$ 159,29 M","- R$ 28,53 M","- R$ 152,39 M","- R$ 16,48 M",19
27,30/09/2017,"R$ 102,50 M","- R$ 2,94 M","- R$ 127,01 M","- R$ 29,41 M",19
28,30/06/2017,"R$ 62,87 M","- R$ 15,11 M","- R$ 76,57 M","- R$ 23,62 M",19
29,31/03/2017,"- R$ 29,72 M","- R$ 427,00 mil","- R$ 148,40 M","- R$ 181,19 M",19
30,31/12/2016,"- R$ 303,73 M","R$ 401,08 M","- R$ 248,69 M","- R$ 152,21 M",19
31,30/09/2016,"R$ 371,77 M","- R$ 449,00 mil","R$ 173,80 M","R$ 547,21 M",19
32,30/06/2016,"- R$ 90,38 M","- R$ 9,65 M","- R$ 6,63 M","- R$ 117,63 M",19
33,31/03/2016,"R$ 193,32 M","- R$ 34,89 M","- R$ 350,00 M","- R$ 199,06 M",19
34,31/12/2015,"R$ 195,70 M","- R$ 34,31 M","R$ 45,05 M","R$ 202,00 M",19
35,30/09/2015,"R$ 39,62 M","- R$ 25,79 M","R$ 151,04 M","R$ 190,05 M",19
36,30/06/2015,"- R$ 123,64 M","- R$ 28,60 M","- R$ 39,13 M","- R$ 194,14 M",19
37,31/03/2015,"R$ 379,56 M","- R$ 38,89 M","- R$ 63,63 M","R$ 290,64 M",19
38,31/12/2014,"R$ 45,73 M","- R$ 41,24 M","R$ 38,45 M","R$ 47,04 M",19
39,30/09/2014,"- R$ 173,93 M","- R$ 22,55 M","R$ 91,80 M","- R$ 101,11 M",19
40,30/06/2014,"R$ 95,08 M","- R$ 14,63 M","- R$ 36,85 M","R$ 42,94 M",19
41,31/03/2014,"R$ 105,08 M","- R$ 28,91 M","- R$ 45,81 M","R$ 29,03 M",19
42,31/12/2013,"- R$ 91,74 M","- R$ 15,74 M","- R$ 30,20 M","- R$ 135,91 M",19
43,30/09/2013,"- R$ 17,29 M","- R$ 11,99 M","R$ 33,68 M","R$ 5,23 M",19
44,30/06/2013,"R$ 200,85 M","- R$ 146,56 M","- R$ 217,09 M","- R$ 160,01 M",19
45,31/03/2013,"R$ 88,14 M","- R$ 125,74 M","R$ 579,78 M","R$ 541,20 M",19
46,31/12/2012,"- R$ 25,64 M","- R$ 70,08 M","R$ 103,29 M","R$ 7,91 M",19
47,30/09/2012,"R$ 12,89 M","- R$ 17,04 M","- R$ 329,63 M","- R$ 333,87 M",19
48,30/06/2012,"R$ 80,37 M","- R$ 39,30 M","- R$ 26,00 M","R$ 17,45 M",19
49,31/03/2012,"R$ 65,28 M","- R$ 150,81 M","- R$ 115,94 M","- R$ 201,86 M",19
50,31/12/2011,"R$ 129,79 M","- R$ 11,58 M","- R$ 29,29 M","R$ 89,75 M",19
51,30/09/2011,"R$ 146,29 M","- R$ 17,85 M","R$ 8,79 M","R$ 141,27 M",19
52,30/06/2011,"R$ 59,42 M","- R$ 16,35 M","R$ 63,00 M","R$ 105,13 M",19
53,31/03/2011,"R$ 46,29 M","- R$ 28,88 M","- R$ 120,53 M","- R$ 103,95 M",19
