,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 539,71 M","R$ 450,38 M","R$ 355,64 M","- R$ 34,00 M","R$ 389,64 M","R$ 281,74 M","R$ 0,47",72
1,31/03/2024,"R$ 523,62 M","R$ 452,23 M","R$ 356,26 M","- R$ 34,57 M","R$ 390,82 M","R$ 267,03 M","R$ 0,44",72
2,31/12/2023,"R$ 570,56 M","R$ 492,11 M","R$ 359,17 M","- R$ 33,89 M","R$ 393,06 M","R$ 302,58 M","R$ 0,50",72
3,30/09/2023,"R$ 506,61 M","R$ 434,35 M","R$ 355,09 M","- R$ 34,02 M","R$ 389,11 M","R$ 263,38 M","R$ 0,44",72
4,30/06/2023,"R$ 487,62 M","R$ 418,77 M","R$ 333,33 M","- R$ 34,13 M","R$ 367,46 M","R$ 247,23 M","R$ 0,41",72
5,31/03/2023,"R$ 464,78 M","R$ 390,46 M","R$ 310,79 M","- R$ 46,10 M","R$ 356,89 M","R$ 207,20 M","R$ 0,34",72
6,31/12/2022,"R$ 504,45 M","R$ 426,95 M","R$ 322,12 M","- R$ 51,30 M","R$ 373,42 M","R$ 239,03 M","R$ 0,40",72
7,30/09/2022,"R$ 449,02 M","R$ 363,53 M","R$ 269,62 M","- R$ 51,78 M","R$ 321,40 M","R$ 186,10 M","R$ 0,31",72
8,30/06/2022,"R$ 430,50 M","R$ 347,72 M","R$ 234,44 M","- R$ 52,04 M","R$ 286,48 M","R$ 172,55 M","R$ 0,29",72
9,31/03/2022,"R$ 413,64 M","R$ 320,49 M","R$ 242,32 M","- R$ 51,63 M","R$ 293,95 M","R$ 171,58 M","R$ 0,29",72
10,31/12/2021,"R$ 438,93 M","R$ 361,85 M","R$ 226,06 M","- R$ 57,67 M","R$ 283,73 M","R$ 213,61 M","R$ 0,36",72
11,30/09/2021,"R$ 317,09 M","R$ 252,35 M","R$ 166,24 M","- R$ 47,58 M","R$ 213,83 M","R$ 99,40 M","R$ 0,17",72
12,30/06/2021,"R$ 271,17 M","R$ 205,62 M","R$ 135,43 M","- R$ 49,44 M","R$ 184,87 M","R$ 93,78 M","R$ 0,16",72
13,31/03/2021,"R$ 261,21 M","R$ 197,20 M","R$ 83,79 M","- R$ 46,40 M","R$ 130,18 M","R$ 46,31 M","R$ 0,08",72
14,31/12/2020,"R$ 296,11 M","R$ 229,69 M","R$ 96,73 M","- R$ 49,98 M","R$ 146,71 M","R$ 146,86 M","R$ 0,24",72
15,30/09/2020,"R$ 210,74 M","R$ 139,83 M","R$ 643,13 M","- R$ 57,64 M","R$ 700,77 M","R$ 568,76 M","R$ 0,95",72
16,30/06/2020,"R$ 254,05 M","R$ 187,83 M","R$ 121,91 M","- R$ 57,96 M","R$ 179,87 M","R$ 70,80 M","R$ 0,12",72
17,31/03/2020,"R$ 320,67 M","R$ 249,44 M","R$ 284,68 M","- R$ 58,23 M","R$ 342,91 M","R$ 177,75 M","R$ 0,30",72
18,31/12/2019,"R$ 360,85 M","R$ 320,70 M","R$ 192,76 M","- R$ 57,18 M","R$ 249,94 M","R$ 142,29 M","R$ 0,24",72
19,30/09/2019,"R$ 323,04 M","R$ 244,51 M","R$ 176,53 M","- R$ 56,98 M","R$ 233,51 M","R$ 121,53 M","R$ 0,20",72
20,30/06/2019,"R$ 319,36 M","R$ 241,24 M","R$ 158,20 M","- R$ 54,30 M","R$ 212,50 M","R$ 115,24 M","R$ 0,19",72
21,31/03/2019,"R$ 302,34 M","R$ 226,97 M","R$ 177,04 M","- R$ 52,02 M","R$ 229,05 M","R$ 91,95 M","R$ 0,15",72
22,31/12/2018,"R$ 341,91 M","R$ 274,11 M","R$ 177,87 M","- R$ 50,10 M","R$ 227,97 M","R$ 112,69 M","R$ 0,19",72
23,30/09/2018,"R$ 298,96 M","R$ 227,93 M","R$ 173,35 M","- R$ 51,99 M","R$ 225,33 M","R$ 116,45 M","R$ 0,19",72
