,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"10,19%","10,33%","15,45%","15,66%","16,39%","10,45%","84,98%","51,90%","65,99%","72,26%","0,20","1,69","0,69","2,25"
1,30/06/2024,"10,62%","10,77%","16,10%","16,31%","16,36%","10,43%","85,45%","52,08%","66,63%","73,00%","0,20","1,63","0,63","1,96"
2,31/03/2024,"10,55%","10,70%","15,99%","16,20%","16,07%","9,78%","86,07%","51,72%","67,22%","73,76%","0,19","1,63","0,63","2,01"
3,31/12/2023,"9,30%","9,41%","14,08%","14,27%","15,50%","9,38%","85,52%","50,28%","66,93%","74,23%","0,19","1,66","0,66","2,00"
4,30/09/2023,"9,02%","9,15%","13,66%","13,87%","14,62%","8,71%","85,08%","48,73%","67,30%","75,73%","0,18","1,57","0,57","1,54"
5,30/06/2023,"8,62%","8,76%","13,06%","13,27%","13,58%","8,15%","83,94%","46,15%","64,84%","74,46%","0,18","1,57","0,57","1,36"
6,31/03/2023,"8,02%","8,24%","12,16%","12,49%","12,42%","7,49%","82,69%","43,54%","61,50%","72,38%","0,17","1,64","0,64","1,45"
7,31/12/2022,"7,74%","7,99%","11,73%","12,10%","12,09%","7,21%","81,15%","42,79%","59,44%","70,94%","0,17","1,65","0,65","2,31"
8,30/09/2022,"7,27%","7,58%","11,02%","11,49%","11,51%","6,81%","80,46%","42,94%","56,14%","68,45%","0,16","1,68","0,68","2,52"
9,30/06/2022,"6,59%","6,81%","9,98%","10,32%","10,30%","6,13%","80,14%","41,07%","54,31%","67,37%","0,15","1,67","0,67","2,63"
10,31/03/2022,"6,01%","6,19%","9,11%","9,38%","9,21%","5,49%","79,14%","40,14%","53,45%","67,77%","0,14","1,66","0,66","2,69"
11,31/12/2021,"4,82%","4,97%","7,30%","7,52%","7,27%","4,29%","78,94%","35,17%","47,46%","63,07%","0,12","1,68","0,68","3,04"
12,30/09/2021,"3,74%","3,89%","5,67%","5,90%","6,03%","3,47%","77,24%","33,73%","42,09%","58,97%","0,10","1,69","0,69","2,97"
13,30/06/2021,"7,20%","7,48%","10,91%","11,34%","14,54%","8,13%","74,32%","82,34%","92,29%","111,86%","0,10","1,68","0,68","1,75"
14,31/03/2021,"7,37%","7,65%","11,17%","11,58%","14,34%","8,00%","73,82%","81,47%","92,51%","113,25%","0,10","1,68","0,68","1,67"
15,31/12/2020,"8,65%","8,74%","13,10%","13,25%","17,26%","10,07%","74,59%","89,15%","106,00%","126,69%","0,11","1,70","0,70","1,39"
16,30/09/2020,"9,43%","9,55%","14,29%","14,46%","17,37%","10,15%","78,32%","83,71%","108,39%","128,54%","0,12","1,74","0,74","1,20"
17,30/06/2020,"5,90%","5,98%","8,93%","9,06%","9,36%","5,48%","79,65%","40,71%","61,64%","79,95%","0,13","1,79","0,79","2,56"
18,31/03/2020,"6,45%","6,53%","9,77%","9,90%","10,25%","6,17%","79,75%","42,06%","61,35%","78,47%","0,15","1,79","0,79","2,27"
19,31/12/2019,"5,70%","5,73%","8,63%","8,69%","8,83%","5,31%","79,15%","36,08%","53,96%","70,85%","0,15","1,71","0,71","3,32"
20,30/09/2019,"5,59%","5,60%","8,46%","8,49%","8,34%","5,00%","76,70%","34,31%","53,60%","70,18%","0,15","1,71","0,71","3,39"
21,30/06/2019,"5,57%","5,52%","8,45%","8,36%","8,26%","4,94%","76,85%","34,56%","54,37%","70,88%","0,14","1,71","0,71","3,45"
22,31/03/2019,"6,14%","6,09%","9,30%","9,22%","8,85%","5,47%","76,86%","37,51%","58,85%","75,33%","0,15","1,66","0,66","2,96"
23,31/12/2018,"6,22%","6,17%","9,42%","9,35%","9,12%","5,47%","77,31%","38,48%","59,92%","76,41%","0,14","1,66","0,66","2,95"
24,30/09/2018,"6,36%","6,33%","9,64%","9,59%","9,66%","5,68%","76,45%","41,10%","62,62%","79,16%","0,14","1,67","0,67","2,97"
25,30/06/2018,"6,03%","6,01%","9,14%","9,11%","8,89%","5,28%","76,20%","38,11%","59,97%","76,16%","0,14","1,67","0,67","3,22"
26,31/03/2018,"5,67%","5,65%","8,58%","8,56%","8,09%","4,78%","76,61%","35,33%","57,82%","73,82%","0,14","1,62","0,62","3,09"
27,31/12/2017,"5,86%","5,81%","8,87%","8,80%","8,30%","4,64%","76,36%","31,94%","54,97%","70,74%","0,15","1,67","0,67","3,29"
28,30/09/2017,"6,26%","6,21%","9,49%","9,41%","7,32%","4,29%","76,97%","27,93%","55,60%","71,07%","0,15","1,70","0,70","3,37"
29,30/06/2017,"6,85%","6,79%","10,38%","10,29%","7,06%","4,29%","76,68%","26,89%","57,62%","72,68%","0,16","1,68","0,68","3,35"
30,31/03/2017,"6,73%","6,67%","10,20%","10,11%","6,95%","4,17%","76,28%","26,68%","57,36%","72,03%","0,16","1,69","0,69","3,49"
31,31/12/2016,"7,03%","6,97%","10,65%","10,56%","7,46%","4,45%","76,48%","28,10%","58,94%","73,05%","0,16","1,79","0,79","3,42"
32,30/09/2016,"7,15%","7,01%","10,84%","10,63%","8,73%","5,44%","76,58%","33,20%","58,78%","72,78%","0,16","1,71","0,71","3,00"
33,30/06/2016,"7,12%","6,99%","10,79%","10,59%","8,73%","5,41%","77,03%","33,24%","58,86%","73,04%","0,16","1,65","0,65","2,53"
34,31/03/2016,"7,03%","6,85%","10,65%","10,37%","8,73%","5,42%","77,49%","33,62%","58,62%","72,91%","0,16","1,67","0,67","2,59"
35,31/12/2015,"7,06%","6,89%","10,70%","10,43%","8,91%","5,44%","77,35%","34,01%","58,92%","73,37%","0,16","1,68","0,68","2,58"
36,30/09/2015,"7,18%","7,01%","10,88%","10,62%","8,64%","5,40%","76,33%","32,01%","57,19%","71,37%","0,17","1,60","0,60","2,44"
37,30/06/2015,"7,23%","7,09%","10,95%","10,75%","9,09%","5,58%","75,43%","32,43%","56,49%","70,68%","0,17","1,61","0,61","2,45"
38,31/03/2015,"7,28%","7,15%","11,03%","10,83%","9,12%","5,56%","74,25%","31,73%","55,90%","69,97%","0,18","1,61","0,61","2,48"
39,31/12/2014,"7,46%","7,29%","11,30%","11,05%","9,64%","5,75%","73,30%","33,06%","56,53%","70,69%","0,17","1,64","0,64","2,47"
40,30/09/2014,"6,61%","6,46%","10,02%","9,79%","7,87%","4,71%","72,05%","28,34%","51,71%","66,20%","0,17","1,60","0,60","2,60"
41,30/06/2014,"6,72%","6,58%","10,19%","9,97%","8,35%","5,22%","71,96%","30,83%","52,02%","65,91%","0,17","1,63","0,63","2,74"
42,31/03/2014,"7,20%","7,02%","10,91%","10,64%","9,07%","5,22%","71,67%","29,52%","50,95%","64,29%","0,18","1,64","0,64","2,91"
