,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 23/09/2024,"13,46","1,26","2,84","4,00","0,33","R$ 9,90 B","4,13%",268
1,30/06/2024,"13,38","1,26","2,82","3,98","0,33","R$ 10,08 B","3,94%",268
2,31/03/2024,"12,32","1,16","2,68","3,55","0,31","R$ 8,96 B","3,88%",268
3,31/12/2023,"13,00","1,23","2,73","3,80","0,32","R$ 9,05 B","6,08%",268
4,30/09/2023,"12,02","1,19","2,83","3,97","0,32","R$ 8,88 B","5,72%",268
5,30/06/2023,"11,09","1,13","2,66","3,59","0,30","R$ 8,40 B","5,42%",268
6,31/03/2023,"11,42","1,14","2,31","3,64","0,29","R$ 8,18 B","5,14%",268
7,31/12/2022,"9,09","1,20","2,18","3,61","0,30","R$ 8,35 B","4,32%",268
8,30/09/2022,"8,45","1,11","1,89","3,65","0,29","R$ 8,05 B","4,51%",268
9,30/06/2022,"7,82","1,15","1,76","4,57","0,31","R$ 8,30 B","4,31%",268
10,31/03/2022,"6,23","1,08","1,55","4,98","0,29","R$ 7,67 B","4,73%",268
11,31/12/2021,"6,82","1,16","1,45","7,21","0,30","R$ 7,52 B","3,24%",268
12,30/09/2021,"5,41","1,11","1,15","10,57","0,30","R$ 7,17 B","3,35%",268
13,30/06/2021,"5,61","1,15","1,09","1.290,81","0,30","R$ 7,31 B","3,36%",268
14,31/03/2021,"7,51","1,30","1,23","-18,85","0,34","R$ 7,79 B","3,11%",268
15,31/12/2020,"7,61","1,25","1,17","-11,86","0,32","R$ 7,41 B","2,82%",268
16,30/09/2020,"10,82","1,18","1,27","-7,54","0,31","R$ 7,67 B","3,12%",268
17,30/06/2020,"10,18","1,21","1,32","-10,75","0,32","R$ 7,97 B","3,15%",268
18,31/03/2020,"9,86","1,27","1,41","-21,25","0,33","R$ 8,03 B","3,07%",268
19,31/12/2019,"7,07","1,26","1,37","-58,17","0,32","R$ 8,60 B","2,09%",268
20,30/09/2019,"8,23","1,23","1,71","154,33","0,38","R$ 7,93 B","2,97%",268
21,30/06/2019,"10,58","1,56","2,54","23,68","0,48","R$ 8,66 B","2,45%",268
22,31/03/2019,"8,63","1,33","2,36","11,77","0,41","R$ 6,83 B","2,94%",268
23,31/12/2018,"16,96","1,52","3,48","9,63","0,45","R$ 6,77 B","2,28%",268
24,30/09/2018,"10,70","1,07","2,56","4,39","0,38","R$ 5,85 B","3,30%",268
25,30/06/2018,"10,45","0,95","2,45","3,53","0,34","R$ 5,61 B","3,87%",268
26,31/03/2018,"14,18","1,07","2,94","4,02","0,37","R$ 5,50 B","3,53%",268
27,31/12/2017,"13,42","1,14","2,89","4,02","0,39","R$ 6,36 B","4,77%",268
28,30/09/2017,"13,05","1,25","3,27","4,02","0,45","R$ 5,73 B","3,05%",268
29,30/06/2017,"16,44","1,28","3,27","4,30","0,46","R$ 5,85 B","3,06%",268
30,31/03/2017,"13,55","1,51","2,89","3,78","0,44","R$ 4,81 B","2,87%",268
31,31/12/2016,"15,22","1,63","3,04","4,17","0,46","R$ 5,05 B","4,44%",268
32,30/09/2016,"17,56","1,28","2,40","3,56","0,36","R$ 4,59 B","5,60%",268
33,30/06/2016,"13,63","1,20","2,01","2,78","0,31","R$ 3,45 B","5,96%",268
