,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
1,31/03/2024,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
2,31/12/2023,"R$ 357,23 M","R$ 102,88 M","R$ 87,71 M","- R$ 45,46 M","R$ 133,17 M","R$ 90,49 M","R$ 0,96"
3,30/09/2023,"R$ 332,18 M","R$ 88,60 M","R$ 80,58 M","- R$ 46,31 M","R$ 126,89 M","R$ 58,74 M","R$ 0,62"
4,30/06/2023,"R$ 318,73 M","R$ 141,68 M","R$ 128,31 M","- R$ 46,68 M","R$ 174,99 M","R$ 79,55 M","R$ 0,84"
5,31/03/2023,"R$ 383,73 M","R$ 204,21 M","R$ 198,07 M","- R$ 45,64 M","R$ 243,72 M","R$ 112,85 M","R$ 1,19"
6,31/12/2022,"R$ 360,69 M","R$ 161,00 M","R$ 114,18 M","- R$ 46,58 M","R$ 160,76 M","R$ 89,96 M","R$ 0,95"
7,30/09/2022,"R$ 360,02 M","R$ 118,24 M","R$ 107,48 M","- R$ 46,62 M","R$ 154,09 M","R$ 56,57 M","R$ 0,60"
8,30/06/2022,"R$ 314,70 M","R$ 116,12 M","R$ 103,89 M","- R$ 39,31 M","R$ 143,20 M","R$ 26,76 M","R$ 0,28"
9,31/03/2022,"R$ 334,04 M","R$ 165,13 M","R$ 154,39 M","- R$ 54,68 M","R$ 209,07 M","R$ 69,93 M","R$ 0,74"
10,31/12/2021,"R$ 344,67 M","R$ 3,34 M","R$ 21,30 M","- R$ 46,75 M","R$ 68,05 M","- R$ 4,37 M","- R$ 0,05"
11,30/09/2021,"R$ 404,56 M","R$ 11,19 M","- R$ 514,00 mil","- R$ 46,29 M","R$ 45,83 M","- R$ 13,61 M","- R$ 0,14"
12,30/06/2021,"R$ 289,43 M","R$ 81,38 M","R$ 68,74 M","- R$ 47,24 M","R$ 115,98 M","R$ 4,40 M","R$ 0,05"
13,31/03/2021,"R$ 308,16 M","R$ 130,02 M","R$ 116,55 M","- R$ 49,28 M","R$ 165,83 M","R$ 4,77 M","R$ 0,05"
14,31/12/2020,"R$ 293,38 M","R$ 856,33 M","R$ 881,00 M","R$ 42,32 M","R$ 838,68 M","R$ 488,67 M","R$ 5,17"
15,30/09/2020,"R$ 396,84 M","R$ 153,77 M","R$ 137,64 M","- R$ 54,75 M","R$ 192,39 M","R$ 11,05 M","R$ 0,12"
16,30/06/2020,"R$ 311,04 M","R$ 129,62 M","R$ 121,49 M","- R$ 54,68 M","R$ 176,17 M","R$ 61,67 M","R$ 0,65"
17,31/03/2020,"R$ 449,91 M","R$ 268,33 M","R$ 252,87 M","- R$ 54,84 M","R$ 307,71 M","R$ 140,48 M","R$ 1,49"
18,31/12/2019,"R$ 316,88 M","R$ 71,27 M","R$ 48,67 M","- R$ 55,14 M","R$ 103,81 M","R$ 28,43 M","R$ 0,30"
19,30/09/2019,"R$ 340,30 M","R$ 103,19 M","R$ 87,61 M","- R$ 55,24 M","R$ 142,85 M","R$ 53,89 M","R$ 0,57"
20,30/06/2019,"R$ 346,53 M","R$ 166,93 M","R$ 154,10 M","- R$ 55,52 M","R$ 209,61 M","R$ 75,03 M","R$ 0,79"
21,31/03/2019,"R$ 378,77 M","R$ 187,83 M","R$ 173,95 M","- R$ 55,21 M","R$ 229,16 M","R$ 89,05 M","R$ 0,94"
22,31/12/2018,"R$ 338,51 M","R$ 183,48 M","R$ 164,08 M","- R$ 52,00 M","R$ 216,08 M","R$ 128,65 M","R$ 1,36"
23,30/09/2018,"R$ 355,75 M","R$ 52,76 M","R$ 37,81 M","- R$ 51,53 M","R$ 89,34 M","- R$ 7,12 M","- R$ 0,08"
24,30/06/2018,"R$ 315,34 M","R$ 134,19 M","R$ 125,12 M","- R$ 53,78 M","R$ 178,90 M","R$ 48,71 M","R$ 0,52"
