,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 2,59 B","- R$ 1,90 B","- R$ 401,00 M","R$ 284,87 M"
1,31/03/2024,"R$ 2,54 B","- R$ 1,94 B","R$ 100,83 M","R$ 700,65 M"
2,31/12/2023,"R$ 2,38 B","- R$ 1,91 B","- R$ 390,32 M","R$ 77,23 M"
3,30/09/2023,"R$ 2,25 B","- R$ 1,86 B","- R$ 341,11 M","R$ 48,60 M"
4,30/06/2023,"R$ 2,10 B","- R$ 1,87 B","- R$ 318,16 M","- R$ 79,11 M"
5,31/03/2023,"R$ 1,99 B","- R$ 1,80 B","- R$ 564,80 M","- R$ 378,15 M"
6,31/12/2022,"R$ 1,99 B","- R$ 1,75 B","- R$ 17,13 M","R$ 224,81 M"
7,30/09/2022,"R$ 1,86 B","- R$ 1,67 B","- R$ 38,35 M","R$ 156,65 M"
8,30/06/2022,"R$ 1,86 B","- R$ 1,53 B","- R$ 82,46 M","R$ 244,93 M"
9,31/03/2022,"R$ 1,84 B","- R$ 1,41 B","- R$ 162,12 M","R$ 266,44 M"
10,31/12/2021,"R$ 1,70 B","- R$ 1,32 B","- R$ 271,62 M","R$ 108,80 M"
11,30/09/2021,"R$ 1,59 B","- R$ 1,18 B","- R$ 295,31 M","R$ 107,46 M"
12,30/06/2021,"R$ 1,44 B","- R$ 1,08 B","- R$ 261,71 M","R$ 104,09 M"
13,31/03/2021,"R$ 1,51 B","- R$ 1,02 B","R$ 37,17 M","R$ 534,73 M"
14,31/12/2020,"R$ 1,60 B","- R$ 970,02 M","- R$ 25,26 M","R$ 600,26 M"
15,30/09/2020,"R$ 1,73 B","- R$ 983,61 M","- R$ 40,06 M","R$ 705,91 M"
16,30/06/2020,"R$ 1,70 B","- R$ 1,01 B","- R$ 147,35 M","R$ 539,50 M"
17,31/03/2020,"R$ 1,60 B","- R$ 1,03 B","- R$ 134,90 M","R$ 437,82 M"
18,31/12/2019,"R$ 1,46 B","- R$ 1,03 B","- R$ 483,51 M","- R$ 52,57 M"
19,30/09/2019,"R$ 1,41 B","- R$ 1,04 B","- R$ 439,31 M","- R$ 65,22 M"
20,30/06/2019,"R$ 1,40 B","- R$ 996,54 M","- R$ 401,07 M","R$ 2,61 M"
21,31/03/2019,"R$ 1,34 B","- R$ 986,67 M","- R$ 554,58 M","- R$ 197,26 M"
22,31/12/2018,"R$ 1,36 B","- R$ 980,03 M","- R$ 589,24 M","- R$ 207,26 M"
23,30/09/2018,"R$ 1,32 B","- R$ 964,06 M","- R$ 569,39 M","- R$ 213,26 M"
24,30/06/2018,"R$ 1,32 B","- R$ 908,77 M","- R$ 520,62 M","- R$ 108,77 M"
25,31/03/2018,"R$ 1,32 B","- R$ 829,92 M","- R$ 664,26 M","- R$ 175,90 M"
26,31/12/2017,"R$ 1,35 B","- R$ 788,96 M","- R$ 669,33 M","- R$ 104,44 M"
27,30/09/2017,"R$ 1,32 B","- R$ 696,14 M","- R$ 461,90 M","R$ 159,48 M"
28,30/06/2017,"R$ 1,24 B","- R$ 689,58 M","- R$ 179,05 M","R$ 375,24 M"
29,31/03/2017,"R$ 1,21 B","- R$ 721,52 M","R$ 38,94 M","R$ 527,22 M"
30,31/12/2016,"R$ 1,10 B","- R$ 708,83 M","R$ 86,65 M","R$ 474,53 M"
31,30/09/2016,"R$ 1,06 B","- R$ 731,03 M","- R$ 175,76 M","R$ 156,08 M"
32,30/06/2016,"R$ 983,98 M","- R$ 731,98 M","- R$ 540,45 M","- R$ 288,44 M"
33,31/03/2016,"R$ 920,45 M","- R$ 753,56 M","- R$ 59,35 M","R$ 107,54 M"
34,31/12/2015,"R$ 872,25 M","- R$ 796,73 M","R$ 19,22 M","R$ 94,74 M"
35,30/09/2015,"R$ 752,52 M","- R$ 866,75 M","R$ 304,40 M","R$ 190,17 M"
36,30/06/2015,"R$ 766,94 M","- R$ 933,97 M","R$ 415,43 M","R$ 248,40 M"
37,31/03/2015,"R$ 743,32 M","- R$ 936,46 M","R$ 160,60 M","- R$ 32,54 M"
38,31/12/2014,"R$ 774,93 M","- R$ 959,57 M","R$ 106,92 M","- R$ 77,72 M"
