,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 2,73 B","R$ 2,46 B","R$ 1,73 B","- R$ 88,82 M","R$ 1,82 B","R$ 1,24 B","R$ 0,22",6
1,31/03/2024,"R$ 2,47 B","R$ 2,22 B","R$ 1,22 B","- R$ 279,91 M","R$ 1,50 B","R$ 949,58 M","R$ 0,17",6
2,31/12/2023,"R$ 2,49 B","R$ 2,24 B","R$ 1,17 B","- R$ 279,91 M","R$ 1,45 B","R$ 915,54 M","R$ 0,16",6
3,30/09/2023,"R$ 2,49 B","R$ 2,25 B","R$ 1,35 B","- R$ 281,59 M","R$ 1,63 B","R$ 1,07 B","R$ 0,18",6
4,30/06/2023,"R$ 2,48 B","R$ 2,23 B","R$ 1,37 B","- R$ 268,94 M","R$ 1,64 B","R$ 1,05 B","R$ 0,18",6
5,31/03/2023,"R$ 2,46 B","R$ 2,21 B","R$ 1,36 B","- R$ 259,59 M","R$ 1,62 B","R$ 1,09 B","R$ 0,18",6
6,31/12/2022,"R$ 2,57 B","R$ 2,31 B","R$ 1,33 B","- R$ 258,26 M","R$ 1,59 B","R$ 1,00 B","R$ 0,16",6
7,30/09/2022,"R$ 2,51 B","R$ 2,26 B","R$ 1,42 B","- R$ 256,09 M","R$ 1,67 B","R$ 1,03 B","R$ 0,17",6
8,30/06/2022,"R$ 2,24 B","R$ 2,24 B","R$ 1,40 B","- R$ 266,01 M","R$ 1,67 B","R$ 1,09 B","R$ 0,18",6
9,31/03/2022,"R$ 2,28 B","R$ 2,28 B","R$ 1,43 B","- R$ 275,95 M","R$ 1,71 B","R$ 1,10 B","R$ 0,18",6
10,31/12/2021,"R$ 2,43 B","R$ 2,18 B","R$ 1,37 B","- R$ 255,73 M","R$ 1,62 B","R$ 1,09 B","R$ 0,18",6
11,30/09/2021,"R$ 2,51 B","R$ 2,25 B","R$ 1,55 B","- R$ 272,26 M","R$ 1,82 B","R$ 1,18 B","R$ 0,19",6
12,30/06/2021,"R$ 2,42 B","R$ 2,42 B","R$ 1,67 B","- R$ 264,75 M","R$ 1,93 B","R$ 1,19 B","R$ 0,19",6
13,31/03/2021,"R$ 2,40 B","R$ 2,40 B","R$ 1,74 B","- R$ 264,41 M","R$ 2,00 B","R$ 1,26 B","R$ 0,62",6
14,31/12/2020,"R$ 2,54 B","R$ 2,28 B","R$ 1,55 B","- R$ 270,81 M","R$ 1,82 B","R$ 1,10 B","R$ 0,53",6
15,30/09/2020,"R$ 2,54 B","R$ 2,29 B","R$ 1,57 B","- R$ 264,35 M","R$ 1,84 B","R$ 1,14 B","R$ 0,55",6
16,30/06/2020,"R$ 1,91 B","R$ 1,91 B","R$ 1,18 B","- R$ 244,23 M","R$ 1,42 B","R$ 892,39 M","R$ 0,43",6
17,31/03/2020,"R$ 1,91 B","R$ 1,91 B","R$ 1,31 B","- R$ 261,91 M","R$ 1,57 B","R$ 1,03 B","R$ 0,50",6
18,31/12/2019,"R$ 1,76 B","R$ 1,58 B","R$ 922,55 M","- R$ 257,82 M","R$ 1,18 B","R$ 733,37 M","R$ 0,36",6
19,30/09/2019,"R$ 1,71 B","R$ 1,53 B","R$ 852,82 M","- R$ 257,30 M","R$ 1,11 B","R$ 719,83 M","R$ 0,35",6
20,30/06/2019,"R$ 1,42 B","R$ 1,42 B","R$ 742,02 M","- R$ 257,57 M","R$ 999,60 M","R$ 654,77 M","R$ 0,32",6
21,31/03/2019,"R$ 1,38 B","R$ 1,38 B","R$ 714,75 M","- R$ 257,56 M","R$ 972,31 M","R$ 606,20 M","R$ 0,29",6
22,31/12/2018,"R$ 1,31 B","R$ 1,31 B","R$ 657,21 M","- R$ 243,43 M","R$ 900,64 M","R$ 582,92 M","R$ 0,28",6
23,30/09/2018,"R$ 1,16 B","R$ 1,16 B","R$ 505,54 M","- R$ 236,39 M","R$ 741,93 M","R$ 465,36 M","R$ 0,23",6
24,30/06/2018,"R$ 1,25 B","R$ 1,25 B","R$ 719,24 M","- R$ 237,24 M","R$ 956,47 M","R$ 724,44 M","R$ 0,35",6
25,31/03/2018,"R$ 1,11 B","R$ 1,11 B","R$ 510,11 M","- R$ 236,05 M","R$ 746,16 M","R$ 314,72 M","R$ 0,15",6
26,31/12/2017,"R$ 1,03 B","R$ 1,03 B","R$ 444,31 M","- R$ 234,58 M","R$ 678,90 M","R$ 516,11 M","R$ 0,25",6
27,30/09/2017,"R$ 1,06 B","R$ 1,06 B","R$ 467,87 M","- R$ 223,55 M","R$ 691,42 M","R$ 336,26 M","R$ 0,16",6
28,30/06/2017,"R$ 970,90 M","R$ 970,90 M","R$ 299,64 M","- R$ 231,03 M","R$ 530,67 M","R$ 163,32 M","R$ 0,08",6
29,31/03/2017,"R$ 608,33 M","R$ 608,33 M","R$ 272,38 M","- R$ 26,40 M","R$ 298,78 M","R$ 280,55 M","R$ 0,14",6
30,31/12/2016,"R$ 623,65 M","R$ 623,65 M","R$ 314,42 M","- R$ 25,60 M","R$ 340,03 M","R$ 927,87 M","R$ 0,51",6
31,30/09/2016,"R$ 559,15 M","R$ 559,15 M","R$ 113,00 M","- R$ 25,14 M","R$ 138,14 M","R$ 293,47 M","R$ 0,16",6
32,30/06/2016,"R$ 574,47 M","R$ 574,47 M","R$ 305,69 M","- R$ 23,77 M","R$ 329,45 M","- R$ 114,40 M","- R$ 0,06",6
33,31/03/2016,"R$ 563,51 M","R$ 563,51 M","R$ 361,47 M","- R$ 23,81 M","R$ 385,29 M","R$ 339,33 M","R$ 0,19",6
34,31/12/2015,"R$ 543,23 M","R$ 543,23 M","- R$ 1,33 B","- R$ 26,04 M","- R$ 1,31 B","- R$ 407,75 M","- R$ 0,22",6
35,30/09/2015,"R$ 598,33 M","R$ 598,33 M","R$ 2,89 B","- R$ 26,13 M","R$ 2,91 B","R$ 2,01 B","R$ 1,11",6
36,30/06/2015,"R$ 554,63 M","R$ 554,63 M","R$ 396,96 M","- R$ 28,10 M","R$ 425,07 M","R$ 317,99 M","R$ 0,18",6
37,31/03/2015,"R$ 520,44 M","R$ 520,44 M","R$ 345,91 M","- R$ 30,59 M","R$ 376,50 M","R$ 279,48 M","R$ 0,15",6
38,31/12/2014,"R$ 529,98 M","R$ 529,98 M","R$ 351,70 M","- R$ 32,04 M","R$ 383,74 M","R$ 232,43 M","R$ 0,12",6
