,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 40,27 B","R$ 15,60 B","R$ 12,01 B","- R$ 7,84 B","R$ 19,85 B","R$ 219,54 M","R$ 0,17",69
1,31/03/2024,"R$ 37,94 B","R$ 13,13 B","R$ 10,46 B","- R$ 7,56 B","R$ 18,02 B","R$ 9,07 B","R$ 6,95",69
2,31/12/2023,"R$ 39,76 B","R$ 14,68 B","R$ 12,22 B","- R$ 7,32 B","R$ 19,54 B","R$ 14,08 B","R$ 10,64",69
3,30/09/2023,"R$ 43,75 B","R$ 18,66 B","R$ 16,36 B","- R$ 7,45 B","R$ 23,81 B","R$ 17,03 B","R$ 12,86",69
4,30/06/2023,"R$ 49,00 B","R$ 23,54 B","R$ 21,62 B","- R$ 7,42 B","R$ 29,04 B","R$ 23,21 B","R$ 17,53",69
5,31/03/2023,"R$ 51,36 B","R$ 26,01 B","R$ 23,14 B","- R$ 7,45 B","R$ 30,59 B","R$ 18,31 B","R$ 13,83",69
6,31/12/2022,"R$ 49,83 B","R$ 25,01 B","R$ 22,22 B","- R$ 7,43 B","R$ 29,65 B","R$ 23,38 B","R$ 17,18",69
7,30/09/2022,"R$ 46,93 B","R$ 23,21 B","R$ 19,68 B","- R$ 7,35 B","R$ 27,03 B","R$ 18,24 B","R$ 13,40",69
8,30/06/2022,"R$ 43,49 B","R$ 20,95 B","R$ 17,34 B","- R$ 7,17 B","R$ 24,52 B","R$ 11,83 B","R$ 8,69",69
9,31/03/2022,"R$ 41,82 B","R$ 20,62 B","R$ 17,96 B","- R$ 7,00 B","R$ 24,96 B","R$ 21,69 B","R$ 15,93",69
10,31/12/2021,"R$ 40,97 B","R$ 20,35 B","R$ 18,18 B","- R$ 7,04 B","R$ 25,22 B","R$ 8,63 B","R$ 6,34",69
11,30/09/2021,"R$ 37,51 B","R$ 17,70 B","R$ 15,84 B","- R$ 6,94 B","R$ 22,78 B","R$ 12,23 B","R$ 8,99",69
12,30/06/2021,"R$ 34,22 B","R$ 15,24 B","R$ 13,39 B","- R$ 6,87 B","R$ 20,26 B","R$ 12,03 B","R$ 8,84",69
13,31/03/2021,"R$ 32,37 B","R$ 13,38 B","R$ 10,70 B","- R$ 6,86 B","R$ 17,56 B","- R$ 59,54 M","- R$ 0,04",69
14,31/12/2020,"R$ 30,46 B","R$ 11,49 B","R$ 8,44 B","- R$ 6,72 B","R$ 15,16 B","- R$ 10,72 B","- R$ 7,88",69
15,30/09/2020,"R$ 29,50 B","R$ 9,60 B","R$ 6,60 B","- R$ 3,17 B","R$ 9,77 B","- R$ 15,47 B","- R$ 11,36",69
16,30/06/2020,"R$ 28,63 B","R$ 8,22 B","R$ 5,43 B","- R$ 3,07 B","R$ 8,49 B","- R$ 17,77 B","- R$ 13,05",69
17,31/03/2020,"R$ 27,29 B","R$ 6,46 B","R$ 3,79 B","- R$ 3,60 B","R$ 7,39 B","- R$ 15,01 B","- R$ 11,03",69
18,31/12/2019,"R$ 26,01 B","R$ 5,27 B","R$ 2,63 B","- R$ 4,44 B","R$ 7,07 B","- R$ 2,82 B","- R$ 2,07",69
19,30/09/2019,"R$ 22,19 B","R$ 5,57 B","R$ 3,03 B","- R$ 3,37 B","R$ 6,41 B","- R$ 2,52 B","- R$ 1,85",69
20,30/06/2019,"R$ 19,60 B","R$ 6,00 B","R$ 3,77 B","- R$ 2,67 B","R$ 6,44 B","R$ 828,51 M","R$ 0,61",69
21,31/03/2019,"R$ 16,14 B","R$ 6,08 B","R$ 4,06 B","- R$ 2,08 B","R$ 6,14 B","- R$ 1,72 B","- R$ 1,26",69
22,31/12/2018,"R$ 13,44 B","R$ 6,52 B","R$ 5,01 B","- R$ 1,56 B","R$ 6,57 B","R$ 318,34 M","R$ 0,29",69
23,30/09/2018,"R$ 13,35 B","R$ 6,30 B","R$ 5,21 B","- R$ 1,53 B","R$ 6,74 B","- R$ 786,34 M","- R$ 0,71",69
24,30/06/2018,"R$ 11,94 B","R$ 5,31 B","R$ 4,29 B","- R$ 1,46 B","R$ 5,75 B","R$ 122,31 M","R$ 0,11",69
25,31/03/2018,"R$ 11,27 B","R$ 4,80 B","R$ 3,92 B","- R$ 1,42 B","R$ 5,34 B","R$ 2,17 B","R$ 1,96",69
26,31/12/2017,"R$ 10,52 B","R$ 4,07 B","R$ 3,26 B","- R$ 1,40 B","R$ 4,66 B","R$ 1,81 B","R$ 1,63",69
27,30/09/2017,"R$ 9,88 B","R$ 3,50 B","R$ 1,57 B","- R$ 1,42 B","R$ 2,99 B","R$ 1,01 B","R$ 0,91",69
28,30/06/2017,"R$ 9,45 B","R$ 3,08 B","R$ 1,08 B","- R$ 1,40 B","R$ 2,48 B","R$ 261,70 M","R$ 0,24",69
29,31/03/2017,"R$ 9,43 B","R$ 2,88 B","R$ 874,37 M","- R$ 1,42 B","R$ 2,29 B","R$ 1,02 B","R$ 0,92",69
30,31/12/2016,"R$ 9,88 B","R$ 3,31 B","R$ 1,32 B","- R$ 1,40 B","R$ 2,72 B","R$ 1,69 B","R$ 1,53",69
31,30/09/2016,"R$ 10,09 B","R$ 3,67 B","R$ 2,61 B","- R$ 1,39 B","R$ 4,00 B","R$ 2,47 B","R$ 2,23",69
32,30/06/2016,"R$ 10,91 B","R$ 4,38 B","R$ 3,40 B","- R$ 1,41 B","R$ 4,82 B","R$ 1,46 B","R$ 1,32",69
33,31/03/2016,"R$ 10,79 B","R$ 4,40 B","R$ 3,41 B","- R$ 1,42 B","R$ 4,83 B","R$ 961,76 M","R$ 0,87",69
34,31/12/2015,"R$ 10,22 B","R$ 4,04 B","R$ 3,07 B","- R$ 1,42 B","R$ 4,49 B","- R$ 925,35 M","- R$ 0,84",69
35,30/09/2015,"R$ 9,69 B","R$ 3,56 B","R$ 2,73 B","- R$ 1,43 B","R$ 4,17 B","- R$ 1,46 B","- R$ 1,32",69
36,30/06/2015,"R$ 8,69 B","R$ 2,73 B","R$ 1,95 B","- R$ 1,36 B","R$ 3,31 B","- R$ 866,53 M","- R$ 0,78",69
37,31/03/2015,"R$ 8,01 B","R$ 2,28 B","R$ 1,56 B","- R$ 1,31 B","R$ 2,87 B","- R$ 1,23 B","- R$ 1,11",69
38,31/12/2014,"R$ 7,26 B","R$ 1,91 B","R$ 1,23 B","- R$ 1,22 B","R$ 2,45 B","- R$ 261,51 M","- R$ 0,24",69
39,30/09/2014,"R$ 6,75 B","R$ 1,72 B","R$ 1,07 B","- R$ 1,09 B","R$ 2,16 B","- R$ 122,19 M","- R$ 0,11",69
