,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,NEOGRID,NEOGRID PARTICIPACOES S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Participação em outras empresas ou sociedades. negócios e empreendimentos; desenvolvimento. licenciamento e implementação de softwares; e prestação de serviços de assessoria técnica e de treinamento.,"R$ 1,83 M",Tecnologia da Informação,Programas e Serviços,Programas e Serviços,"IGC, IGNM, ITAG"
