,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,ESTAPAR,ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ATIVO,FASE OPERACIONAL,Novo Mercado,Outras atividades de publicidade não especificadas anteriormente; gestão de ativos intangíveis não-financeiros; outras atividades de serviços pessoais não especificadas anteriormente.,"R$ 499,51 mil",Bens Industriais,Serviços,Serviços Diversos,"IGC, IGNM, ITAG"
