,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 385,13 M","R$ 127,18 M","R$ 59,28 M","- R$ 61,38 M","R$ 120,67 M","R$ 3,71 M","R$ 0,02",212
1,31/03/2024,"R$ 369,61 M","R$ 119,07 M","R$ 43,94 M","- R$ 60,48 M","R$ 104,42 M","- R$ 16,04 M","- R$ 0,07",212
2,31/12/2023,"R$ 365,40 M","R$ 116,80 M","R$ 46,33 M","- R$ 59,24 M","R$ 105,57 M","- R$ 10,38 M","- R$ 0,05",212
3,30/09/2023,"R$ 350,77 M","R$ 115,36 M","R$ 46,15 M","- R$ 58,33 M","R$ 104,48 M","- R$ 15,31 M","- R$ 0,07",212
4,30/06/2023,"R$ 334,65 M","R$ 106,65 M","R$ 46,65 M","- R$ 59,03 M","R$ 105,68 M","- R$ 16,47 M","- R$ 0,08",212
5,31/03/2023,"R$ 305,52 M","R$ 101,14 M","R$ 32,90 M","- R$ 57,86 M","R$ 90,75 M","- R$ 31,76 M","- R$ 0,15",212
6,31/12/2022,"R$ 300,25 M","R$ 62,94 M","R$ 13,92 M","- R$ 57,98 M","R$ 71,90 M","- R$ 44,76 M","- R$ 0,21",212
7,30/09/2022,"R$ 295,02 M","R$ 92,91 M","R$ 29,50 M","- R$ 57,48 M","R$ 86,98 M","- R$ 35,10 M","- R$ 0,16",212
8,30/06/2022,"R$ 273,69 M","R$ 87,70 M","R$ 20,72 M","- R$ 58,03 M","R$ 78,75 M","- R$ 37,15 M","- R$ 0,17",212
9,31/03/2022,"R$ 244,00 M","R$ 73,48 M","R$ 11,70 M","- R$ 57,16 M","R$ 68,85 M","- R$ 43,86 M","- R$ 0,21",212
10,31/12/2021,"R$ 265,15 M","R$ 67,59 M","R$ 7,10 M","- R$ 58,37 M","R$ 65,46 M","- R$ 49,96 M","- R$ 0,24",212
11,30/09/2021,"R$ 228,67 M","R$ 62,28 M","- R$ 452,00 mil","- R$ 59,52 M","R$ 59,07 M","- R$ 48,22 M","- R$ 0,25",212
12,30/06/2021,"R$ 175,63 M","R$ 40,00 M","- R$ 17,30 M","- R$ 59,84 M","R$ 42,54 M","- R$ 60,69 M","- R$ 0,31",212
13,31/03/2021,"R$ 165,48 M","R$ 37,06 M","- R$ 21,74 M","- R$ 59,87 M","R$ 38,13 M","- R$ 64,63 M","- R$ 0,33",212
14,31/12/2020,"R$ 184,62 M","R$ 43,03 M","R$ 31,37 M","- R$ 62,37 M","R$ 93,74 M","- R$ 15,94 M","- R$ 0,08",212
15,30/09/2020,"R$ 135,54 M","R$ 37,05 M","- R$ 22,32 M","- R$ 75,19 M","R$ 52,87 M","- R$ 73,12 M","- R$ 0,38",212
16,30/06/2020,"R$ 85,82 M","R$ 20,74 M","- R$ 15,69 M","- R$ 59,85 M","R$ 44,17 M","- R$ 56,57 M","- R$ 0,29",212
17,31/03/2020,"R$ 243,38 M","R$ 64,00 M","R$ 14,82 M","- R$ 59,59 M","R$ 74,41 M","- R$ 25,33 M","- R$ 0,16",212
18,31/12/2019,,,,,,,,212
