,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"16,13%","6,64%","24,44%","10,05%","-2,00%","-0,51%","61,30%","-1,34%","18,87%","32,00%","0,38","4,37","3,37","4,35"
1,30/06/2024,"12,87%","5,86%","19,51%","8,88%","-3,91%","-1,00%","61,67%","-2,64%","17,85%","31,58%","0,38","4,01","3,01","4,07"
2,31/03/2024,"11,37%","5,24%","17,22%","7,94%","-7,02%","-1,78%","59,81%","-4,98%","16,29%","31,51%","0,36","3,76","2,76","3,66"
3,31/12/2023,"9,24%","4,35%","13,99%","6,60%","-11,93%","-3,07%","59,31%","-8,83%","14,06%","28,38%","0,35","4,02","3,02","4,68"
4,30/09/2023,"7,38%","3,56%","11,18%","5,39%","-3,54%","-0,90%","57,97%","-2,54%","10,96%","25,89%","0,35","3,89","2,89","4,84"
5,30/06/2023,"6,53%","3,25%","9,89%","4,92%","-4,08%","-1,05%","57,41%","-3,02%","10,29%","25,72%","0,35","3,90","2,90","5,44"
6,31/03/2023,"5,98%","2,99%","9,06%","4,53%","-3,13%","-0,83%","58,09%","-2,47%","9,68%","24,10%","0,33","3,95","2,95","5,80"
7,31/12/2022,"8,23%","3,43%","12,47%","5,20%","-4,29%","-1,03%","57,66%","-2,87%","10,61%","26,73%","0,36","3,88","2,88","5,45"
8,30/09/2022,"7,55%","3,51%","11,44%","5,32%","-14,44%","-3,61%","56,93%","-10,43%","11,27%","27,34%","0,35","3,95","2,95","4,95"
9,30/06/2022,"8,45%","3,72%","12,81%","5,63%","-12,17%","-3,06%","55,99%","-9,02%","11,95%","28,66%","0,34","3,90","2,90","4,96"
10,31/03/2022,"8,56%","6,23%","12,97%","9,44%","-8,90%","-4,57%","55,89%","-7,26%","11,91%","28,52%","0,63","3,79","2,79","5,46"
11,31/12/2021,"6,21%","4,95%","9,41%","7,50%","-3,50%","-1,91%","52,85%","-3,31%","10,61%","26,56%","0,58","4,15","3,15","6,94"
12,30/09/2021,"9,34%","6,84%","14,15%","10,37%","1,99%","0,89%","54,91%","1,52%","13,81%","28,35%","0,59","4,00","3,00","8,06"
13,30/06/2021,"6,70%","5,00%","10,16%","7,58%","1,31%","0,63%","54,36%","1,25%","12,33%","24,23%","0,50","3,98","2,98","11,41"
14,31/03/2021,"5,79%","4,50%","8,77%","6,82%","1,79%","0,89%","52,20%","1,99%","12,99%","23,61%","0,45","1,95","0,95","3,95"
15,31/12/2020,"5,83%","4,10%","8,83%","6,20%","-5,95%","-1,71%","51,80%","-2,89%","8,31%","18,85%","0,59","1,83","0,83","4,64"
16,30/09/2020,"6,62%","4,50%","10,03%","6,82%","-5,31%","-1,68%","49,49%","-2,66%","8,30%","18,82%","0,63","2,23","1,23","4,84"
17,30/06/2020,"5,98%","4,46%","9,06%","6,76%","-5,92%","-2,06%","47,57%","-3,10%","7,93%","18,31%","0,66","2,08","1,08","4,83"
18,31/03/2020,"4,10%","3,08%","6,21%","4,67%","-9,46%","-3,34%","44,54%","-5,37%","5,91%","16,43%","0,62","2,02","1,02","5,84"
19,31/12/2019,"13,68%","8,23%","20,73%","12,46%","-1,44%","-0,66%","43,16%","-0,81%","10,15%","20,57%","0,82","3,48","2,48","5,00"
20,30/09/2019,"9,90%","6,34%","15,00%","9,61%","0,10%","0,04%","40,57%","0,06%","8,81%","17,86%","0,77","3,16","2,16","4,73"
21,30/06/2019,"6,73%","4,23%","10,20%","6,41%","-1,87%","-0,91%","38,28%","-1,20%","5,68%","13,42%","0,75","2,87","1,87","5,64"
22,31/03/2019,"6,07%","3,75%","9,20%","5,68%","0,06%","0,03%","37,32%","0,04%","4,92%","11,19%","0,82","2,83","1,83","6,92"
23,31/12/2018,"4,53%","2,72%","6,86%","4,12%","0,32%","0,17%","35,86%","0,20%","3,51%","8,43%","0,82","2,17","1,17","3,20"
24,30/09/2018,"5,14%","3,19%","7,78%","4,83%","4,41%","2,28%","36,54%","2,87%","4,24%","9,20%","0,79","2,19","1,19","3,78"
25,30/06/2018,"7,03%","4,54%","10,65%","6,88%","8,31%","4,07%","37,61%","5,37%","6,52%","11,49%","0,76","2,07","1,07","2,20"
26,31/03/2018,"7,36%","4,83%","11,16%","7,31%","10,97%","5,31%","37,99%","7,12%","7,04%","12,08%","0,75","1,86","0,86","1,81"
27,31/12/2017,"8,96%","5,84%","13,57%","8,85%","13,40%","6,14%","38,17%","8,14%","8,24%","13,15%","0,75","1,92","0,92","1,76"
28,30/09/2017,"6,20%","4,05%","9,40%","6,13%","5,60%","2,66%","38,31%","3,69%","6,15%","11,11%","0,72","1,93","0,93","2,15"
29,30/06/2017,"5,37%","3,74%","8,14%","5,67%","4,97%","2,31%","37,44%","3,32%","6,10%","10,86%","0,70","2,04","1,04","2,98"
30,31/03/2017,"5,77%","3,88%","8,74%","5,88%","2,62%","1,34%","37,01%","1,82%","6,16%","10,66%","0,74","2,07","1,07","3,15"
31,31/12/2016,"6,34%","3,81%","9,61%","5,78%","3,25%","1,77%","36,32%","2,17%","5,84%","10,23%","0,82","2,18","1,18","3,44"
32,30/09/2016,"8,14%","5,06%","12,34%","7,67%","7,75%","4,21%","37,72%","5,59%","8,42%","12,17%","0,75","2,10","1,10","3,15"
33,30/06/2016,"16,21%","8,27%","24,56%","12,54%","11,99%","7,76%","39,68%","8,48%","10,71%","14,29%","0,92","2,15","1,15","3,21"
34,31/03/2016,"10,81%","5,43%","16,38%","8,23%","8,05%","5,33%","41,19%","6,08%","7,12%","10,47%","0,88","1,95","0,95","3,79"
