,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 9,77 B","R$ 2,44 B","R$ 6,04",403.868.805,0,0,403.868.805,26.480.554,0,0,26.480.554,377.388.251,0,377.388.251
1,31/03/2024,"R$ 9,24 B","R$ 2,45 B","R$ 6,07",403.868.805,0,0,403.868.805,26.482.114,0,0,26.482.114,377.386.691,0,377.386.691
2,31/12/2023,"R$ 9,66 B","R$ 2,40 B","R$ 5,95",403.868.805,0,0,403.868.805,26.482.114,0,0,26.482.114,377.386.691,0,377.386.691
3,30/09/2023,"R$ 9,92 B","R$ 2,55 B","R$ 6,32",403.868.805,0,0,403.868.805,26.493.614,0,0,26.493.614,377.375.191,0,377.375.191
4,30/06/2023,"R$ 10,06 B","R$ 2,58 B","R$ 6,39",403.868.805,0,0,403.868.805,26.817.952,0,0,26.817.952,377.050.853,0,377.050.853
5,31/03/2023,"R$ 10,57 B","R$ 2,68 B","R$ 6,63",403.868.805,0,0,403.868.805,26.817.952,0,0,26.817.952,377.050.853,0,377.050.853
6,31/12/2022,"R$ 10,73 B","R$ 2,76 B","R$ 6,84",403.868.805,0,0,403.868.805,26.257.255,0,0,26.257.255,377.611.550,0,377.611.550
7,30/09/2022,"R$ 10,42 B","R$ 2,64 B","R$ 6,53",403.868.805,0,0,403.868.805,26.577.569,0,0,26.577.569,377.291.236,0,377.291.236
8,30/06/2022,"R$ 10,48 B","R$ 2,69 B","R$ 6,66",403.868.805,0,0,403.868.805,26.023.043,0,0,26.023.043,377.845.762,0,377.845.762
9,31/03/2022,"R$ 10,82 B","R$ 2,85 B","R$ 7,06",403.868.805,0,0,403.868.805,22.417.243,0,0,22.417.243,381.451.562,0,381.451.562
10,31/12/2021,"R$ 9,88 B","R$ 2,38 B","R$ 5,90",403.868.805,0,0,403.868.805,10.407.060,0,0,10.407.060,393.461.745,0,393.461.745
11,30/09/2021,"R$ 10,32 B","R$ 2,58 B","R$ 6,38",403.868.805,0,0,403.868.805,5.457.060,0,0,5.457.060,398.411.745,0,398.411.745
12,30/06/2021,"R$ 10,19 B","R$ 2,56 B","R$ 6,35",403.868.805,0,0,403.868.805,5.457.120,0,0,5.457.120,398.411.685,0,398.411.685
13,31/03/2021,"R$ 4,98 B","R$ 2,56 B","R$ 6,34",403.868.805,0,0,403.868.805,6.567.774,0,0,6.567.774,397.301.031,0,397.301.031
14,31/12/2020,"R$ 4,58 B","R$ 2,51 B","R$ 18,61",134.622.935,0,0,134.622.935,2.189.258,0,0,2.189.258,132.433.677,0,132.433.677
