,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 570,47 M","- R$ 162,00 M","- R$ 297,51 M","R$ 110,96 M"
1,31/03/2024,"R$ 586,35 M","R$ 352,41 M","- R$ 1,21 B","- R$ 273,31 M"
2,31/12/2023,"R$ 500,77 M","R$ 509,00 mil","- R$ 784,30 M","- R$ 283,02 M"
3,30/09/2023,"R$ 330,42 M","- R$ 19,59 M","- R$ 57,41 M","R$ 253,43 M"
4,30/06/2023,"R$ 294,24 M","- R$ 195,44 M","- R$ 183,57 M","- R$ 84,78 M"
5,31/03/2023,"R$ 185,63 M","- R$ 7,73 M","R$ 12,77 M","R$ 190,67 M"
6,31/12/2022,"R$ 227,95 M","R$ 38,27 M","- R$ 13,04 M","R$ 253,18 M"
7,30/09/2022,"R$ 326,46 M","R$ 478,01 M","- R$ 787,07 M","R$ 17,40 M"
8,30/06/2022,"R$ 309,93 M","R$ 324,30 M","- R$ 629,17 M","R$ 5,06 M"
9,31/03/2022,"R$ 348,46 M","- R$ 2,12 B","R$ 1,94 B","R$ 166,88 M"
10,31/12/2021,"R$ 377,17 M","- R$ 2,32 B","R$ 2,04 B","R$ 96,07 M"
11,30/09/2021,"R$ 374,14 M","- R$ 3,31 B","R$ 3,03 B","R$ 90,59 M"
12,30/06/2021,"R$ 272,60 M","- R$ 3,31 B","R$ 3,14 B","R$ 99,27 M"
13,31/03/2021,"R$ 197,05 M","- R$ 831,37 M","R$ 660,12 M","R$ 25,79 M"
14,31/12/2020,"R$ 124,53 M","- R$ 1,68 B","R$ 1,59 B","R$ 41,63 M"
15,30/09/2020,"R$ 217,61 M","- R$ 1,15 B","R$ 983,83 M","R$ 56,38 M"
16,30/06/2020,"R$ 197,35 M","- R$ 1,19 B","R$ 1,01 B","R$ 11,61 M"
17,31/03/2020,"R$ 177,03 M","- R$ 1,25 B","R$ 1,06 B","- R$ 8,06 M"
18,31/12/2019,"R$ 160,14 M","- R$ 374,99 M","R$ 146,90 M","- R$ 67,96 M"
19,30/09/2019,"R$ 113,16 M","- R$ 44,39 M","- R$ 64,17 M","R$ 4,61 M"
20,30/06/2019,"R$ 88,25 M","- R$ 53,59 M","- R$ 139,77 M","- R$ 105,11 M"
21,31/03/2019,"R$ 176,35 M","- R$ 169,48 M","R$ 11,29 M","R$ 18,16 M"
22,31/12/2018,"R$ 165,75 M","- R$ 139,73 M","R$ 39,57 M","R$ 65,59 M"
23,30/09/2018,"R$ 183,08 M","- R$ 226,43 M","R$ 29,15 M","- R$ 14,20 M"
24,30/06/2018,"R$ 263,00 M","- R$ 140,32 M","- R$ 18,08 M","R$ 104,60 M"
25,31/03/2018,"R$ 160,93 M","- R$ 11,94 M","- R$ 151,04 M","- R$ 2,04 M"
26,31/12/2017,"R$ 157,25 M","- R$ 16,49 M","- R$ 146,41 M","- R$ 5,65 M"
27,30/09/2017,"R$ 152,10 M","R$ 15,48 M","- R$ 153,45 M","R$ 14,13 M"
28,30/06/2017,"R$ 153,38 M","- R$ 2,40 M","- R$ 142,70 M","R$ 8,28 M"
29,31/03/2017,"R$ 160,98 M","- R$ 92,44 M","- R$ 64,64 M","R$ 3,91 M"
30,31/12/2016,"R$ 122,08 M","- R$ 42,44 M","- R$ 65,55 M","R$ 14,09 M"
31,30/09/2016,"R$ 77,48 M","- R$ 22,51 M","- R$ 50,45 M","R$ 4,51 M"
32,30/06/2016,"R$ 4,82 M","- R$ 201,70 M","R$ 204,66 M","R$ 7,78 M"
33,31/03/2016,"- R$ 64,22 M","- R$ 77,46 M","R$ 140,50 M","- R$ 1,18 M"
34,31/12/2015,"- R$ 35,77 M","- R$ 95,75 M","R$ 141,14 M","R$ 9,61 M"
35,30/09/2015,"- R$ 8,01 M","- R$ 96,79 M","R$ 104,94 M","R$ 136,00 mil"
36,30/06/2015,"R$ 4,08 M","R$ 88,31 M","- R$ 84,80 M","R$ 7,59 M"
37,31/03/2015,"R$ 71,57 M","R$ 30,94 M","- R$ 86,21 M","R$ 16,29 M"
38,31/12/2014,"R$ 87,51 M","- R$ 1,09 M","- R$ 82,76 M","R$ 3,67 M"
39,30/09/2014,"R$ 101,49 M","- R$ 427,12 M","R$ 331,55 M","R$ 5,92 M"
40,30/06/2014,"R$ 62,98 M","- R$ 412,35 M","R$ 336,25 M","- R$ 13,13 M"
41,31/03/2014,"R$ 76,77 M","- R$ 486,40 M","R$ 382,57 M","- R$ 27,07 M"
42,31/12/2013,"R$ 65,99 M","- R$ 515,61 M","R$ 456,35 M","R$ 6,73 M"
43,30/09/2013,"R$ 86,40 M","- R$ 163,94 M","R$ 49,93 M","- R$ 27,62 M"
44,30/06/2013,"R$ 67,58 M","- R$ 114,91 M","R$ 6,52 M","- R$ 40,82 M"
45,31/03/2013,"R$ 51,97 M","- R$ 88,53 M","R$ 69,93 M","R$ 33,37 M"
46,31/12/2012,"R$ 46,99 M","- R$ 34,38 M","- R$ 7,96 M","R$ 4,65 M"
