,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 902,30 M","R$ 239,42 M","R$ 187,32 M","- R$ 15,95 M","R$ 203,27 M","- R$ 51,53 M","- R$ 6,68"
1,31/03/2024,"R$ 893,89 M","R$ 239,64 M","R$ 56,64 M","- R$ 15,29 M","R$ 71,93 M","- R$ 141,37 M","- R$ 18,32"
2,31/12/2023,"R$ 886,75 M","R$ 233,07 M","R$ 63,50 M","- R$ 14,84 M","R$ 78,34 M","- R$ 136,14 M","- R$ 17,64"
3,30/09/2023,"R$ 869,99 M","R$ 218,67 M","R$ 57,68 M","- R$ 15,19 M","R$ 72,88 M","- R$ 246,17 M","- R$ 31,90"
4,30/06/2023,"R$ 862,17 M","R$ 198,42 M","R$ 39,88 M","- R$ 16,29 M","R$ 56,17 M","- R$ 256,93 M","- R$ 33,30"
5,31/03/2023,"R$ 858,26 M","R$ 178,09 M","R$ 12,80 M","- R$ 17,37 M","R$ 30,17 M","- R$ 278,04 M","- R$ 36,03"
6,31/12/2022,"R$ 833,19 M","R$ 154,90 M","- R$ 11,15 M","- R$ 18,18 M","R$ 7,03 M","- R$ 290,12 M","- R$ 37,60"
7,30/09/2022,"R$ 821,64 M","R$ 142,81 M","- R$ 20,75 M","- R$ 18,45 M","- R$ 2,31 M","- R$ 170,71 M","- R$ 22,12"
8,30/06/2022,"R$ 797,27 M","R$ 142,23 M","- R$ 14,28 M","- R$ 18,05 M","R$ 3,77 M","- R$ 150,96 M","- R$ 19,56"
9,31/03/2022,"R$ 761,47 M","R$ 134,46 M","- R$ 15,01 M","- R$ 17,69 M","R$ 2,68 M","- R$ 131,30 M","- R$ 17,02"
10,31/12/2021,"R$ 744,69 M","R$ 139,31 M","- R$ 6,51 M","- R$ 17,51 M","R$ 11,00 M","- R$ 112,78 M","- R$ 14,62"
11,30/09/2021,"R$ 718,65 M","R$ 137,37 M","- R$ 7,87 M","- R$ 17,47 M","R$ 9,60 M","- R$ 105,69 M","- R$ 13,70"
12,30/06/2021,"R$ 671,24 M","R$ 122,13 M","- R$ 16,68 M","- R$ 17,51 M","R$ 823,00 mil","- R$ 111,49 M","- R$ 14,45"
