,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 1,44 B","R$ 906,67 M","R$ 483,98 M","- R$ 225,45 M","R$ 709,43 M","R$ 285,96 M","R$ 1,17"
1,31/03/2024,"R$ 1,41 B","R$ 890,97 M","R$ 472,89 M","- R$ 224,88 M","R$ 697,77 M","R$ 279,12 M","R$ 1,13"
2,31/12/2023,"R$ 1,38 B","R$ 887,83 M","R$ 469,22 M","- R$ 220,48 M","R$ 689,70 M","R$ 277,93 M","R$ 1,13"
3,30/09/2023,"R$ 1,34 B","R$ 874,71 M","R$ 433,44 M","- R$ 202,14 M","R$ 635,58 M","R$ 244,65 M","R$ 0,99"
4,30/06/2023,"R$ 1,27 B","R$ 821,34 M","R$ 405,63 M","- R$ 193,56 M","R$ 599,19 M","R$ 243,03 M","R$ 0,99"
5,31/03/2023,"R$ 1,18 B","R$ 753,95 M","R$ 365,48 M","- R$ 180,78 M","R$ 546,26 M","R$ 242,10 M","R$ 0,98"
6,31/12/2022,"R$ 1,09 B","R$ 695,08 M","R$ 322,23 M","- R$ 167,61 M","R$ 489,85 M","R$ 216,51 M","R$ 0,88"
7,30/09/2022,"R$ 984,21 M","R$ 603,53 M","R$ 281,30 M","- R$ 166,52 M","R$ 447,82 M","R$ 212,59 M","R$ 0,86"
8,30/06/2022,"R$ 894,84 M","R$ 542,81 M","R$ 234,77 M","- R$ 154,74 M","R$ 389,51 M","R$ 179,16 M","R$ 0,73"
9,31/03/2022,"R$ 818,88 M","R$ 478,06 M","R$ 192,66 M","- R$ 147,75 M","R$ 340,40 M","R$ 135,97 M","R$ 0,55"
10,31/12/2021,"R$ 738,12 M","R$ 402,99 M","R$ 146,75 M","- R$ 144,84 M","R$ 291,59 M","R$ 102,49 M","R$ 0,41"
11,30/09/2021,"R$ 667,09 M","R$ 338,63 M","R$ 110,06 M","- R$ 145,17 M","R$ 255,22 M","R$ 66,43 M","R$ 0,26"
12,30/06/2021,"R$ 607,93 M","R$ 279,79 M","R$ 72,73 M","- R$ 142,60 M","R$ 215,33 M","R$ 36,12 M","R$ 0,14"
13,31/03/2021,"R$ 534,57 M","R$ 225,64 M","R$ 30,91 M","- R$ 146,46 M","R$ 177,38 M","R$ 3,64 M","R$ 0,01"
14,31/12/2020,"R$ 506,34 M","R$ 199,42 M","R$ 13,53 M","- R$ 150,34 M","R$ 163,87 M","- R$ 4,75 M","- R$ 0,02"
15,30/09/2020,"R$ 496,73 M","R$ 189,25 M","- R$ 6,48 M","- R$ 153,20 M","R$ 146,73 M","- R$ 15,05 M","- R$ 0,06"
16,30/06/2020,"R$ 492,37 M","R$ 193,63 M","- R$ 28,48 M","- R$ 171,79 M","R$ 143,31 M","- R$ 35,67 M","- R$ 0,14"
17,31/03/2020,"R$ 494,52 M","R$ 188,61 M","- R$ 30,13 M","- R$ 170,24 M","R$ 140,11 M","- R$ 36,80 M","- R$ 0,15"
18,31/12/2019,"R$ 439,47 M","R$ 156,97 M","- R$ 42,99 M","- R$ 162,27 M","R$ 119,28 M","- R$ 44,98 M","- R$ 0,18"
19,30/09/2019,NA,NA,NA,"- R$ 109,36 M","- R$ 5,59 M",NA,NA
20,30/06/2019,NA,NA,NA,"- R$ 87,62 M","- R$ 43,00 M",NA,NA
21,31/03/2019,"R$ 292,65 M","R$ 48,74 M","- R$ 110,83 M","- R$ 124,70 M","R$ 13,87 M","- R$ 73,74 M","- R$ 0,42"
22,31/12/2018,"R$ 304,19 M","R$ 32,19 M","- R$ 126,41 M","- R$ 126,68 M","R$ 271,00 mil","- R$ 94,97 M","- R$ 0,54"
23,30/09/2018,"R$ 301,82 M","R$ 29,34 M","- R$ 149,82 M","- R$ 131,94 M","- R$ 17,88 M","- R$ 146,55 M","- R$ 0,83"
24,30/06/2018,"R$ 305,11 M","R$ 21,02 M","- R$ 149,63 M","- R$ 137,11 M","- R$ 12,53 M","- R$ 137,11 M","- R$ 0,78"
25,31/03/2018,"R$ 304,13 M","R$ 12,25 M","- R$ 160,40 M","- R$ 141,60 M","- R$ 18,80 M","- R$ 129,89 M","- R$ 0,74"
26,31/12/2017,"R$ 291,27 M","R$ 1,31 M","- R$ 188,96 M","- R$ 145,72 M","- R$ 43,24 M","- R$ 138,38 M","- R$ 0,79"
