,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"18,79%","17,58%","28,47%","26,64%","20,87%","10,53%","62,87%","19,22%","33,08%","48,08%","0,55","2,45","1,45","1,62"
1,30/06/2024,"18,25%","17,10%","27,65%","25,90%","21,39%","10,76%","63,04%","19,88%","33,65%","49,32%","0,54","2,42","1,42","1,47"
2,31/03/2024,"19,22%","18,00%","29,12%","27,28%","21,67%","10,57%","63,36%","19,85%","33,63%","49,62%","0,53","2,02","1,02","0,69"
3,31/12/2023,"23,56%","21,67%","35,70%","32,83%","22,46%","10,74%","64,44%","20,17%","34,06%","50,06%","0,53","1,88","0,88","0,65"
4,30/09/2023,"23,02%","20,95%","34,88%","31,75%","20,32%","12,37%","65,40%","18,29%","32,41%","47,52%","0,68","1,98","0,98","0,76"
5,30/06/2023,"25,55%","22,70%","38,71%","34,39%","21,19%","13,33%","64,57%","19,10%","31,89%","47,10%","0,70","1,99","0,99","0,89"
6,31/03/2023,"25,10%","22,00%","38,04%","33,34%","21,43%","13,59%","63,80%","20,49%","30,93%","46,23%","0,66","2,05","1,05","0,82"
7,31/12/2022,"22,21%","19,52%","33,64%","29,58%","19,85%","14,93%","63,65%","19,83%","29,51%","44,85%","0,75","2,09","1,09","0,39"
8,30/09/2022,"20,37%","18,77%","30,86%","28,44%","19,54%","14,63%","61,32%","21,60%","28,58%","45,50%","0,68","1,64","0,64","0,36"
9,30/06/2022,"16,93%","15,63%","25,65%","23,69%","16,24%","12,06%","60,66%","20,02%","26,24%","43,53%","0,60","1,59","0,59","0,08"
10,31/03/2022,"14,15%","13,07%","21,44%","19,80%","12,29%","9,10%","58,38%","16,60%","23,53%","41,57%","0,55","1,58","0,58","-0,10"
11,31/12/2021,"10,66%","9,85%","16,15%","14,93%","9,33%","6,95%","54,60%","13,88%","19,88%","39,50%","0,50","1,33","0,33","0,00"
12,30/09/2021,"7,70%","7,19%","11,67%","10,89%","6,07%","4,76%","50,76%","9,96%","16,50%","38,26%","0,48","1,34","0,34","-0,39"
13,30/06/2021,"4,91%","4,59%","7,44%","6,96%","3,30%","2,47%","46,02%","5,94%","11,96%","35,42%","0,42","1,35","0,35","-0,52"
14,31/03/2021,"1,98%","1,85%","3,00%","2,81%","0,33%","0,25%","42,21%","0,68%","5,78%","33,18%","0,36","1,35","0,35","-0,75"
