,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 6,67 B","R$ 3,93 B","R$ 2,40 B","- R$ 516,68 M","R$ 2,92 B","R$ 1,52 B","R$ 1,00"
1,31/03/2024,"R$ 6,54 B","R$ 3,92 B","R$ 2,44 B","- R$ 497,21 M","R$ 2,94 B","R$ 1,56 B","R$ 1,03"
2,31/12/2023,"R$ 6,29 B","R$ 3,78 B","R$ 2,35 B","- R$ 480,11 M","R$ 2,83 B","R$ 1,50 B","R$ 0,99"
3,30/09/2023,"R$ 6,07 B","R$ 3,65 B","R$ 2,25 B","- R$ 469,71 M","R$ 2,72 B","R$ 1,49 B","R$ 0,99"
4,30/06/2023,"R$ 5,90 B","R$ 3,55 B","R$ 2,05 B","- R$ 455,77 M","R$ 2,51 B","R$ 1,37 B","R$ 0,90"
5,31/03/2023,"R$ 5,72 B","R$ 3,34 B","R$ 1,85 B","- R$ 444,32 M","R$ 2,29 B","R$ 1,18 B","R$ 0,78"
6,31/12/2022,"R$ 5,67 B","R$ 3,29 B","R$ 1,79 B","- R$ 433,42 M","R$ 2,22 B","R$ 1,15 B","R$ 0,76"
7,30/09/2022,"R$ 5,58 B","R$ 3,27 B","R$ 1,77 B","- R$ 421,05 M","R$ 2,19 B","R$ 1,13 B","R$ 0,75"
8,30/06/2022,"R$ 5,47 B","R$ 3,19 B","R$ 1,79 B","- R$ 414,18 M","R$ 2,21 B","R$ 1,12 B","R$ 0,74"
9,31/03/2022,"R$ 5,38 B","R$ 3,24 B","R$ 1,94 B","- R$ 405,47 M","R$ 2,35 B","R$ 1,22 B","R$ 0,81"
10,31/12/2021,"R$ 5,20 B","R$ 3,15 B","R$ 1,88 B","- R$ 394,47 M","R$ 2,27 B","R$ 1,18 B","R$ 0,78"
11,30/09/2021,"R$ 5,06 B","R$ 3,08 B","R$ 1,86 B","- R$ 386,82 M","R$ 2,24 B","R$ 1,14 B","R$ 0,75"
12,30/06/2021,"R$ 4,90 B","R$ 2,94 B","R$ 1,67 B","- R$ 377,53 M","R$ 2,04 B","R$ 1,03 B","R$ 0,68"
13,31/03/2021,"R$ 4,78 B","R$ 2,84 B","R$ 1,56 B","- R$ 369,35 M","R$ 1,93 B","R$ 986,81 M","R$ 0,65"
14,31/12/2020,"R$ 4,80 B","R$ 2,88 B","R$ 1,57 B","- R$ 361,87 M","R$ 1,93 B","R$ 996,34 M","R$ 0,66"
15,30/09/2020,"R$ 4,90 B","R$ 2,96 B","R$ 1,66 B","- R$ 353,98 M","R$ 2,02 B","R$ 1,09 B","R$ 0,72"
16,30/06/2020,"R$ 4,92 B","R$ 3,00 B","R$ 1,76 B","- R$ 347,64 M","R$ 2,11 B","R$ 1,17 B","R$ 0,77"
17,31/03/2020,"R$ 4,87 B","R$ 2,98 B","R$ 1,70 B","- R$ 341,93 M","R$ 2,04 B","R$ 1,12 B","R$ 0,74"
18,31/12/2019,"R$ 4,72 B","R$ 2,86 B","R$ 1,63 B","- R$ 337,44 M","R$ 1,97 B","R$ 1,08 B","R$ 2,14"
19,30/09/2019,"R$ 4,48 B","R$ 2,68 B","R$ 1,49 B","- R$ 321,69 M","R$ 1,82 B","R$ 1,01 B","R$ 2,01"
20,30/06/2019,"R$ 4,34 B","R$ 2,56 B","R$ 1,38 B","- R$ 305,32 M","R$ 1,69 B","R$ 902,09 M","R$ 1,79"
21,31/03/2019,"R$ 4,26 B","R$ 2,53 B","R$ 1,40 B","- R$ 288,03 M","R$ 1,69 B","R$ 923,12 M","R$ 1,83"
22,31/12/2018,"R$ 4,16 B","R$ 2,48 B","R$ 1,37 B","- R$ 271,39 M","R$ 1,64 B","R$ 892,49 M","R$ 1,77"
23,30/09/2018,"R$ 4,09 B","R$ 2,44 B","R$ 1,28 B","- R$ 270,11 M","R$ 1,55 B","R$ 726,67 M","R$ 1,44"
24,30/06/2018,"R$ 4,05 B","R$ 2,46 B","R$ 1,28 B","- R$ 261,78 M","R$ 1,54 B","R$ 769,73 M","R$ 1,53"
25,31/03/2018,"R$ 3,94 B","R$ 2,36 B","R$ 1,21 B","- R$ 254,66 M","R$ 1,46 B","R$ 713,03 M","R$ 1,42"
26,31/12/2017,"R$ 3,87 B","R$ 2,31 B","R$ 1,14 B","- R$ 247,28 M","R$ 1,38 B","R$ 686,17 M","R$ 1,36"
27,30/09/2017,"R$ 3,77 B","R$ 2,24 B","R$ 1,02 B","- R$ 235,24 M","R$ 1,26 B","R$ 690,91 M","R$ 1,37"
28,30/06/2017,"R$ 3,63 B","R$ 2,15 B","R$ 953,73 M","- R$ 229,89 M","R$ 1,18 B","R$ 630,40 M","R$ 1,25"
29,31/03/2017,"R$ 3,60 B","R$ 2,15 B","R$ 979,34 M","- R$ 223,50 M","R$ 1,20 B","R$ 642,62 M","R$ 1,28"
30,31/12/2016,"R$ 3,48 B","R$ 2,03 B","R$ 953,87 M","- R$ 217,11 M","R$ 1,17 B","R$ 626,85 M","R$ 1,24"
31,30/09/2016,"R$ 3,39 B","R$ 1,97 B","R$ 935,21 M","- R$ 215,58 M","R$ 1,15 B","R$ 607,34 M","R$ 1,27"
32,30/06/2016,"R$ 3,28 B","R$ 1,86 B","R$ 905,92 M","- R$ 207,27 M","R$ 1,11 B","R$ 592,36 M","R$ 1,24"
33,31/03/2016,"R$ 3,11 B","R$ 1,71 B","R$ 775,06 M","- R$ 200,72 M","R$ 975,78 M","R$ 496,61 M","R$ 1,04"
34,31/12/2015,"R$ 2,97 B","R$ 1,63 B","R$ 699,79 M","- R$ 194,19 M","R$ 893,98 M","R$ 438,44 M","R$ 0,92"
35,30/09/2015,"R$ 2,81 B","R$ 1,52 B","R$ 683,18 M","- R$ 183,22 M","R$ 866,41 M","R$ 415,61 M","R$ 0,87"
36,30/06/2015,"R$ 2,71 B","R$ 1,48 B","R$ 636,44 M","- R$ 180,81 M","R$ 817,24 M","R$ 394,39 M","R$ 0,83"
37,31/03/2015,"R$ 2,64 B","R$ 1,49 B","R$ 625,60 M","- R$ 178,07 M","R$ 803,67 M","R$ 388,42 M","R$ 0,81"
38,31/12/2014,"R$ 2,62 B","R$ 1,50 B","R$ 660,76 M","- R$ 175,02 M","R$ 835,78 M","R$ 421,59 M","R$ 0,88"
39,30/09/2014,"R$ 2,57 B","R$ 1,50 B","R$ 614,54 M","- R$ 171,53 M","R$ 786,08 M","R$ 393,02 M","R$ 0,82"
40,30/06/2014,"R$ 2,51 B","R$ 1,48 B","R$ 649,66 M","- R$ 166,79 M","R$ 816,46 M","R$ 416,19 M","R$ 0,87"
41,31/03/2014,"R$ 2,45 B","R$ 1,47 B","R$ 669,63 M","- R$ 163,43 M","R$ 833,06 M","R$ 421,32 M","R$ 0,88"
42,31/12/2013,"R$ 2,37 B","R$ 1,43 B","R$ 642,54 M","- R$ 160,28 M","R$ 802,82 M","R$ 402,90 M","R$ 0,85"
43,30/09/2013,"R$ 2,31 B","R$ 1,39 B","R$ 591,86 M","- R$ 157,54 M","R$ 749,39 M","R$ 350,35 M","R$ 0,85"
44,30/06/2013,"R$ 2,26 B","R$ 1,38 B","R$ 573,26 M","- R$ 155,24 M","R$ 728,50 M","R$ 338,08 M","R$ 0,82"
45,31/03/2013,"R$ 2,20 B","R$ 1,35 B","R$ 584,14 M","- R$ 151,70 M","R$ 735,84 M","R$ 344,68 M","R$ 0,83"
46,31/12/2012,"R$ 2,12 B","R$ 1,30 B","R$ 571,98 M","- R$ 148,64 M","R$ 720,61 M","R$ 335,76 M","R$ 0,81"
47,30/09/2012,"R$ 2,03 B","R$ 1,25 B","R$ 613,28 M","- R$ 146,79 M","R$ 760,07 M","R$ 374,79 M","R$ 0,91"
48,30/06/2012,"R$ 1,92 B","R$ 1,16 B","R$ 581,77 M","- R$ 146,77 M","R$ 728,54 M","R$ 351,15 M","R$ 0,85"
