,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 71,04 M","R$ 489,75 M","- R$ 487,73 M","- R$ 69,02 M"
1,31/03/2024,"- R$ 64,75 M","R$ 590,61 M","- R$ 466,67 M","R$ 59,19 M"
2,31/12/2023,"- R$ 7,84 M","R$ 455,57 M","- R$ 339,49 M","R$ 108,23 M"
3,30/09/2023,"- R$ 11,93 M","R$ 454,03 M","- R$ 328,22 M","R$ 113,89 M"
4,30/06/2023,"- R$ 39,68 M","R$ 235,86 M","- R$ 94,71 M","R$ 101,48 M"
5,31/03/2023,"- R$ 32,97 M","- R$ 14,33 M","R$ 95,70 M","R$ 48,40 M"
6,31/12/2022,"- R$ 44,38 M","- R$ 106,68 M","R$ 147,43 M","- R$ 3,63 M"
7,30/09/2022,"- R$ 35,12 M","- R$ 694,09 M","R$ 658,70 M","- R$ 70,51 M"
8,30/06/2022,"R$ 2,94 M","- R$ 650,22 M","R$ 529,41 M","- R$ 117,87 M"
9,31/03/2022,"R$ 36,27 M","- R$ 738,63 M","R$ 491,06 M","- R$ 211,30 M"
10,31/12/2021,"R$ 119,38 M","- R$ 824,09 M","R$ 313,54 M","- R$ 391,16 M"
11,30/09/2021,"R$ 117,78 M","- R$ 393,02 M","- R$ 139,73 M","- R$ 414,97 M"
12,30/06/2021,"R$ 105,97 M","- R$ 182,46 M","- R$ 237,45 M","- R$ 313,95 M"
13,31/03/2021,"R$ 108,12 M","- R$ 63,79 M","- R$ 153,97 M","- R$ 109,63 M"
14,31/12/2020,"R$ 69,78 M","R$ 257,27 M","R$ 29,85 M","R$ 356,89 M"
15,30/09/2020,"R$ 49,51 M","R$ 184,71 M","R$ 304,28 M","R$ 538,51 M"
16,30/06/2020,"R$ 41,60 M","R$ 63,35 M","R$ 323,51 M","R$ 428,46 M"
17,31/03/2020,"R$ 22,32 M","R$ 75,24 M","R$ 225,22 M","R$ 322,79 M"
18,31/12/2019,"R$ 17,83 M","- R$ 116,93 M","R$ 145,93 M","R$ 46,83 M"
19,30/09/2019,"R$ 3,83 M","- R$ 25,32 M","- R$ 36,94 M","- R$ 58,44 M"
20,30/06/2019,"- R$ 1,89 M","R$ 48,07 M","- R$ 95,65 M","- R$ 49,46 M"
21,31/03/2019,"R$ 14,08 M","R$ 157,70 M","- R$ 225,71 M","- R$ 53,93 M"
22,31/12/2018,"R$ 38,47 M","R$ 209,47 M","- R$ 300,45 M","- R$ 52,52 M"
23,30/09/2018,"R$ 60,17 M","R$ 186,37 M","- R$ 242,01 M","R$ 4,53 M"
24,30/06/2018,"R$ 63,86 M","R$ 170,46 M","- R$ 232,28 M","R$ 2,05 M"
25,31/03/2018,"R$ 66,26 M","R$ 111,23 M","- R$ 172,84 M","R$ 4,65 M"
26,31/12/2017,"R$ 17,45 M","R$ 85,91 M","- R$ 98,43 M","R$ 4,94 M"
27,30/09/2017,"R$ 44,69 M","R$ 90,17 M","- R$ 173,11 M","- R$ 38,26 M"
28,30/06/2017,"R$ 5,54 M","- R$ 2,32 M","- R$ 27,16 M","- R$ 23,94 M"
29,31/03/2017,"R$ 15,86 M","- R$ 88,57 M","R$ 1,36 M","- R$ 71,36 M"
30,31/12/2016,"R$ 29,35 M","- R$ 130,42 M","R$ 11,05 M","- R$ 90,02 M"
31,30/09/2016,"R$ 197,50 M","- R$ 180,81 M","- R$ 182,01 M","- R$ 165,33 M"
32,30/06/2016,"R$ 262,92 M","- R$ 172,08 M","- R$ 265,92 M","- R$ 175,08 M"
33,31/03/2016,"R$ 114,26 M","- R$ 71,92 M","- R$ 166,62 M","- R$ 124,29 M"
34,31/12/2015,"R$ 180,07 M","- R$ 102,64 M","- R$ 206,86 M","- R$ 129,42 M"
35,30/09/2015,"R$ 182,15 M","- R$ 160,38 M","- R$ 85,50 M","- R$ 63,73 M"
36,30/06/2015,"R$ 162,52 M","- R$ 139,27 M","- R$ 57,13 M","- R$ 33,88 M"
37,31/03/2015,"R$ 235,52 M","- R$ 208,17 M","- R$ 88,53 M","- R$ 61,18 M"
38,31/12/2014,"R$ 230,10 M","- R$ 212,16 M","- R$ 85,29 M","- R$ 67,34 M"
39,30/09/2014,"R$ 190,26 M","R$ 170,33 M","- R$ 187,07 M","R$ 173,52 M"
40,30/06/2014,"R$ 173,43 M","R$ 235,35 M","- R$ 232,55 M","R$ 176,23 M"
41,31/03/2014,"R$ 191,46 M","R$ 256,19 M","- R$ 254,38 M","R$ 193,27 M"
42,31/12/2013,"R$ 174,99 M","R$ 227,04 M","- R$ 146,54 M","R$ 255,48 M"
43,30/09/2013,"R$ 223,46 M","- R$ 261,59 M","- R$ 147,33 M","- R$ 185,46 M"
44,30/06/2013,"R$ 185,56 M","- R$ 385,54 M","- R$ 89,00 M","- R$ 288,98 M"
45,31/03/2013,"R$ 196,04 M","- R$ 166,14 M","- R$ 99,86 M","- R$ 69,96 M"
46,31/12/2012,"R$ 199,18 M","- R$ 116,25 M","- R$ 196,71 M","- R$ 113,78 M"
47,30/09/2012,"R$ 187,96 M","R$ 132,87 M","- R$ 191,77 M","R$ 129,06 M"
48,30/06/2012,"R$ 183,56 M","R$ 211,39 M","- R$ 206,81 M","R$ 188,14 M"
