,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 1,14 B","R$ 541,72 M","R$ 417,59 M","- R$ 49,10 M","R$ 466,69 M","R$ 247,35 M","R$ 4,28"
1,31/03/2024,"R$ 1,30 B","R$ 630,30 M","R$ 498,79 M","- R$ 48,89 M","R$ 547,67 M","R$ 279,44 M","R$ 4,84"
2,31/12/2023,"R$ 1,40 B","R$ 691,91 M","R$ 551,98 M","- R$ 50,73 M","R$ 602,71 M","R$ 305,21 M","R$ 5,29"
3,30/09/2023,"R$ 787,93 M","R$ 376,71 M","R$ 286,62 M","- R$ 52,20 M","R$ 338,82 M","R$ 38,39 M","R$ 0,66"
4,30/06/2023,"R$ 778,89 M","R$ 378,09 M","R$ 285,33 M","- R$ 56,09 M","R$ 341,42 M","R$ 30,53 M","R$ 0,53"
5,31/03/2023,"R$ 531,60 M","R$ 281,53 M","R$ 192,22 M","- R$ 59,61 M","R$ 251,83 M","- R$ 45,88 M","- R$ 0,79"
6,31/12/2022,"R$ 385,14 M","R$ 233,50 M","R$ 149,95 M","- R$ 61,32 M","R$ 211,27 M","- R$ 80,24 M","- R$ 1,39"
7,30/09/2022,"R$ 302,86 M","R$ 234,35 M","R$ 142,65 M","- R$ 60,17 M","R$ 202,81 M","- R$ 65,54 M","- R$ 1,14"
8,30/06/2022,"R$ 284,08 M","R$ 223,54 M","R$ 137,25 M","- R$ 57,14 M","R$ 194,39 M","- R$ 40,05 M","- R$ 0,69"
9,31/03/2022,"R$ 277,44 M","R$ 220,25 M","R$ 137,46 M","- R$ 53,92 M","R$ 191,37 M","- R$ 5,13 M","- R$ 0,09"
10,31/12/2021,"R$ 288,06 M","R$ 234,37 M","R$ 155,74 M","- R$ 50,43 M","R$ 206,17 M","R$ 34,46 M","R$ 0,60"
11,30/09/2021,"R$ 263,00 M","R$ 211,19 M","R$ 150,26 M","- R$ 48,74 M","R$ 199,00 M","R$ 47,82 M","R$ 0,83"
12,30/06/2021,"R$ 348,22 M","R$ 280,55 M","R$ 221,67 M","- R$ 48,03 M","R$ 269,70 M","R$ 93,88 M","R$ 1,63"
13,31/03/2021,"R$ 348,90 M","R$ 281,59 M","R$ 225,34 M","- R$ 47,66 M","R$ 273,01 M","R$ 96,05 M","R$ 1,66"
14,31/12/2020,"R$ 339,36 M","R$ 272,08 M","R$ 219,68 M","- R$ 47,65 M","R$ 267,33 M","R$ 87,33 M","R$ 1,51"
15,30/09/2020,"R$ 395,59 M","R$ 288,57 M","R$ 225,52 M","- R$ 47,02 M","R$ 272,54 M","R$ 85,50 M","R$ 1,48"
16,30/06/2020,"R$ 312,47 M","R$ 222,92 M","R$ 159,44 M","- R$ 46,12 M","R$ 205,57 M","R$ 40,54 M","R$ 0,70"
17,31/03/2020,"R$ 380,86 M","R$ 284,45 M","R$ 217,73 M","- R$ 44,83 M","R$ 262,56 M","R$ 91,07 M","R$ 1,58"
18,31/12/2019,"R$ 372,38 M","R$ 277,36 M","R$ 211,28 M","- R$ 43,43 M","R$ 254,71 M","R$ 86,35 M","R$ 1,50"
19,30/09/2019,"R$ 310,22 M","R$ 256,02 M","R$ 191,03 M","- R$ 42,13 M","R$ 233,16 M","R$ 69,39 M","R$ 1,20"
20,30/06/2019,"R$ 305,42 M","R$ 252,06 M","R$ 188,18 M","- R$ 41,30 M","R$ 229,48 M","R$ 67,35 M","R$ 1,17"
21,31/03/2019,"R$ 245,77 M","R$ 187,21 M","R$ 126,62 M","- R$ 41,01 M","R$ 167,63 M","R$ 6,85 M","R$ 0,12"
22,31/12/2018,"R$ 369,22 M","R$ 217,33 M","R$ 151,25 M","- R$ 40,55 M","R$ 191,80 M","R$ 15,65 M","R$ 0,27"
23,30/09/2018,"R$ 613,41 M","R$ 343,10 M","R$ 271,43 M","- R$ 40,74 M","R$ 312,17 M","R$ 120,11 M","R$ 2,08"
24,30/06/2018,"R$ 624,50 M","R$ 353,06 M","R$ 280,92 M","- R$ 62,41 M","R$ 343,33 M","R$ 116,14 M","R$ 2,01"
25,31/03/2018,"R$ 663,98 M","R$ 390,20 M","R$ 315,90 M","- R$ 41,68 M","R$ 357,57 M","R$ 133,70 M","R$ 2,32"
26,31/12/2017,"R$ 552,42 M","R$ 371,88 M","R$ 298,90 M","- R$ 42,22 M","R$ 341,12 M","R$ 119,23 M","R$ 2,06"
27,30/09/2017,"R$ 322,95 M","R$ 264,18 M","R$ 203,16 M","R$ 1,63 M","R$ 201,53 M","R$ 23,05 M","R$ 0,40"
28,30/06/2017,"R$ 477,08 M","R$ 375,70 M","R$ 313,76 M","R$ 0,00","R$ 313,76 M","R$ 95,00 M","R$ 1,65"
29,31/03/2017,"R$ 441,03 M","R$ 354,74 M","R$ 294,38 M","R$ 470,00 mil","R$ 293,91 M","R$ 77,10 M","R$ 1,34"
30,31/12/2016,"R$ 450,24 M","R$ 358,62 M","R$ 298,61 M","R$ 0,00","R$ 298,61 M","R$ 76,23 M","R$ 1,32"
31,30/09/2016,"R$ 450,47 M","R$ 358,27 M","R$ 299,73 M","- R$ 4,09 M","R$ 303,82 M","R$ 79,14 M","R$ 1,37"
32,30/06/2016,"R$ 304,31 M","R$ 254,93 M","R$ 199,62 M","R$ 0,00","R$ 199,62 M","R$ 15,89 M","R$ 0,28"
33,31/03/2016,"R$ 416,18 M","R$ 346,88 M","R$ 292,10 M","- R$ 3,64 M","R$ 295,74 M","R$ 99,72 M","R$ 1,73"
34,31/12/2015,"R$ 477,21 M","R$ 389,56 M","R$ 340,14 M","R$ 0,00","R$ 340,14 M","R$ 163,12 M","R$ 2,83"
35,30/09/2015,"R$ 506,42 M","R$ 412,49 M","R$ 364,54 M","- R$ 10,88 M","R$ 375,42 M","R$ 193,38 M","R$ 3,35"
36,30/06/2015,"R$ 495,68 M","R$ 406,70 M","R$ 359,31 M","R$ 0,00","R$ 359,31 M","R$ 206,95 M","R$ 3,58"
37,31/03/2015,"R$ 376,60 M","R$ 312,42 M","R$ 270,28 M","R$ 0,00","R$ 270,28 M","R$ 152,67 M","R$ 2,64"
38,31/12/2014,"R$ 305,33 M","R$ 269,19 M","R$ 228,20 M","R$ 0,00","R$ 228,20 M","R$ 120,85 M","R$ 2,09"
