,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,SERENA,SERENA ENERGIA S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Atividades de prospecção. estudos. projetos. construção. geração e manutenção de ativos de energ. elét. renov.; comerc. energ. elét.; criar e desenv. sist. info.; fazer estudos. dentre outros.,"R$ 21,06 M",Utilidade Pública,Energia Elétrica,Energia Elétrica,"IBRA, IEE, IGC, IGCT, IGNM, ISE, ITAG, SMLL, UTIL"
