,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 411,90 M","- R$ 930,34 M","R$ 1,25 B","R$ 733,16 M",89
1,31/03/2024,"R$ 430,53 M","- R$ 1,32 B","R$ 1,44 B","R$ 542,30 M",89
2,31/12/2023,"R$ 572,47 M","- R$ 1,92 B","R$ 1,31 B","- R$ 32,07 M",89
3,30/09/2023,"R$ 210,20 M","- R$ 4,23 B","R$ 1,92 B","- R$ 2,10 B",89
4,30/06/2023,"R$ 221,16 M","- R$ 4,78 B","R$ 2,47 B","- R$ 2,09 B",89
5,31/03/2023,"R$ 72,22 M","- R$ 4,50 B","R$ 3,13 B","- R$ 1,31 B",89
6,31/12/2022,"R$ 82,30 M","- R$ 4,24 B","R$ 3,05 B","- R$ 1,11 B",89
7,30/09/2022,"R$ 211,66 M","- R$ 675,28 M","R$ 1,93 B","R$ 1,47 B",89
8,30/06/2022,"R$ 46,76 M","R$ 284,07 M","R$ 1,11 B","R$ 1,44 B",89
9,31/03/2022,"R$ 140,90 M","R$ 853,37 M","R$ 78,50 M","R$ 1,07 B",89
10,31/12/2021,"R$ 46,33 M","R$ 1,12 B","R$ 28,96 M","R$ 1,19 B",89
11,30/09/2021,"- R$ 157,86 M","- R$ 157,77 M","- R$ 157,86 M","- R$ 157,77 M",89
12,30/06/2021,"- R$ 157,86 M","- R$ 157,85 M","- R$ 157,86 M","- R$ 157,85 M",89
