,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"6,880000",13/12/2004,--,28/02/2005,298
1,Dividendo,"17,670000",29/04/2011,--,27/06/2011,298
2,JCP,"5,840000",27/04/2009,--,07/07/2009,298
3,JCP,"6,880000",10/12/2008,--,07/07/2009,298
4,Dividendo,"5,840000",28/04/2008,--,27/06/2008,298
5,JCP,"6,880000",21/12/2006,--,10/04/2007,298
6,Dividendo,"5,917700",23/04/2012,--,22/06/2012,298
7,Dividendo,"5,840000",29/04/2013,30/04/2013,28/06/2013,298
8,Dividendo,"5,840000",26/04/2010,16/06/2010,24/06/2010,298
9,Dividendo,"5,840000",23/04/2010,16/06/2010,24/06/2010,298
10,JCP,"6,880000",20/12/2005,04/01/2006,10/04/2006,298
11,Dividendo,"5,840000",26/04/2004,14/05/2004,25/06/2004,298
