,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,441700",13/02/2007,--,13/02/2007,139
1,Dividendo,"3,720900",20/03/2002,--,20/03/2002,139
2,Dividendo,"6,252300",18/03/2005,--,18/03/2005,139
3,Dividendo,"0,551400",15/02/2006,--,15/02/2006,139
4,JCP,"0,388989",01/10/2024,02/10/2024,30/04/2025,139
5,JCP,"0,128000",01/07/2024,02/07/2024,30/04/2025,139
6,Dividendo,"0,087517",11/03/2024,12/03/2024,02/04/2024,139
7,Dividendo,"0,301280",23/03/2023,24/03/2023,05/04/2023,139
8,JCP,"0,198357",03/10/2022,04/10/2022,31/03/2023,139
9,JCP,"0,234901",04/07/2022,05/07/2022,31/03/2023,139
10,Dividendo,"0,399347",14/03/2022,15/03/2022,23/03/2022,139
11,JCP,"1,005553",27/12/2021,28/12/2021,31/03/2022,139
12,Dividendo,"0,664118",10/03/2020,11/03/2020,19/03/2020,139
13,JCP,"0,185062",05/07/2019,08/07/2019,19/03/2020,139
14,JCP,"0,258411",06/12/2018,07/12/2018,15/03/2019,139
15,JCP,"0,230879",17/09/2018,18/09/2018,15/03/2019,139
16,JCP,"0,238505",14/06/2018,15/06/2018,15/03/2019,139
17,Dividendo,"0,036661",23/02/2018,26/02/2018,15/03/2018,139
18,Dividendo,"0,075626",30/03/2017,31/03/2017,07/04/2017,139
19,Dividendo,"0,220800",26/02/2016,29/02/2016,15/03/2016,139
20,Dividendo,"0,302600",26/02/2015,27/02/2015,13/03/2015,139
21,Dividendo,"0,300300",27/02/2014,28/02/2014,14/03/2014,139
22,JCP,"0,535800",18/12/2013,19/12/2013,14/03/2014,139
23,Dividendo,"0,036900",27/02/2013,28/02/2013,13/03/2013,139
24,Dividendo,"0,918400",05/03/2012,06/03/2012,13/03/2012,139
25,Dividendo,"0,048400",25/02/2011,28/02/2011,10/03/2011,139
26,Dividendo,"0,430000",04/03/2010,05/03/2010,15/03/2010,139
27,Dividendo,"1,670000",19/03/2009,20/03/2009,03/04/2009,139
28,Dividendo,"0,564700",18/03/2008,19/03/2008,04/04/2008,139
