,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,023876",27/12/2023,28/12/2023,10/05/2024,224
1,JCP,"0,175777",28/11/2023,29/11/2023,03/01/2024,224
2,JCP,"0,098904",28/11/2023,29/11/2023,10/05/2024,224
3,Dividendo,"0,094442",05/05/2023,08/05/2023,09/06/2023,224
4,JCP,"0,140528",16/12/2022,19/12/2022,04/01/2023,224
5,JCP,"0,094543",16/12/2022,19/12/2022,08/05/2023,224
6,Dividendo,"0,130212",04/05/2022,05/05/2022,03/06/2022,224
7,JCP,"0,097545",29/11/2021,30/11/2021,30/12/2021,224
