,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,639706",27/04/2015,--,26/03/2015,344
1,JCP,"1,164843",11/12/2023,12/12/2023,31/12/2024,344
2,Dividendo,"0,813015",28/04/2023,05/05/2023,27/06/2023,344
3,JCP,"1,058949",04/01/2023,06/01/2023,30/06/2023,344
4,JCP,"1,339267",07/12/2022,12/12/2022,19/12/2022,344
5,Dividendo,"2,939903",30/04/2021,03/05/2021,25/06/2021,344
6,JCP,"0,561242",18/12/2020,22/12/2020,31/03/2021,344
7,Dividendo,"1,325060",03/07/2020,07/07/2020,28/08/2020,344
8,JCP,"0,720085",20/12/2019,26/12/2019,30/03/2020,344
9,Dividendo,"1,270738",12/12/2019,13/12/2019,20/12/2019,344
10,Dividendo,"1,280631",26/04/2019,29/04/2019,27/06/2019,344
11,JCP,"0,783622",31/12/2018,03/01/2019,27/03/2019,344
12,Dividendo,"1,270738",22/11/2018,27/11/2018,19/12/2018,344
13,Dividendo,"1,298785",27/04/2018,02/05/2018,27/06/2018,344
14,JCP,"0,783622",19/12/2017,20/12/2017,30/01/2018,344
15,Dividendo,"1,270738",31/10/2017,01/11/2017,19/12/2017,344
16,Dividendo,"1,839500",28/04/2017,18/05/2017,30/06/2017,344
17,JCP,"0,666000",27/12/2016,28/12/2016,06/01/2017,344
18,Dividendo,"1,887422",26/10/2016,08/12/2016,31/12/2016,344
19,Dividendo,"1,383646",28/04/2016,03/05/2016,18/05/2016,344
20,JCP,"0,556000",28/12/2015,29/12/2015,31/03/2016,344
21,Dividendo,"0,655685",30/10/2015,03/11/2015,24/11/2015,344
22,JCP,"0,664000",29/12/2014,30/12/2014,31/03/2015,344
23,Dividendo,"2,292676",02/10/2014,03/10/2014,04/11/2014,344
24,Dividendo,"2,232370",28/04/2014,15/05/2014,21/05/2014,344
25,JCP,"0,709000",16/12/2013,17/12/2013,29/01/2014,344
26,Dividendo,"1,972965",14/10/2013,15/10/2013,25/11/2013,344
27,Dividendo,"0,889189",26/04/2013,29/04/2013,28/05/2013,344
28,JCP,"0,918000",25/12/2012,28/12/2012,29/01/2013,344
29,Dividendo,"2,190050",31/10/2012,22/11/2012,23/11/2012,344
30,Dividendo,"1,460548",27/04/2012,16/05/2012,30/05/2012,344
31,JCP,"1,040000",27/12/2011,16/01/2012,30/01/2012,344
32,Dividendo,"1,112206",19/10/2011,20/10/2011,10/11/2011,344
33,Dividendo,"2,397578",29/04/2011,03/05/2011,30/05/2011,344
34,JCP,"0,200000",31/12/2010,03/01/2011,14/01/2011,344
35,Dividendo,"1,482693",30/04/2010,03/05/2010,11/05/2010,344
36,Dividendo,"0,325238",21/04/2009,22/04/2009,29/04/2009,344
