,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,117656",23/02/2024,26/02/2024,05/03/2024,131
1,Dividendo,"0,115164",14/02/2023,15/02/2023,27/02/2023,131
2,Dividendo,"0,015304",27/04/2022,28/04/2022,10/05/2022,131
