,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,012691",30/06/2022,--,30/06/2022,22
1,JCP,"0,006523",28/06/2022,--,28/06/2022,22
2,Dividendo,"0,288297",13/11/2024,14/11/2024,29/11/2024,22
3,Dividendo,"0,002776",30/04/2024,02/05/2024,27/05/2024,22
4,JCP,"0,006487",30/06/2023,03/07/2023,27/05/2024,22
5,Dividendo,"0,010548",24/04/2023,25/04/2023,29/05/2023,22
6,JCP,"0,010830",23/12/2022,26/12/2022,29/05/2023,22
7,Dividendo,"0,004709",26/04/2022,27/04/2022,31/12/2022,22
8,Dividendo,"0,004709",26/04/2022,27/04/2022,31/12/2022,22
9,JCP,"0,012691",30/06/2021,01/07/2021,30/06/2022,22
10,Dividendo,"0,006566",30/04/2021,03/05/2021,25/05/2021,22
11,JCP,"0,033149",22/12/2020,23/12/2020,25/05/2021,22
