,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,168760",24/09/2024,25/09/2024,08/10/2024,29
1,JCP,"0,155919",25/06/2024,26/06/2024,09/07/2024,29
2,JCP,"0,150290",19/03/2024,20/03/2024,02/04/2024,29
3,JCP,"0,171544",20/12/2023,21/12/2023,05/01/2024,29
4,JCP,"0,179690",26/09/2023,27/09/2023,05/01/2024,29
5,JCP,"0,180177",27/06/2023,28/06/2023,05/10/2023,29
6,JCP,"0,182327",21/03/2023,22/03/2023,05/10/2023,29
7,JCP,"0,184049",21/12/2022,22/12/2022,06/01/2023,29
8,JCP,"0,174656",27/09/2022,28/09/2022,06/10/2022,29
9,JCP,"0,164187",28/06/2022,29/06/2022,11/07/2022,29
10,JCP,"0,144175",22/03/2022,23/03/2022,11/07/2022,29
11,JCP,"0,128901",21/12/2021,22/12/2021,04/05/2022,29
12,JCP,"0,127800",21/09/2021,22/09/2021,04/05/2022,29
13,JCP,"0,098314",25/06/2021,28/06/2021,04/05/2022,29
14,Dividendo,"0,038940",23/04/2021,26/04/2021,07/05/2021,29
15,JCP,"0,073498",18/03/2021,19/03/2021,04/05/2022,29
16,JCP,"0,076261",18/12/2020,21/12/2020,07/05/2021,29
17,JCP,"0,083344",22/09/2020,23/09/2020,07/05/2021,29
18,JCP,"0,070596",23/06/2020,24/06/2020,07/05/2021,29
19,Dividendo,"0,019809",29/04/2020,30/04/2020,08/05/2020,29
20,JCP,"0,073638",19/03/2020,20/03/2020,07/05/2021,29
21,JCP,"0,077278",23/12/2019,26/12/2019,08/05/2020,29
22,JCP,"0,078588",24/09/2019,25/09/2019,08/05/2020,29
23,JCP,"0,077650",25/06/2019,26/06/2019,08/05/2020,29
24,Dividendo,"0,254186",18/04/2019,22/04/2019,29/04/2019,29
25,JCP,"0,092945",21/03/2019,22/03/2019,08/05/2020,29
26,JCP,"0,089644",26/12/2018,27/12/2018,29/04/2019,29
27,JCP,"0,079685",24/09/2018,25/09/2018,29/04/2019,29
28,JCP,"0,073243",22/06/2018,25/06/2018,29/04/2019,29
29,Dividendo,"0,135230",19/04/2018,20/04/2018,27/04/2018,29
30,JCP,"0,074300",19/12/2017,20/12/2017,27/04/2018,29
31,JCP,"0,070408",22/09/2017,25/09/2017,27/04/2018,29
32,JCP,"0,064743",23/06/2017,26/06/2017,27/04/2018,29
33,Dividendo,"0,119616",19/04/2017,20/04/2017,28/04/2017,29
34,JCP,"0,074760",21/03/2017,22/03/2017,27/04/2018,29
35,JCP,"0,072600",15/12/2016,16/12/2016,28/04/2017,29
36,JCP,"0,069810",26/09/2016,27/09/2016,28/04/2017,29
37,JCP,"0,064180",22/06/2016,23/06/2016,28/04/2017,29
38,Dividendo,"0,186000",20/04/2016,22/04/2016,29/04/2016,29
39,JCP,"0,063650",15/03/2016,16/03/2016,28/04/2017,29
40,JCP,"0,051000",17/12/2015,18/12/2015,29/04/2016,29
41,JCP,"* 0,046660",23/09/2015,24/09/2015,29/04/2016,29
42,JCP,"* 0,041720",18/06/2015,19/06/2015,29/04/2016,29
43,Dividendo,"* 0,183148",16/04/2015,17/04/2015,24/04/2015,29
44,JCP,"* 0,029260",17/12/2014,18/12/2014,24/04/2015,29
45,JCP,"* 0,028960",17/09/2014,18/09/2014,24/04/2015,29
46,JCP,"* 0,028240",17/06/2014,18/06/2014,24/04/2015,29
47,Dividendo,"* 0,167256",21/04/2014,22/04/2014,28/04/2014,29
48,JCP,"* 0,027580",18/03/2014,19/03/2014,28/04/2014,29
49,JCP,"* 0,023898",18/12/2013,19/12/2013,28/04/2014,29
50,JCP,"* 0,023620",18/09/2013,19/09/2013,28/04/2014,29
51,JCP,"* 0,022860",19/06/2013,20/06/2013,28/04/2014,29
52,Dividendo,"* 0,298220",18/04/2013,19/04/2013,26/04/2013,29
53,JCP,"* 0,022240",15/03/2013,18/03/2013,28/04/2014,29
54,JCP,"* 0,032860",19/12/2012,20/12/2012,26/04/2013,29
55,JCP,"* 0,032420",19/09/2012,20/09/2012,26/04/2013,29
56,JCP,"* 0,033500",19/06/2012,20/06/2012,26/04/2013,29
57,Dividendo,"* 0,286978",20/04/2012,23/04/2012,27/04/2012,29
58,JCP,"* 0,033060",14/03/2012,15/03/2012,27/04/2012,29
59,JCP,"* 0,032040",19/12/2011,20/12/2011,27/04/2012,29
60,JCP,"* 0,031620",23/09/2011,26/09/2011,27/04/2012,29
61,JCP,"* 0,030880",27/06/2011,28/06/2011,27/04/2012,29
62,Dividendo,"* 0,262840",11/04/2011,12/04/2011,20/04/2011,29
63,JCP,"* 0,030200",14/03/2011,15/03/2011,27/04/2012,29
64,JCP,"* 0,114800",16/12/2010,17/12/2010,20/04/2011,29
65,Dividendo,"* 0,160020",22/04/2010,23/04/2010,30/04/2010,29
66,JCP,"* 0,073340",17/12/2009,18/12/2009,30/04/2010,29
67,Dividendo,"* 0,014180",15/04/2009,16/04/2009,24/04/2009,29
68,Dividendo,"* 0,135260",31/03/2008,01/04/2008,10/04/2008,29
69,JCP,"* 0,057040",27/12/2007,28/12/2007,08/01/2008,29
