,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,096539",08/08/2024,09/08/2024,30/08/2024,115
1,Dividendo,"0,061742",09/05/2024,10/05/2024,31/05/2024,115
2,Dividendo,"0,090152",21/03/2024,22/03/2024,28/03/2024,115
3,Dividendo,"0,042584",16/11/2023,17/11/2023,30/11/2023,115
4,Dividendo,"0,082025",17/08/2023,18/08/2023,31/08/2023,115
5,Dividendo,"0,045975",18/05/2023,19/05/2023,31/05/2023,115
6,JCP,"0,034310",23/03/2023,24/03/2023,31/03/2023,115
7,Dividendo,"0,114790",17/11/2022,18/11/2022,30/11/2022,115
8,Dividendo,"0,090504",16/08/2022,17/08/2022,31/08/2022,115
9,Dividendo,"0,112467",17/05/2022,18/05/2022,31/05/2022,115
10,Dividendo,"0,460337",22/03/2022,23/03/2022,31/03/2022,115
11,Dividendo,"0,423955",29/04/2021,30/04/2021,21/05/2021,115
12,Dividendo,"0,294083",28/04/2020,29/04/2020,02/10/2020,115
13,Dividendo,"0,140397",26/04/2019,29/04/2019,04/10/2019,115
14,Dividendo,"0,516489",27/04/2018,30/04/2018,31/08/2018,115
15,Dividendo,"2,670000",06/12/2017,07/12/2017,15/12/2017,115
16,Dividendo,"1,092192",28/04/2017,02/05/2017,15/09/2017,115
17,Dividendo,"0,989800",29/04/2016,02/05/2016,10/05/2016,115
18,Dividendo,"1,108600",30/04/2015,04/05/2015,07/07/2015,115
19,Dividendo,"0,948500",30/04/2014,02/05/2014,28/11/2014,115
20,Dividendo,"0,544100",26/04/2013,29/04/2013,29/11/2013,115
21,Dividendo,"0,532500",27/04/2012,30/04/2012,31/07/2012,115
22,Dividendo,"0,394500",26/04/2011,27/04/2011,31/05/2011,115
23,Dividendo,"0,270100",29/04/2010,30/04/2010,31/05/2010,115
24,Dividendo,"0,126400",17/04/2009,20/04/2009,16/06/2009,115
25,Dividendo,"0,073100",15/04/2008,16/04/2008,30/04/2008,115
