,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"* 0,032095",11/12/2015,14/12/2015,30/12/2015,52
1,JCP,"* 0,385000",11/12/2015,14/12/2015,30/11/2016,52
2,Dividendo,"* 0,093000",30/04/2015,04/05/2015,30/06/2015,52
3,JCP,"* 0,259500",05/12/2014,08/12/2014,30/12/2014,52
