,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,074057",23/05/2024,24/05/2024,31/12/2024,357
1,Dividendo,"0,002531",23/05/2024,24/05/2024,31/12/2024,357
2,JCP,"0,049239",01/06/2023,02/06/2023,13/06/2023,357
3,Dividendo,"0,001017",15/03/2023,23/03/2023,24/03/2023,357
4,JCP,"0,134921",09/09/2022,12/09/2022,20/09/2022,357
5,JCP,"0,079546",01/06/2022,02/06/2022,10/06/2022,357
6,Dividendo,"0,196315",09/03/2022,11/03/2022,18/03/2022,357
7,Dividendo,"0,740568",03/02/2022,04/02/2022,14/02/2022,357
8,Dividendo,"0,163025",01/12/2021,02/12/2021,09/12/2021,357
9,JCP,"0,052599",01/12/2021,02/12/2021,09/12/2021,357
10,JCP,"0,140166",01/09/2021,02/09/2021,10/09/2021,357
11,JCP,"0,131974",01/06/2021,02/06/2021,10/06/2021,357
12,Dividendo,"0,050252",01/03/2021,02/03/2021,09/03/2021,357
13,JCP,"0,358968",15/12/2020,16/12/2020,23/12/2020,357
14,JCP,"0,898074",01/12/2020,02/12/2020,09/12/2020,357
15,JCP,"0,652917",01/09/2020,02/09/2020,09/09/2020,357
16,JCP,"0,756826",01/06/2020,02/06/2020,09/06/2020,357
17,Dividendo,"1,727449",02/03/2020,06/03/2020,11/03/2020,357
18,Dividendo,"0,287300",03/12/2019,04/12/2019,10/12/2019,357
