,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,455559",29/04/2022,--,29/04/2022,124
1,Dividendo,"0,540743",10/07/2024,11/07/2024,22/07/2024,124
2,Dividendo,"0,297376",10/11/2023,13/11/2023,28/11/2023,124
3,JCP,"0,380003",10/11/2023,13/11/2023,28/11/2023,124
4,JCP,"0,849770",30/06/2023,03/07/2023,01/09/2023,124
5,JCP,"0,745175",16/12/2022,19/12/2022,30/01/2023,124
6,JCP,"0,634895",01/07/2022,04/07/2022,14/07/2022,124
7,JCP,"0,339235",03/12/2021,06/12/2021,14/01/2022,124
8,JCP,"0,298651",01/07/2021,02/07/2021,30/07/2021,124
9,Dividendo,"0,025920",29/04/2021,30/04/2021,30/07/2021,124
10,Dividendo,"0,234099",29/10/2020,30/10/2020,23/12/2020,124
11,JCP,"0,296627",29/10/2020,30/10/2020,23/12/2020,124
12,JCP,"0,195289",03/12/2019,04/12/2019,08/01/2020,124
13,Dividendo,"0,079974",04/10/2019,07/10/2019,15/10/2019,124
14,JCP,"0,223796",27/06/2019,28/06/2019,25/07/2019,124
15,Dividendo,"0,831022",26/02/2019,27/02/2019,02/04/2019,124
16,JCP,"0,230993",21/12/2018,26/12/2018,15/01/2019,124
17,Dividendo,"0,277007",08/10/2018,09/10/2018,22/10/2018,124
18,JCP,"0,232785",29/06/2018,02/07/2018,25/07/2018,124
19,Dividendo,"0,512872",23/05/2018,24/05/2018,08/06/2018,124
20,Dividendo,"0,233054",21/12/2017,22/12/2017,05/01/2018,124
21,Dividendo,"0,989606",04/09/2017,05/09/2017,27/09/2017,124
22,JCP,"0,239957",30/06/2017,03/07/2017,28/07/2017,124
23,Dividendo,"0,596328",28/04/2017,02/05/2017,15/05/2017,124
24,JCP,"0,250400",15/12/2016,16/12/2016,29/12/2016,124
25,Dividendo,"0,126700",29/09/2016,30/09/2016,26/10/2016,124
26,JCP,"0,246600",24/06/2016,27/06/2016,15/07/2016,124
27,Dividendo,"0,210800",29/04/2016,02/05/2016,20/05/2016,124
28,JCP,"0,109900",15/12/2015,16/12/2015,30/12/2015,124
29,Dividendo,"0,106900",03/08/2015,04/08/2015,28/08/2015,124
30,JCP,"0,175400",17/06/2015,18/06/2015,30/06/2015,124
31,Dividendo,"0,398600",24/04/2015,27/04/2015,15/05/2015,124
32,JCP,"0,109900",16/12/2014,17/12/2014,30/12/2014,124
33,Dividendo,"0,124800",28/07/2014,29/07/2014,29/08/2014,124
34,JCP,"0,110000",20/06/2014,23/06/2014,30/06/2014,124
35,Dividendo,"0,235700",25/04/2014,28/04/2014,15/05/2014,124
36,JCP,"0,090000",27/12/2013,30/12/2013,31/01/2014,124
37,JCP,"0,017800",18/12/2013,19/12/2013,30/12/2013,124
38,Dividendo,"0,150300",29/07/2013,30/07/2013,02/09/2013,124
39,JCP,"0,100000",28/06/2013,01/07/2013,31/07/2013,124
40,Dividendo,"0,230100",30/04/2013,02/05/2013,15/05/2013,124
41,JCP,"0,090000",28/12/2012,02/01/2013,31/01/2013,124
42,Dividendo,"0,078900",30/07/2012,31/07/2012,31/08/2012,124
43,JCP,"0,090000",29/06/2012,02/07/2012,31/07/2012,124
44,Dividendo,"0,070000",24/04/2012,25/04/2012,31/05/2012,124
45,JCP,"0,106500",29/12/2011,02/01/2012,31/01/2012,124
46,JCP,"0,095300",30/06/2011,01/07/2011,29/07/2011,124
