,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,433186",26/04/2024,07/05/2024,05/07/2024,383
1,Dividendo,"0,821500",27/04/2023,05/05/2023,15/06/2023,383
2,Dividendo,"0,826965",28/04/2022,29/04/2022,15/06/2022,383
3,Dividendo,"0,285383",29/04/2021,30/04/2021,10/06/2021,383
4,Dividendo,"0,285383",29/04/2021,30/04/2021,09/07/2021,383
5,Dividendo,"0,285383",29/04/2021,30/04/2021,10/06/2021,383
6,Dividendo,"0,071857",31/07/2020,01/09/2020,08/09/2020,383
7,Dividendo,"0,071857",31/07/2020,01/09/2020,11/02/2021,383
8,Dividendo,"0,071857",31/07/2020,01/09/2020,11/01/2021,383
9,Dividendo,"0,071857",31/07/2020,01/09/2020,08/10/2020,383
10,Dividendo,"0,216294",29/04/2019,16/05/2019,01/07/2019,383
11,Dividendo,"0,216294",29/04/2019,16/05/2019,02/09/2019,383
12,Dividendo,"0,216294",29/04/2019,16/05/2019,01/08/2019,383
13,Dividendo,"0,515100",26/04/2018,21/05/2018,12/06/2018,383
14,Dividendo,"0,216763",28/04/2016,06/07/2016,12/07/2016,383
15,Dividendo,"0,552200",27/04/2015,28/04/2015,10/06/2015,383
16,Dividendo,"0,516400",24/04/2014,25/04/2014,17/06/2014,383
17,Dividendo,"3,303300",12/07/2013,15/07/2013,18/10/2013,383
18,Dividendo,"0,903500",23/04/2013,24/04/2013,05/06/2013,383
19,Dividendo,"0,327000",02/05/2011,25/05/2011,20/06/2011,383
20,Dividendo,"0,091210",28/04/2010,28/05/2010,22/06/2010,383
21,Dividendo,"0,743820",29/04/2009,30/04/2009,10/07/2009,383
22,Dividendo,"0,148420",25/04/2008,30/04/2008,19/08/2008,383
23,Dividendo,"0,613470",25/04/2007,31/10/2007,26/12/2007,383
