,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,194274",14/08/2023,15/08/2023,23/08/2023,44
1,Dividendo,"0,356628",18/04/2023,19/04/2023,02/05/2023,44
2,Dividendo,"0,219220",17/08/2022,18/08/2022,29/08/2022,44
3,Dividendo,"0,342330",27/04/2022,28/04/2022,09/05/2022,44
4,Dividendo,"0,348843",10/11/2021,11/11/2021,25/11/2021,44
5,Dividendo,"0,729812",12/04/2021,13/04/2021,20/04/2021,44
6,JCP,"0,042734",30/12/2020,04/01/2021,11/01/2021,44
7,Dividendo,"0,257833",06/11/2020,09/11/2020,13/11/2020,44
8,Dividendo,"0,264300",03/04/2017,04/04/2017,17/04/2017,44
9,JCP,"0,200600",06/03/2012,07/03/2012,15/03/2012,44
10,Dividendo,"0,114700",06/03/2012,07/03/2012,15/03/2012,44
11,Dividendo,"0,063500",03/03/2011,04/03/2011,04/04/2011,44
12,Dividendo,"0,122482",01/05/2008,02/05/2008,15/05/2008,44
13,Dividendo,"0,122500",30/04/2008,02/05/2008,15/05/2008,44
