,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,737628",30/04/2024,02/05/2024,10/05/2024,333
1,JCP,"0,729756",01/11/2023,03/11/2023,10/11/2023,333
2,Dividendo,"0,430528",01/11/2023,03/11/2023,10/11/2023,333
3,Dividendo,"1,491369",02/05/2023,03/05/2023,12/05/2023,333
4,Dividendo,"3,541792",27/04/2022,28/04/2022,26/06/2022,333
5,JCP,"* 0,445027",14/10/2021,15/10/2021,27/10/2021,333
6,Dividendo,"* 11,138142",14/10/2021,15/10/2021,27/10/2021,333
7,Dividendo,"* 7,380440",05/05/2021,06/05/2021,14/05/2021,333
8,Dividendo,"* 0,785253",27/07/2020,28/07/2020,30/12/2020,333
9,Dividendo,"* 0,785260",06/05/2019,07/05/2019,28/06/2019,333
10,Dividendo,"* 0,785260",04/05/2018,06/06/2018,29/06/2018,333
11,Dividendo,"* 0,919860",30/04/2013,02/05/2013,20/12/2013,333
12,Dividendo,"* 0,744940",30/04/2010,03/05/2010,31/05/2010,333
13,Dividendo,"* 1,455400",15/05/2002,16/05/2002,15/07/2002,333
14,Dividendo,"* 1,309360",30/04/2001,02/05/2001,29/06/2001,333
15,Dividendo,"* 1,214760",26/04/2000,08/05/2000,26/06/2000,333
16,Dividendo,"* 1,125260",21/05/1999,24/05/1999,25/06/1999,333
