,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"* 0,154940",05/07/2021,06/07/2021,06/05/2022,12
1,JCP,"* 0,263020",29/12/2020,30/12/2020,05/05/2021,12
2,Dividendo,"* 0,235415",30/07/2020,31/07/2020,19/08/2020,12
3,JCP,"* 0,089473",30/12/2019,02/01/2020,19/08/2020,12
4,JCP,"* 0,184000",07/10/2019,08/10/2019,19/08/2020,12
5,Dividendo,"* 0,115706",15/04/2019,16/04/2019,26/04/2019,12
6,JCP,"* 0,185220",28/12/2018,02/01/2019,26/04/2019,12
7,Dividendo,"* 0,082656",16/04/2018,17/04/2018,25/04/2018,12
8,JCP,"* 0,123894",19/12/2017,20/12/2017,25/04/2018,12
9,Dividendo,"* 0,000676",25/04/2017,26/04/2017,05/05/2017,12
10,JCP,"* 0,010331",14/04/2017,17/04/2017,25/04/2018,12
11,Dividendo,"* 0,034018",27/04/2015,28/04/2015,08/05/2015,12
12,JCP,"* 0,024438",14/01/2015,15/01/2015,08/05/2015,12
13,Dividendo,"* 0,033329",22/04/2014,23/04/2014,30/04/2014,12
14,JCP,"* 0,020469",20/02/2014,21/02/2014,30/04/2014,12
15,Dividendo,"* 0,004643",01/05/2012,02/05/2012,23/05/2012,12
16,Dividendo,"* 0,004656",30/04/2012,02/05/2012,23/05/2012,12
