,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,343095",15/08/2024,16/08/2024,27/11/2024,117
1,Dividendo,"0,305030",15/08/2024,16/08/2024,27/11/2024,117
2,JCP,"0,420591",13/05/2024,14/05/2024,27/06/2024,117
3,Dividendo,"1,132902",03/05/2024,06/05/2024,16/05/2024,117
4,Dividendo,"0,661840",03/01/2024,04/01/2024,16/01/2024,117
5,Dividendo,"0,011830",13/11/2023,14/11/2023,15/12/2023,117
6,JCP,"0,581948",13/11/2023,14/11/2023,15/12/2023,117
7,JCP,"0,627717",07/08/2023,08/08/2023,29/08/2023,117
8,Dividendo,"0,282127",07/08/2023,08/08/2023,29/08/2023,117
9,Dividendo,"0,075612",03/05/2023,04/05/2023,29/08/2023,117
10,Dividendo,"1,335273",10/01/2023,11/01/2023,23/01/2023,117
11,JCP,"0,600346",14/11/2022,16/11/2022,05/12/2022,117
12,Dividendo,"0,329172",14/11/2022,16/11/2022,05/12/2022,117
13,Dividendo,"0,131087",14/11/2022,16/11/2022,05/12/2022,117
14,JCP,"0,574557",15/08/2022,16/08/2022,26/08/2022,117
15,Dividendo,"0,896372",15/08/2022,16/08/2022,26/08/2022,117
16,Dividendo,"2,323063",09/05/2022,10/05/2022,31/05/2022,117
17,JCP,"0,586403",06/12/2021,07/12/2021,29/12/2021,117
18,Dividendo,"0,931743",06/12/2021,07/12/2021,29/12/2021,117
19,Dividendo,"1,165672",18/05/2021,19/05/2021,27/05/2021,117
20,JCP,"0,188691",18/05/2021,19/05/2021,27/05/2021,117
21,Dividendo,"1,631192",04/05/2021,05/05/2021,27/05/2021,117
22,Dividendo,"0,157381",15/12/2020,16/12/2020,28/12/2020,117
23,JCP,"0,169566",16/11/2020,17/11/2020,25/11/2020,117
24,Dividendo,"1,192375",16/11/2020,17/11/2020,25/11/2020,117
25,JCP,"0,170578",17/08/2020,18/08/2020,26/08/2020,117
26,Dividendo,"0,640182",17/08/2020,18/08/2020,26/08/2020,117
27,Dividendo,"0,523780",19/05/2020,20/05/2020,28/05/2020,117
28,JCP,"0,177871",19/05/2020,20/05/2020,28/05/2020,117
29,Dividendo,"0,179281",06/05/2020,07/05/2020,15/05/2020,117
30,JCP,"0,180416",16/12/2019,17/12/2019,27/12/2019,117
31,JCP,"0,189802",19/11/2019,21/11/2019,29/11/2019,117
32,Dividendo,"0,351688",19/11/2019,21/11/2019,29/11/2019,117
33,Dividendo,"0,522563",08/08/2019,09/08/2019,19/08/2019,117
34,JCP,"0,199443",08/08/2019,09/08/2019,19/08/2019,117
35,JCP,"0,226054",17/05/2019,20/05/2019,28/05/2019,117
36,Dividendo,"0,054782",17/05/2019,20/05/2019,28/05/2019,117
37,Dividendo,"0,165950",03/05/2019,06/05/2019,14/05/2019,117
38,JCP,"0,399275",17/12/2018,18/12/2018,28/12/2018,117
39,Dividendo,"0,711570",09/11/2018,12/11/2018,22/11/2018,117
40,Dividendo,"0,266545",09/08/2018,10/08/2018,20/08/2018,117
41,JCP,"0,210523",09/08/2018,10/08/2018,20/08/2018,117
42,Dividendo,"0,545957",14/05/2018,15/05/2018,23/05/2018,117
43,JCP,"0,190894",14/05/2018,15/05/2018,23/05/2018,117
44,Dividendo,"0,462484",02/05/2018,03/05/2018,11/05/2018,117
45,JCP,"0,270292",18/12/2017,19/12/2017,28/12/2017,117
46,Dividendo,"0,129054",16/11/2017,17/11/2017,29/11/2017,117
47,JCP,"0,139284",16/11/2017,17/11/2017,29/11/2017,117
48,JCP,"0,200905",16/08/2017,17/08/2017,31/08/2017,117
49,Dividendo,"0,001959",16/08/2017,17/08/2017,31/08/2017,117
50,JCP,"0,226755",22/05/2017,23/05/2017,31/05/2017,117
51,Dividendo,"0,290395",22/05/2017,23/05/2017,31/05/2017,117
52,Dividendo,"0,507164",04/05/2017,05/05/2017,12/05/2017,117
53,JCP,"0,426900",23/11/2016,24/11/2016,05/12/2016,117
54,Dividendo,"0,121200",23/11/2016,24/11/2016,05/12/2016,117
55,JCP,"0,071100",17/08/2016,18/08/2016,29/08/2016,117
56,Dividendo,"0,505200",17/08/2016,18/08/2016,29/08/2016,117
57,Dividendo,"0,270400",24/05/2016,25/05/2016,03/06/2016,117
58,JCP,"0,372700",24/05/2016,25/05/2016,03/06/2016,117
59,Dividendo,"0,936600",18/04/2016,19/04/2016,19/04/2016,117
60,JCP,"0,237900",18/12/2015,21/12/2015,30/12/2015,117
61,Dividendo,"0,320000",18/12/2015,21/12/2015,30/12/2015,117
62,Dividendo,"0,427700",17/09/2015,18/09/2015,30/09/2015,117
63,JCP,"0,472300",17/09/2015,18/09/2015,30/09/2015,117
64,Dividendo,"0,427705",22/04/2015,23/04/2015,30/04/2015,117
65,JCP,"0,571800",04/12/2014,05/12/2014,17/12/2014,117
66,Dividendo,"1,161100",26/09/2014,29/09/2014,06/10/2014,117
67,Dividendo,"1,200800",30/04/2014,02/05/2014,28/05/2014,117
68,JCP,"0,551500",12/12/2013,13/12/2013,20/12/2013,117
69,Dividendo,"0,609600",12/12/2013,13/12/2013,20/12/2013,117
70,Dividendo,"1,042900",30/04/2013,02/05/2013,10/06/2013,117
71,Dividendo,"0,464400",18/12/2012,19/12/2012,27/12/2012,117
72,Dividendo,"0,621968",27/04/2012,29/05/2012,31/10/2012,117
73,Dividendo,"0,621968",27/04/2012,29/05/2012,31/10/2012,117
