,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,730200",19/12/2023,20/12/2023,28/12/2023,8
1,JCP,"0,762300",19/12/2022,20/12/2022,29/12/2022,8
2,Dividendo,"0,133400",17/12/2021,20/12/2021,30/12/2021,8
3,JCP,"0,470200",17/12/2021,20/12/2021,30/12/2021,8
4,Dividendo,"0,076700",13/01/2021,14/01/2021,28/01/2021,8
5,JCP,"0,413700",17/12/2020,18/12/2020,30/12/2020,8
6,JCP,"0,490600",19/12/2019,20/12/2019,30/12/2019,8
7,JCP,"0,320000",18/12/2018,19/12/2018,28/12/2018,8
8,Dividendo,"0,160000",15/06/2018,18/06/2018,30/07/2018,8
9,Dividendo,"0,070000",31/01/2018,01/02/2018,22/02/2018,8
10,JCP,"0,310000",18/12/2017,19/12/2017,28/12/2017,8
11,Dividendo,"0,160000",23/06/2017,26/06/2017,17/07/2017,8
12,Dividendo,"0,070000",23/01/2017,24/01/2017,23/02/2017,8
13,JCP,"0,220000",21/12/2016,22/12/2016,29/12/2016,8
14,Dividendo,"0,160000",31/10/2016,01/11/2016,25/11/2016,8
15,Dividendo,"0,130000",11/07/2016,12/07/2016,29/07/2016,8
16,JCP,"0,130000",29/01/2016,01/02/2016,29/02/2016,8
17,JCP,"0,150000",21/12/2015,22/12/2015,30/12/2015,8
18,Dividendo,"0,150000",08/09/2015,09/09/2015,28/09/2015,8
19,JCP,"0,100000",01/06/2015,02/06/2015,29/06/2015,8
20,JCP,"0,090000",27/02/2015,02/03/2015,31/03/2015,8
21,JCP,"0,096000",07/01/2015,08/01/2015,30/01/2015,8
22,JCP,"0,130000",01/01/2015,02/01/2015,14/01/2015,8
23,Dividendo,"0,220000",27/10/2014,28/10/2014,13/11/2014,8
24,Dividendo,"0,060000",28/07/2014,29/07/2014,28/08/2014,8
25,JCP,"0,100000",28/07/2014,29/07/2014,28/08/2014,8
26,Dividendo,"0,130000",02/04/2014,03/04/2014,25/04/2014,8
27,Dividendo,"0,100000",14/01/2014,15/01/2014,23/01/2014,8
28,JCP,"0,154000",14/01/2014,15/01/2014,23/01/2014,8
