,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,325000",29/04/2011,02/05/2011,20/06/2011,341
1,Dividendo,"0,253000",30/04/2010,03/05/2010,22/06/2010,341
2,Dividendo,"0,029989",01/05/2009,04/05/2009,--,341
3,Dividendo,"0,030000",30/04/2009,04/05/2009,23/06/2009,341
4,Dividendo,"1,052900",01/05/2008,02/05/2008,23/06/2008,341
5,Dividendo,"1,055500",30/04/2008,02/05/2008,--,341
6,Dividendo,"0,154000",27/04/2007,30/04/2007,20/06/2007,341
7,Dividendo,"0,330000",28/04/2006,02/05/2006,20/06/2006,341
8,Dividendo,"0,540000",28/04/2005,29/04/2005,20/06/2005,341
9,Dividendo,"0,210000",28/04/2004,29/04/2004,28/06/2004,341
10,Dividendo,"0,041900",30/04/2002,08/05/2002,25/06/2002,341
11,Dividendo,"0,085500",25/04/2001,26/04/2001,18/06/2001,341
