,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"* 0,327000",29/04/2015,30/04/2015,21/05/2015,220
1,Dividendo,"* 0,547000",17/04/2014,22/04/2014,07/05/2014,220
2,Dividendo,"* 0,578000",18/04/2013,19/04/2013,10/05/2013,220
3,JCP,"* 1,040500",29/11/2012,30/11/2012,14/12/2012,220
4,Dividendo,"* 0,851500",19/04/2012,20/04/2012,15/09/2012,220
5,Dividendo,"* 2,709500",18/07/2011,19/07/2011,09/08/2011,220
6,JCP,"* 0,334500",20/05/2011,23/05/2011,06/06/2011,220
7,Dividendo,"* 0,353000",19/04/2011,20/04/2011,10/05/2011,220
8,JCP,"* 0,286000",10/12/2010,13/12/2010,29/12/2010,220
9,JCP,"* 0,286000",26/11/2010,29/11/2010,22/12/2010,220
10,Dividendo,"* 0,269500",03/08/2010,04/08/2010,13/09/2010,220
11,JCP,"* 0,572500",03/08/2010,04/08/2010,13/09/2010,220
12,Dividendo,"* 0,677500",10/05/2010,11/05/2010,01/06/2010,220
13,Dividendo,"* 0,518000",16/04/2010,19/04/2010,10/05/2010,220
14,JCP,"* 0,476500",29/12/2009,30/12/2009,08/02/2010,220
15,Dividendo,"* 0,321500",16/04/2009,17/04/2009,05/05/2009,220
16,Dividendo,"* 0,066500",28/04/2008,29/04/2008,12/05/2008,220
