,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,009496",30/11/2020,--,04/01/2020,300
1,JCP,"0,022791",02/12/2024,03/12/2024,02/01/2025,300
2,JCP,"0,022791",01/11/2024,04/11/2024,02/12/2024,300
3,JCP,"0,022791",01/10/2024,02/10/2024,01/11/2024,300
4,JCP,"0,022791",02/09/2024,03/09/2024,01/10/2024,300
5,JCP,"0,022791",01/08/2024,02/08/2024,02/09/2024,300
6,JCP,"0,022791",01/07/2024,02/07/2024,01/08/2024,300
7,JCP,"0,092190",27/06/2024,28/06/2024,22/07/2024,300
8,JCP,"0,022791",03/06/2024,04/06/2024,01/07/2024,300
9,Dividendo,"0,183595",02/05/2024,03/05/2024,24/05/2024,300
10,JCP,"0,022791",02/05/2024,03/05/2024,03/06/2024,300
11,JCP,"0,022791",01/04/2024,02/04/2024,02/05/2024,300
12,JCP,"0,022791",01/03/2024,04/03/2024,01/04/2024,300
13,JCP,"0,022791",01/02/2024,02/02/2024,01/03/2024,300
14,JCP,"0,022791",02/01/2024,03/01/2024,01/02/2024,300
15,JCP,"0,022158",28/12/2023,02/01/2024,01/02/2024,300
16,JCP,"0,085766",30/11/2023,01/12/2023,15/12/2023,300
17,JCP,"0,022158",30/11/2023,01/12/2023,02/01/2024,300
18,JCP,"0,022158",31/10/2023,01/11/2023,01/12/2023,300
19,JCP,"0,022158",29/09/2023,02/10/2023,01/11/2023,300
20,JCP,"0,022158",31/08/2023,01/09/2023,02/10/2023,300
21,JCP,"0,022158",31/07/2023,01/08/2023,01/09/2023,300
22,JCP,"0,102014",03/07/2023,04/07/2023,21/07/2023,300
23,JCP,"0,022158",30/06/2023,03/07/2023,01/08/2023,300
24,JCP,"0,022158",31/05/2023,01/06/2023,03/07/2023,300
25,Dividendo,"0,180429",03/05/2023,04/05/2023,22/05/2023,300
26,JCP,"0,022158",28/04/2023,02/05/2023,01/06/2023,300
27,JCP,"0,022158",31/03/2023,03/04/2023,02/05/2023,300
28,JCP,"0,022158",28/02/2023,01/03/2023,03/04/2023,300
29,JCP,"0,022158",31/01/2023,01/02/2023,01/03/2023,300
30,JCP,"0,020575",30/12/2022,02/01/2023,01/02/2023,300
31,JCP,"0,020575",30/11/2022,01/12/2022,02/01/2023,300
32,JCP,"0,020575",31/10/2022,01/11/2022,01/12/2022,300
33,JCP,"0,020575",30/09/2022,03/10/2022,01/11/2022,300
34,JCP,"0,020575",31/08/2022,01/09/2022,03/10/2022,300
35,JCP,"0,020575",29/07/2022,01/08/2022,01/09/2022,300
36,JCP,"0,020575",30/06/2022,01/07/2022,01/08/2022,300
37,JCP,"0,020575",31/05/2022,01/06/2022,01/07/2022,300
38,Dividendo,"0,181503",04/05/2022,05/05/2022,20/05/2022,300
39,JCP,"0,020575",29/04/2022,02/05/2022,01/06/2022,300
40,JCP,"0,020575",31/03/2022,01/04/2022,01/05/2022,300
41,JCP,"0,020575",25/02/2022,02/03/2022,01/04/2022,300
42,JCP,"0,020575",31/01/2022,01/02/2022,02/03/2022,300
43,JCP,"0,018992",30/12/2021,03/01/2022,01/02/2022,300
44,JCP,"0,037291",16/12/2021,17/12/2021,30/12/2021,300
45,JCP,"0,018992",30/11/2021,01/12/2021,03/01/2022,300
46,JCP,"0,018992",29/10/2021,01/11/2021,01/12/2021,300
47,JCP,"0,018992",30/09/2021,01/10/2021,01/11/2021,300
48,JCP,"0,018992",31/08/2021,01/09/2021,01/10/2021,300
49,JCP,"0,018992",30/07/2021,02/08/2021,01/09/2021,300
50,JCP,"0,018992",30/06/2021,01/07/2021,02/08/2021,300
