,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,257325",25/04/2024,26/04/2024,24/06/2024,197
1,Dividendo,"0,298879",27/04/2023,28/04/2023,27/06/2023,197
2,Dividendo,"0,571934",28/04/2022,29/04/2022,27/06/2022,197
3,JCP,"0,175412",15/12/2021,16/12/2021,30/12/2021,197
4,JCP,"0,349556",31/08/2021,01/09/2021,05/10/2021,197
5,Dividendo,"0,646624",31/08/2021,01/09/2021,05/10/2021,197
6,Dividendo,"0,004587",25/05/2021,26/05/2021,07/06/2021,197
7,Dividendo,"0,119923",29/04/2021,30/04/2021,31/05/2021,197
8,Dividendo,"0,039500",28/04/2020,29/04/2020,29/05/2020,197
9,Dividendo,"0,062634",23/04/2019,24/04/2019,31/05/2019,197
10,JCP,"0,071988",07/01/2019,08/01/2019,31/05/2019,197
11,Dividendo,"0,043210",25/04/2018,26/04/2018,30/05/2018,197
12,Dividendo,"0,029700",28/04/2015,29/04/2015,26/06/2015,197
13,JCP,"0,078800",19/03/2012,20/03/2012,26/04/2012,197
14,JCP,"0,136900",21/03/2011,22/03/2011,04/04/2011,197
15,JCP,"0,172000",29/12/2010,30/12/2010,22/02/2011,197
16,JCP,"0,222300",07/10/2010,08/10/2010,20/10/2010,197
17,Dividendo,"0,139800",25/03/2010,26/03/2010,03/05/2010,197
18,JCP,"0,594800",29/12/2009,30/12/2009,03/05/2010,197
19,JCP,"0,173600",03/08/2009,04/08/2009,18/08/2009,197
20,Dividendo,"0,451600",05/03/2009,06/03/2009,02/04/2009,197
21,JCP,"0,724200",29/12/2008,30/12/2008,02/04/2009,197
22,Dividendo,"0,280500",20/08/2008,21/08/2008,02/09/2008,197
23,JCP,"0,739600",20/08/2008,21/08/2008,02/09/2008,197
24,Dividendo,"0,858300",26/03/2008,27/03/2008,09/04/2008,197
25,JCP,"0,909600",27/12/2007,28/12/2007,09/04/2008,197
26,JCP,"1,438200",14/08/2007,15/08/2007,22/08/2007,197
27,Dividendo,"0,757400",14/08/2007,15/08/2007,22/08/2007,197
28,Dividendo,"0,869000",30/03/2007,02/04/2007,11/04/2007,197
29,JCP,"1,303500",28/12/2006,02/01/2007,11/04/2007,197
30,JCP,"1,520800",31/08/2006,01/09/2006,12/09/2006,197
31,Dividendo,"1,328400",14/03/2006,15/03/2006,12/04/2006,197
32,JCP,"1,129800",29/12/2005,02/01/2006,12/04/2006,197
33,JCP,"1,216700",31/08/2005,01/09/2005,20/09/2005,197
34,Dividendo,"1,171200",31/08/2005,01/09/2005,20/09/2005,197
35,Dividendo,"2,932100",01/03/2005,02/03/2005,05/04/2005,197
36,JCP,"0,538800",29/12/2004,30/12/2004,05/04/2005,197
37,JCP,"1,173200",27/08/2004,30/08/2004,14/09/2004,197
38,Dividendo,"0,199500",15/03/2004,16/03/2004,25/03/2004,197
39,JCP,"1,197700",29/12/2003,30/12/2003,25/03/2004,197
40,JCP,"0,373000",11/07/2003,14/07/2003,01/08/2003,197
41,Dividendo,"0,221800",08/03/2002,11/03/2002,09/04/2002,197
42,Dividendo,"0,204100",24/08/2001,31/08/2001,11/09/2001,197
43,JCP,"0,239500",09/03/2001,13/03/2001,26/03/2001,197
44,Dividendo,"0,177400",23/08/2000,24/08/2000,14/09/2000,197
45,Dividendo,"0,177400",03/03/2000,08/03/2000,23/03/2000,197
46,Dividendo,"0,177400",27/08/1999,30/08/1999,20/09/1999,197
